date,meal_period,就餐人数,销售总额,热量需求,碳水需求,蛋白质需求,脂肪需求,膳食纤维需求
2024-02-29,lunch,310,3245.32,233191.12,25991.3,12281.91,8575.64,1947.67
2024-03-01,lunch,318,3320.37,208876.67,25791.67,10698.2,6685.0,1771.56
2024-03-04,lunch,342,3814.71,257665.58,29969.61,12969.94,9321.65,2295.31
2024-03-05,lunch,322,3615.58,239747.52,27450.4,12748.96,8542.2,2228.18
2024-03-06,lunch,321,3444.41,227021.69,26532.46,12276.25,7650.01,1771.25
2024-03-07,lunch,323,3471.39,253678.01,29067.97,12883.91,9130.92,2118.05
2024-03-08,lunch,306,3543.08,205940.75,24802.42,10586.75,6782.96,1882.11
2024-03-11,lunch,321,3633.12,225541.37,25456.47,12069.74,7948.09,1806.38
2024-03-12,lunch,317,3282.33,216610.49,26862.01,11301.16,7028.68,1933.42
2024-03-13,lunch,315,4107.25,229866.47,25884.98,13014.61,8252.05,1907.03
2024-03-14,lunch,341,3774.13,233073.2,26938.09,12596.23,7804.31,1894.27
2024-03-15,lunch,316,4048.05,225147.52,25825.48,12468.25,7994.56,2008.03
2024-03-18,lunch,379,4613.54,286609.24,30387.62,16487.08,10354.22,2067.86
2024-03-19,lunch,345,3383.05,237356.58,29579.95,11793.82,7943.89,2188.7
2024-03-20,lunch,339,3556.18,247141.71,29096.07,12226.96,8600.74,2120.78
2024-03-21,lunch,325,3944.19,218243.76,25510.21,12330.89,7169.24,1616.51
2024-03-22,lunch,327,3441.96,232598.62,26410.92,12245.93,8548.16,2038.75
2024-03-25,lunch,380,4023.86,264080.09,30690.43,14045.9,8919.57,2166.68
2024-03-26,lunch,307,3028.82,223665.86000000002,26284.95,11247.63,8033.0,2044.39
2024-03-27,lunch,350,3528.15,239274.5,27892.88,12178.3,8393.8,2130.88
2024-03-28,lunch,326,4088.3,228236.78,28191.96,12299.71,7278.15,1783.57
2024-03-29,lunch,291,3537.99,219277.41,23080.2,11809.19,8742.8,1662.74
2024-04-01,lunch,351,3823.9,243845.69,26890.01,13953.28,8393.289999999999,2086.11
2024-04-02,lunch,323,3032.15,211954.88,25484.95,10302.68,7113.27,1779.31
2024-04-03,lunch,309,3315.74,248654.71,27191.670000000002,13114.18,9512.82,2075.37
2024-04-07,lunch,270,2751.14,184170.12,21392.92,10319.38,6115.73,1689.25
2024-04-08,lunch,341,3621.97,239547.82,29242.14,11840.24,8220.72,2085.09
2024-04-09,lunch,338,3478.68,241331.62,26108.63,12969.89,9127.12,1821.66
2024-04-10,lunch,321,3843.07,223529.58,25682.43,12092.62,7704.28,1901.8
2024-04-11,lunch,364,3836.42,253515.85,28451.47,14344.92,8773.06,2072.48
2024-04-12,lunch,317,3397.11,225246.31,26159.13,11478.11,8055.59,1859.03
2024-04-15,lunch,338,3467.69,246427.81,28380.63,13072.72,8515.39,2322.24
2024-04-16,lunch,334,3641.07,222134.94,26523.61,11577.12,7495.84,1868.26
2024-04-17,lunch,340,3481.59,247194.92,28997.08,12669.75,8688.17,2012.1
2024-04-18,lunch,349,3678.24,271769.63,29540.8,14325.14,10243.78,2440.49
2024-04-19,lunch,334,3515.08,227268.89,27548.89,11828.29,7490.55,1967.16
2024-04-22,lunch,344,3681.57,250328.81,28805.69,12842.45,8833.0,2025.84
2024-04-23,lunch,304,3345.69,245259.68,27012.42,13013.59,9284.12,1994.92
2024-04-24,lunch,354,4039.84,255270.3,28220.44,14098.33,9272.66,2041.36
2024-04-25,lunch,288,3400.75,199136.62,22961.37,10574.69,7143.81,1883.69
2024-04-26,lunch,291,3320.45,212078.15,23060.26,11555.78,7767.41,1602.41
2024-04-28,lunch,268,2747.47,180676.63,21898.98,9468.3,5891.73,1784.22
2024-04-29,lunch,312,3391.05,224007.09,25554.54,11492.53,7978.11,1975.17
2024-04-30,lunch,254,2752.29,183923.29,21365.19,10367.63,6209.3,1624.55
2024-05-06,lunch,297,3092.12,199856.37,22805.64,11240.51,6993.75,1818.46
2024-05-07,lunch,307,3189.33,217897.59,26573.55,10721.07,7239.74,2033.06
2024-05-08,lunch,302,3259.79,222463.04,23975.84,12528.29,8291.51,1651.85
2024-05-09,lunch,329,3343.94,226860.98,26912.0,11758.57,7891.65,2080.2
2024-05-10,lunch,334,4282.1,244280.31,25703.57,14002.12,9106.29,1703.19
2024-05-11,lunch,264,2911.33,182782.97,20826.38,10129.94,6188.05,1569.83
2024-05-13,lunch,304,2957.87,208518.33,23830.75,11277.65,7383.47,1753.94
2024-05-14,lunch,349,3658.37,238480.78,27499.43,12914.79,8225.25,1908.66
2024-05-15,lunch,287,2986.94,200398.02,22615.37,10886.89,7212.62,1603.09
2024-05-16,lunch,321,3366.45,225986.37,26425.75,12227.11,7778.08,2168.05
2024-05-17,lunch,308,3417.61,217523.34,23334.04,11629.0,8172.36,1721.68
2024-05-20,lunch,288,3136.18,215138.38999999998,23763.0,11641.21,7945.03,1926.81
2024-05-21,lunch,310,3340.66,205333.32,23900.65,11233.23,6962.06,1792.02
2024-05-22,lunch,311,4041.34,229396.26,24165.31,13218.24,8530.0,1770.98
2024-05-23,lunch,314,3237.12,206460.39,24687.67,11229.82,6811.07,2194.21
2024-05-24,lunch,294,3403.6,200343.25,23072.99,10285.92,6931.55,1543.2
2024-05-27,lunch,324,3551.16,226488.92,24755.17,12821.58,8140.36,1883.93
2024-05-28,lunch,348,3988.29,234088.09,26539.2,12962.89,8086.94,1874.65
2024-05-29,lunch,323,4197.42,240323.71,24954.94,13896.21,9478.11,1761.95
2024-05-30,lunch,321,3599.13,228056.9,24269.76,13199.46,8195.32,1769.85
2024-05-31,lunch,270,3198.54,177628.75,20541.08,9662.78,6153.22,1690.74
2024-06-03,lunch,324,3704.48,224607.05,24024.27,12890.53,8229.47,1867.93
2024-06-04,lunch,366,4270.73,256358.18,27841.86,14461.12,9030.18,1981.04
2024-06-05,lunch,309,3409.63,223767.95,24065.48,12252.22,8494.05,1828.89
2024-06-06,lunch,342,3430.56,236199.93,25816.65,12169.83,9001.1,1968.26
2024-06-07,lunch,289,3294.94,195465.95,22026.62,10590.67,6959.96,1664.57
2024-06-11,lunch,298,3019.19,207251.54,22672.74,11106.4,7720.46,1707.2
2024-06-12,lunch,281,3394.2599999999998,191092.32,21554.91,10685.02,6854.18,1725.79
2024-06-13,lunch,295,3252.22,197378.56,22399.92,11134.93,6578.34,1382.23
2024-06-14,lunch,279,2678.11,170320.53,21429.51,8537.52,5529.57,1653.4
2024-06-17,lunch,323,3415.44,208333.75,24583.07,11286.6,6867.14,1973.13
2024-06-18,lunch,299,3474.65,201752.35,22323.32,12233.95,6661.31,1563.46
2024-06-19,lunch,303,3834.98,221910.66,24836.73,11827.72,8181.14,1718.6299999999999
2024-06-20,lunch,270,3124.58,186314.76,21865.09,10253.18,6240.49,1761.21
2024-06-21,lunch,277,3400.81,192153.64,20557.09,10382.64,7299.15,1423.38
2024-06-24,lunch,290,3276.6,190870.44,21173.64,11156.02,6614.01,1637.96
2024-06-25,lunch,300,3676.73,189247.17,21638.84,11659.46,6111.09,1703.42
2024-06-26,lunch,257,2640.71,176904.02,20407.98,8745.07,6387.54,1608.22
2024-06-27,lunch,264,2631.12,185308.81,21412.31,9742.13,6711.83,1492.56
2024-06-28,lunch,271,3465.2,198063.16,21056.11,11395.18,7371.35,1586.57
2024-07-01,lunch,362,3831.37,242899.73,27117.59,13582.3,8412.8,2110.16
2024-07-02,lunch,330,3740.67,245075.29,26143.24,14201.09,9242.53,1851.57
2024-09-01,dinner,21,109.39,6781.1,462.63,406.26,352.39,36.12
2024-09-01,lunch,186,1981.39,146036.33,17218.75,7715.97,4951.37,1254.2
2024-09-02,dinner,52,497.82,39082.95,4246.13,1928.83,1596.4,285.32
2024-09-02,lunch,272,2834.02,197726.41,22620.57,9973.99,7079.75,1493.11
2024-09-03,dinner,58,504.72,45452.61,5562.04,2273.73,1481.4,374.73
2024-09-03,lunch,290,3210.16,221508.18,25385.64,11543.72,7698.33,1683.35
2024-09-04,lunch,324,4219.75,226913.45,25528.49,13103.16,7709.93,1759.93
2024-09-05,lunch,309,3747.57,196875.54,19616.52,11801.19,7587.27,1436.27
2024-09-06,lunch,250,2975.96,172788.19,18754.51,9076.45,6704.32,1286.36
2024-09-09,lunch,219,2052.56,112819.33,10679.46,6359.76,4908.49,937.77
2024-09-10,lunch,339,4239.75,230548.48,24833.08,14088.93,8103.42,1780.98
2024-09-11,lunch,274,4150.3,195839.69,20440.59,10576.08,7696.55,1449.25
2024-09-12,lunch,287,2996.91,191406.79,20435.54,10053.31,7616.89,1520.87
2024-09-13,lunch,314,3798.69,196083.27,22028.94,10884.12,6848.25,1796.58
2024-09-14,lunch,254,3047.82,177158.64,18756.34,10741.18,6361.14,1658.44
2024-09-18,lunch,217,3009.5,146903.38,15733.57,8439.38,5505.94,1264.55
2024-09-19,lunch,293,3327.25,195815.22,20629.11,11361.1,7463.13,1716.02
2024-09-20,lunch,321,3934.2400000000002,222573.23,21691.08,12202.86,8945.26,1604.7
2024-09-23,lunch,310,3596.31,194312.65,23148.78,10692.86,6327.9,1754.32
2024-09-24,lunch,323,3530.95,207211.35,23082.44,12101.01,7352.12,1932.83
2024-09-25,lunch,309,3263.68,221458.95,24163.95,11853.81,8206.22,1841.07
2024-09-26,lunch,273,3385.16,183138.3,18948.97,10632.14,7275.42,1499.21
2024-09-27,lunch,283,3201.32,181453.06,18464.44,9809.23,7437.64,1372.14
2024-09-29,lunch,282,3169.81,195537.38,22122.67,9921.59,7092.64,1702.61
2024-09-30,lunch,252,2817.67,161957.59,18574.64,9696.23,5515.7699999999995,1761.01
2024-10-08,lunch,314,3629.74,228227.06,24039.49,13311.07,8326.1,1725.09
2024-10-09,lunch,302,3257.97,192989.75,21211.24,11376.91,6882.14,1659.12
2024-10-10,lunch,344,4615.62,231494.52,24676.75,12080.46,9194.61,1952.13
2024-10-11,lunch,303,3752.59,242876.03,25015.28,12660.68,10156.88,2207.44
2024-10-12,lunch,269,3072.06,191518.36000000002,22769.96,10818.36,6074.71,1871.41
2024-10-14,lunch,309,3616.5,212017.59,22828.16,12761.32,7517.21,1860.2
2024-10-15,lunch,295,3000.72,203260.45,21264.46,11425.35,7968.74,1658.49
2024-10-16,lunch,307,4083.33,212236.77,21497.39,10816.56,9082.45,1635.92
2024-10-17,lunch,302,3344.09,215833.27,23218.63,11912.29,8283.89,2071.06
2024-10-18,lunch,433,7118.05,352883.67,34863.53,20294.3,14081.0,2618.25
2024-10-21,lunch,302,2978.88,193591.25,20532.93,11274.08,7111.25,1677.04
2024-10-22,lunch,307,4440.94,232117.61,23613.05,13297.15,9014.08,1848.75
2024-10-23,lunch,318,4178.46,232186.82,24613.95,12371.87,9195.98,1918.31
2024-10-24,lunch,334,4672.92,240796.08,24051.51,13392.9,9738.789999999999,1972.65
2024-10-25,lunch,328,3648.14,215724.46,24669.69,11839.27,7531.7,1924.33
2024-10-28,lunch,276,3193.71,183837.57,21188.9,10717.23,6231.73,1849.39
2024-10-29,lunch,299,3103.84,212809.2,21525.94,12035.36,8732.45,1608.14
2024-10-30,lunch,295,4426.76,195162.38,20023.99,11385.78,7581.11,1398.47
2024-10-31,lunch,264,3032.65,194969.18,20005.96,10532.05,7698.5,1793.94
2024-11-01,lunch,245,2900.19,170021.12,18702.72,8849.77,6527.15,1498.79
2024-11-04,lunch,297,3502.4900000000002,190766.5,21181.46,10408.64,6870.67,1844.64
2024-11-05,lunch,298,3679.43,211297.82,22925.1,11618.62,7822.4,1889.55
2024-11-06,lunch,267,3712.5,197079.04,20455.85,10645.63,7928.65,1532.74
2024-11-07,lunch,263,3081.48,180377.0,20785.36,9546.98,6631.16,1507.9
2024-11-08,lunch,267,2993.96,183547.62,19614.46,10910.64,6474.08,1622.33
2024-11-11,lunch,308,4077.31,200045.74,22011.61,12190.1,7008.93,1913.38
2024-11-12,lunch,320,3457.3,224226.44,24055.53,12079.97,8494.85,2051.1
2024-11-13,lunch,293,4047.83,216579.71,22395.11,12080.36,8632.83,1672.73
2024-11-14,lunch,257,3038.95,191308.84,20681.99,9169.55,7633.17,1421.81
2024-11-15,lunch,257,4128.86,196824.89,19764.02,11669.12,8248.46,1541.21
2024-11-18,lunch,309,3555.81,241058.37,23898.62,14148.81,9657.23,2153.86
2024-11-19,lunch,377,5426.26,268395.06,26808.05,16918.33,10369.71,2317.73
2024-11-20,lunch,471,8029.85,369849.68,34102.43,22464.76,15629.82,2851.83
2024-11-21,lunch,449,6835.9,366061.67,35785.47,20536.09,15306.9,2776.93
2024-11-22,lunch,269,2992.66,202319.47,21279.02,10740.67,8232.77,1758.75
2024-11-25,lunch,273,3257.67,203297.77,20349.56,11948.94,7965.27,1820.03
2024-11-26,lunch,276,2924.62,209427.09,21850.91,10906.31,8480.59,1825.88
2024-11-27,lunch,267,3839.19,199126.77,20156.05,11720.15,8004.72,1564.2
2024-11-28,lunch,286,3561.58,217315.95,23526.73,11317.5,8507.34,1839.71
2024-11-29,lunch,279,3276.37,197145.59,22125.19,10119.42,7390.87,1541.55
2024-12-02,lunch,296,3235.6,202866.69,23056.43,10163.84,7231.67,2067.14
2024-12-03,lunch,300,4100.61,200941.73,21203.94,12469.4,7352.21,1816.83
2024-12-04,lunch,274,3209.47,204388.94,22477.74,11256.32,7483.9800000000005,1721.04
2024-12-05,lunch,277,3226.0,214350.75,23525.0,11306.53,8289.99,1842.8
2024-12-06,lunch,278,3102.76,206795.36,21992.07,11035.67,8174.45,2078.34
2024-12-09,lunch,304,3683.87,213990.07,23904.61,10982.76,8296.81,1911.19
2024-12-10,lunch,303,3440.58,239524.16,25837.14,12950.0,9196.65,1986.26
2024-12-11,lunch,302,3534.51,217174.93,23391.78,11982.58,7971.3,1790.05
2024-12-12,lunch,298,3795.61,226115.35,23617.06,11939.25,8977.39,1877.97
2024-12-13,lunch,288,3842.16,207221.59,21298.28,12069.22,8214.04,1814.21
2024-12-16,lunch,312,4281.55,223954.56,23181.71,13119.289999999999,8570.82,1764.73
2024-12-17,lunch,292,3226.71,222501.75,24457.11,11568.05,8643.21,1916.07
2024-12-18,lunch,318,3528.67,225060.2,23635.71,12352.17,8759.1,1869.07
2024-12-19,lunch,280,3347.92,209102.66,21520.93,10919.88,8689.48,2064.0
2024-12-20,lunch,294,4209.56,214209.51,22866.81,12458.1,8298.39,1819.22
2024-12-23,lunch,316,3655.08,234394.54,23747.65,14269.62,8946.74,2178.55
2024-12-24,lunch,320,3723.17,225436.73,23039.28,12918.43,9025.0,2079.3
2024-12-25,lunch,318,3316.44,247551.24,26740.04,11360.49,10394.66,2035.75
2024-12-26,lunch,296,3358.57,210623.5,24177.579999999998,10286.51,7960.17,1696.07
2024-12-27,lunch,288,3345.19,216434.53,21713.04,11426.33,9215.99,1841.13
2024-12-30,lunch,50,517.56,35441.64,4368.81,1782.93,1205.78,320.0
2025-01-03,lunch,225,2745.76,150981.88,16297.36,8471.66,5828.13,1427.74
2025-01-06,lunch,279,3348.42,216730.2,20196.93,12846.19,9131.47,1613.61
2025-01-07,lunch,323,4605.81,224762.02,22666.42,13187.09,9057.45,1871.84
2025-01-08,lunch,328,3283.33,255584.1,27866.38,12157.17,10407.48,2107.29
2025-01-09,lunch,304,3961.98,230030.83,24149.84,12161.07,9301.57,1718.43
2025-01-10,lunch,277,2979.35,206294.33,21491.2,11286.99,8401.1,1660.31
2025-01-11,dinner,10,114.1,8730.94,750.27,517.27,397.71,59.56
2025-01-11,lunch,43,465.1,32725.94,3415.0099999999998,1721.59,1301.95,283.11
2025-01-12,dinner,5,46.77,2829.2000000000003,378.12,164.19,67.42,24.45
2025-01-12,lunch,31,339.0,24300.989999999998,3016.4700000000003,1125.58,835.79,174.38
2025-01-13,dinner,9,76.8,6547.66,718.66,305.24,266.68,57.79
2025-01-13,lunch,126,1225.97,104789.88,11681.98,4350.62,4390.96,857.63
2025-01-13,other,8,50.769999999999996,2515.2,413.03,94.45,52.08,33.59
2025-01-14,dinner,14,155.22,8831.14,932.33,480.69,332.81,53.870000000000005
2025-01-14,lunch,107,1075.85,72961.82,7995.04,3990.86,2794.25,532.88
2025-01-15,dinner,14,166.46,11840.38,1124.89,726.36,475.37,66.82
2025-01-15,lunch,87,896.16,58871.49,6121.65,3404.89,2214.87,353.71
2025-01-16,dinner,9,100.89,7487.55,768.01,397.77,300.79,58.050000000000004
2025-01-16,lunch,78,844.42,56421.05,6471.46,2961.02,1986.64,467.9
2025-01-17,dinner,5,73.53999999999999,5695.66,618.52,293.45,221.96,44.89
2025-01-17,lunch,63,671.2,49373.85,5736.79,2303.04,1854.6299999999999,366.84
2025-02-09,dinner,16,162.36,10106.56,1152.3600000000001,541.81,335.02,64.23
2025-02-09,lunch,38,479.95,28111.7,2795.98,1663.33,1062.8,228.27
2025-02-10,dinner,30,352.76,22837.25,2440.53,1335.66,829.8199999999999,148.54
2025-02-10,lunch,79,874.87,57672.43,6393.08,3222.9,1905.25,305.39
2025-02-11,dinner,31,304.01,23948.85,2512.01,1196.6,978.95,165.49
2025-02-11,lunch,94,1065.39,67083.3,7797.38,3308.58,2473.34,645.41
2025-02-12,dinner,26,263.37,18115.83,2110.34,974.8,620.67,162.2
2025-02-12,lunch,105,1060.35,67480.28,7595.39,4114.68,2254.57,480.18
2025-02-13,dinner,55,595.2,36123.38,4282.26,1916.03,1186.56,363.56
2025-02-13,lunch,320,4320.26,259324.56,24105.75,14740.46,11024.85,2074.27
2025-02-14,dinner,18,180.05,11159.3,1087.28,663.72,461.83,93.38
2025-02-14,lunch,339,4157.41,226289.65,25762.93,12271.45,7904.78,1984.31
2025-02-17,lunch,339,3923.47,248241.53,28666.12,11493.57,9713.03,2077.37
2025-02-18,lunch,335,4188.35,228209.3,25113.58,13042.42,8175.92,1932.28
2025-02-19,lunch,328,3636.66,236171.36,26712.47,12177.98,8694.54,2041.1
2025-02-20,lunch,363,4037.23,272593.08,29632.72,14095.21,10731.02,2285.67
2025-02-20,other,1,0.22,10.0,0.2,1.0,0.6,0.04
2025-02-21,lunch,294,3074.06,221485.55,21205.75,12041.63,9722.11,1723.1
2025-02-24,lunch,326,4378.77,324768.82,30504.37,15251.9,15365.53,2850.7599999999998
2025-02-25,lunch,292,3977.07,217686.9,21506.53,12736.88,8482.64,1688.73
2025-02-26,lunch,300,2933.87,201733.75,23630.94,10080.11,7335.19,1802.69
2025-02-27,lunch,327,3672.2400000000002,219041.36000000002,25492.99,11654.1,8086.11,1955.49
2025-02-28,lunch,321,3640.79,237108.92,25904.81,12059.97,9367.06,2201.73
2025-03-03,lunch,307,3518.26,215840.21,22936.36,11300.03,8481.82,2052.18
2025-03-04,lunch,334,3875.03,235467.28,25087.88,13131.2,9140.08,2055.7
2025-03-05,lunch,355,3819.57,253474.21,26742.32,14416.67,9821.42,2457.65
2025-03-06,lunch,323,3541.69,220441.03,24209.35,12242.06,8166.77,1936.84
2025-03-07,lunch,313,3629.03,226227.8,25933.79,11027.72,8702.45,2063.85
2025-03-10,lunch,310,3569.65,209476.05,21373.39,12367.11,8002.15,1842.49
2025-03-11,lunch,293,3750.08,197017.3,22357.63,10253.92,7328.78,1761.81
2025-03-12,lunch,274,3081.32,187312.05,20177.93,9861.21,7313.46,1679.18
2025-03-13,lunch,290,2900.2400000000002,197038.89,21810.11,10534.81,7517.37,1659.95
2025-03-14,lunch,318,3733.2599999999998,243677.06,23980.0,13837.37,10026.54,2207.37
2025-03-17,lunch,326,4201.83,229735.94,25241.32,14168.84,8187.18,1934.95
2025-03-18,lunch,306,3320.91,201145.56,20724.11,11119.36,7995.04,2029.41
2025-03-19,lunch,288,2887.31,192761.7,19761.05,10884.09,7596.45,1921.43
2025-03-20,lunch,289,3099.95,202204.64,21788.19,10663.67,8008.9,1691.25
2025-03-21,lunch,287,3115.35,199799.14,23044.73,10501.72,7494.07,1895.7
2025-03-21,other,1,1.56,47.3,0.66,4.18,3.08,0.0
2025-03-24,lunch,292,3877.21,187905.76,18678.08,12572.15,7014.37,1737.65
2025-03-25,lunch,300,3541.86,211686.08,22739.0,11185.3,8300.0,2020.19
2025-03-26,lunch,286,2964.48,192735.14,20976.3,10399.19,7484.4800000000005,1718.5
2025-03-27,lunch,275,2983.56,199099.53,21752.12,10498.73,7728.43,1695.16
2025-03-28,lunch,282,3206.35,185405.31,19536.08,11080.48,7133.24,1699.56
2025-03-31,lunch,308,3439.16,201855.06,21805.97,12349.78,7074.84,2009.68
2025-04-01,lunch,288,3990.0,208791.56,20974.7,11704.46,8608.91,1716.36
2025-04-02,lunch,233,3061.94,161094.15,16481.65,9235.98,6494.72,1446.4
2025-04-03,lunch,268,2814.96,177455.55,19701.46,9183.09,6693.51,1639.28
2025-04-07,lunch,306,3450.85,202804.52,22058.93,12278.51,6994.53,1894.99
2025-04-08,lunch,309,3060.53,199761.59,22147.11,10055.9,7647.55,1775.6
2025-04-09,lunch,298,3602.67,212973.41,23083.23,11828.47,8158.67,1933.58
2025-04-10,lunch,293,3547.17,182887.11,19496.73,10588.61,6852.24,1648.12
2025-04-11,lunch,272,3174.77,192757.19,21826.84,9932.8,7247.5,1624.48
2025-04-14,lunch,303,3589.8,215366.52,23656.47,11811.27,7827.49,1853.35
2025-04-15,lunch,298,3798.06,207227.48,22872.49,11720.18,7664.19,2173.57
2025-04-16,lunch,288,3106.47,208129.19,22104.09,11220.93,7855.35,1940.32
2025-04-17,lunch,280,2871.18,201429.65,21046.56,11210.21,8054.96,1571.32
2025-04-18,lunch,271,3363.25,204654.46,21446.77,11448.53,7944.92,1805.95
2025-04-21,lunch,304,3961.68,211613.45,24074.67,12019.49,7328.37,1973.74
2025-04-22,lunch,308,3810.31,193747.54,21507.94,10426.05,7139.57,1803.12
2025-04-23,lunch,292,3339.96,201349.55,20801.52,10978.56,8056.43,1658.8
2025-04-24,lunch,321,3189.76,212694.45,23599.170000000002,11751.45,7943.4,1909.92
2025-04-25,lunch,298,3074.52,197998.48,22222.5,10764.03,7206.51,1868.1
2025-04-27,lunch,293,3578.77,216440.12,21645.75,12242.47,8885.89,1604.75
2025-04-28,lunch,316,3661.4,202718.65,20677.33,11524.619999999999,8015.02,1760.85
2025-04-29,lunch,307,3748.94,211684.71,23190.31,12069.49,7580.76,1822.49
2025-04-30,lunch,277,3158.11,191811.16,18202.94,11248.29,7794.66,1462.97
