dish_name,weight_share,order_penetration,abc_class,association_strength,association_strength_norm,preference_weight_old,preference_weight_new
干锅花菜,0.0004009388719198,0.0026269025728192846,C,0.0,0.0,0.001291324352279594,0.001291324352279594
菜心,0.0003978708741081,0.0029359499343274355,C,0.0,0.0,0.0014131024981958343,0.0014131024981958343
红烧仔排,0.0003822079379114,0.002395117051688171,C,0.0,0.0,0.0011873715834221084,0.0011873715834221084
土豆片,0.0003781710986855,0.0027814262535733603,C,0.0,0.0,0.0013394731606406443,0.0013394731606406443
青豆玉米炒蛋,0.0003773637308403,0.0030132117747044733,C,0.0,0.0,0.0014317029483859696,0.0014317029483859696
窑鸡腿,0.0003767178365642,0.0016997604882948312,C,0.0,0.0,0.0009059348972564526,0.0009059348972564526
豆芽,0.0003634770039031,0.0025496407324422468,C,0.0,0.0,0.0012379424953187588,0.0012379424953187588
红烧茄子/油麦菜,0.0003594401646772,0.00208606969018002,C,0.0,0.0,0.0010500919748783282,0.0010500919748783282
青椒炒面筋,0.0003474911205684,0.005640114347523758,C,0.0,0.0,0.0024645404113505433,0.0024645404113505433
凉拌黑木耳/素烧鹅,0.0003447460698948,0.0033222591362126247,C,0.0,0.0,0.0015357512964219299,0.0015357512964219299
葱油鲳鳊鱼,0.0003231086116437,0.0016997604882948312,C,0.0,0.0,0.0008737693623041525,0.0008737693623041525
莴笋肉丝小炒,0.0003218168230914,0.0023178552113111333,C,0.0,0.0,0.0011202321783792934,0.0011202321783792934
炸鸡排,0.0003211709288153,0.002858688093950398,C,0.0,0.0,0.0013361777948693392,0.0013361777948693392
清炒绿豆芽,0.0003172955631584,0.002240593370934096,C,0.0,0.0,0.0010866146862686782,0.0010866146862686782
木耳莴笋片,0.0003169726160203,0.0027814262535733603,C,0.0,0.0,0.0013027540710415242,0.0013027540710415242
葱油芋艿,0.0003129357767944,0.0020088078498029824,C,0.0,0.0,0.000991284605997833,0.000991284605997833
口水鸡,0.0003009867326856,0.0020088078498029824,C,0.0,0.0,0.000984115179532553,0.000984115179532553
洋葱土豆条,0.0002933974749409,0.00208606969018002,C,0.0,0.0,0.0010104663610365481,0.0010104663610365481
酸辣藕丝,0.0002919442128195,0.0029359499343274355,C,0.0,0.0,0.0013495465014226743,0.0013495465014226743
干菜肉,0.0002917827392505,0.0027041644131963224,C,0.0,0.0,0.001256735408828829,0.001256735408828829
杏鲍菇牛肉粒,0.0002877459000246,0.0017770223286718689,C,0.0,0.0,0.0008834564714835075,0.0008834564714835075
虾皮冬瓜,0.0002835475872296,0.0016997604882948312,C,0.0,0.0,0.0008500327476556926,0.0008500327476556926
东坡腐,0.0002829016929534,0.002395117051688171,C,0.0,0.0,0.0011277878364473084,0.0011277878364473084
炒河粉,0.0002790263272965,0.0013907131267866801,C,0.0,0.0,0.0007237010470925721,0.0007237010470925721
小酥肉,0.0002736976995183,0.0025496407324422468,C,0.0,0.0,0.0011840749126878789,0.0011840749126878789
雪菜目鱼花,0.0002701452809995,0.0017770223286718689,C,0.0,0.0,0.0008728961000684475,0.0008728961000684475
宫爆鸡丁,0.0002510913998531,0.0020088078498029824,C,0.0,0.0,0.000954177979833053,0.000954177979833053
虾饼,0.0002504455055769,0.0033222591362126247,C,0.0,0.0,0.00147917095783119,0.00147917095783119
脆骨鸡,0.0002405956178656,0.00208606969018002,C,0.0,0.0,0.0009787852467913682,0.0009787852467913682
西红柿炒鸡蛋,0.0002389808821753,0.0020088078498029824,C,0.0,0.0,0.000946911669226373,0.000946911669226373
茄子长江豆肉丝,0.0002367202522087,0.0017770223286718689,C,0.0,0.0,0.0008528410827939676,0.0008528410827939676
肉末茄子,0.0002354284636564,0.00208606969018002,C,0.0,0.0,0.0009756849542658481,0.0009756849542658481
手工蛋包,0.000233490780828,0.0014679749671637177,C,0.0,0.0,0.0007272844553622871,0.0007272844553622871
菠萝咕咾肉,0.0002312301508615,0.00208606969018002,C,0.0,0.0,0.0009731659665889081,0.0009731659665889081
回锅肉,0.0002296154151711,0.002240593370934096,C,0.0,0.0,0.0010340065974762983,0.0010340065974762983
油片豆芽小炒,0.0002286465737569,0.0020088078498029824,C,0.0,0.0,0.000940711084175333,0.000940711084175333
红烧鸡块,0.0002208958424431,0.0012361894460326045,C,0.0,0.0,0.0006270132838789018,0.0006270132838789018
木耳冬瓜,0.0002186352124766,0.0014679749671637177,C,0.0,0.0,0.0007183711143514471,0.0007183711143514471
胖干烧肉/香菇鸡块,0.0001924764942925,0.0018542841690489067,C,0.0,0.0,0.0008571995641950626,0.0008571995641950626
腐乳烧肉,0.0001831110272883,0.0016224986479177934,C,0.0,0.0,0.0007588660755400975,0.0007588660755400975
香辣鸡翅根,0.0001793971352005,0.0014679749671637177,C,0.0,0.0,0.0006948282679857871,0.0006948282679857871
大块肉,0.0001737455602842,0.0011589276056555666,C,0.0,0.0,0.0005678183784327467,0.0005678183784327467
莴笋榨菜炒毛豆,0.0001708390360415,0.0011589276056555666,C,0.0,0.0,0.0005660744638871267,0.0005660744638871267
榨菜蒲子,0.0001698701946273,0.0011589276056555666,C,0.0,0.0,0.0005654931590386066,0.0005654931590386066
尖椒肉丝小炒,0.0001676095646607,0.0012361894460326045,C,0.0,0.0,0.0005950415172094618,0.0005950415172094618
包菜炒蛋,0.0001648645139871,0.0012361894460326045,C,0.0,0.0,0.0005933944868053018,0.0005933944868053018
红烧萝卜/藕片,0.0001567908355352,7.726184037703778e-05,C,0.0,0.0,0.00012497923747193513,0.00012497923747193513
冬瓜酿肉,0.0001509777870499,0.0016997604882948312,C,0.0,0.0,0.0007704908675478726,0.0007704908675478726
香菇榨菜肉丝,0.0001380599015269,0.0011589276056555666,C,0.0,0.0,0.0005464069831783667,0.0005464069831783667
青韭肉末粉条,0.0001346689565771,0.0010044039249014912,C,0.0,0.0,0.0004825629439068565,0.0004825629439068565
五花肉炒茶树菇,0.0001295018023679,0.0010044039249014912,C,0.0,0.0,0.0004794626513813365,0.0004794626513813365
粉蒸排骨,0.0001267567516943,0.0010044039249014912,C,0.0,0.0,0.0004778156209771765,0.0004778156209771765
台湾酸菜猪肚,0.0001232043331755,0.001081665765278529,C,0.0,0.0,0.0005065889060167116,0.0005065889060167116
青椒炒蛋,0.000116745390414,0.0007726184037703778,C,0.0,0.0,0.00037909459575655115,0.00037909459575655115
香菇菜芯,0.0001102864476525,0.0006180947230163022,C,0.0,0.0,0.0003134097577980209,0.0003134097577980209
春笋肉丝,0.0001099635005144,0.0010044039249014912,C,0.0,0.0,0.0004677396702692365,0.0004677396702692365
香菇菜心,0.0001086717119621,0.0008498802441474156,C,0.0,0.0,0.0004051551248362263,0.0004051551248362263
红烧鸭块,0.0001070569762717,0.0009271420845244533,C,0.0,0.0,0.00043509101957280136,0.00043509101957280136
长豆香干,8.784162155633392e-05,0.0008498802441474156,C,0.0,0.0,0.00039265707059276664,0.00039265707059276664
西葫芦/花菜,8.768014798729656e-05,0.0005408328826392645,C,0.0,0.0,0.00026894124184808374,0.00026894124184808374
响铃,8.574246515884801e-05,0.0010044039249014912,C,0.0,0.0,0.0004532070490559053,0.0004532070490559053
红烧冬瓜,7.686141886179218e-05,0.0007726184037703778,C,0.0,0.0,0.00035516421282522645,0.00035516421282522645
炒榨面,7.314752677393248e-05,0.0004635710422622267,C,0.0,0.0,0.00022931693296925017,0.00022931693296925017
大排/糖醋里脊,7.024100253125967e-05,0.0003090473615081511,C,0.0,0.0,0.00016576354612201624,0.00016576354612201624
韭黄炒西葫芦,6.717300471954947e-05,0.0006953565633933401,C,0.0,0.0,0.00031844642818906575,0.00031844642818906575
咸菜豆瓣肉丝小炒,6.62041633053252e-05,0.0005408328826392645,C,0.0,0.0,0.00025605565103890094,0.00025605565103890094
毛笋烧肉,6.16829033722786e-05,0.0005408328826392645,C,0.0,0.0,0.00025334289507907297,0.00025334289507907297
苋菜,5.829195842249365e-05,0.0004635710422622267,C,0.0,0.0,0.00022040359195838686,0.00022040359195838686
干锅包菜,5.312480421329754e-05,0.0004635710422622267,C,0.0,0.0,0.0002173032994328692,0.0002173032994328692
茄子长豆双拼,5.2478909937148025e-05,0.0003863092018851889,C,0.0,0.0,0.00018601102671636437,0.00018601102671636437
酿豆腐,4.311344293298008e-05,0.0003863092018851889,C,0.0,0.0,0.0001803917465138636,0.0001803917465138636
木耳南瓜,3.5847132326298035e-05,0.0003090473615081511,C,0.0,0.0,0.00014512722399903926,0.00014512722399903926
西芹千张肉丝,3.342502879073736e-05,0.00023178552113111334,C,0.0,0.0,0.00011276922572688775,0.00011276922572688775
番茄丝瓜,3.31020816526626e-05,0.00015452368075407556,C,0.0,0.0,8.167072129322778e-05,8.167072129322778e-05
青椒目鱼花,2.761198030539173e-05,0.00023178552113111334,C,0.0,0.0,0.00010928139663568037,0.00010928139663568037
飘香臭豆腐,2.7289033167316972e-05,0.0003863092018851889,C,0.0,0.0,0.00017089710065446573,0.00017089710065446573
肉末酸豆角,2.71275595982796e-05,0.0003090473615081511,C,0.0,0.0,0.0001398954803622282,0.0001398954803622282
葱油小黄鱼,2.470545606271892e-05,0.00015452368075407556,C,0.0,0.0,7.663274593926158e-05,7.663274593926158e-05
西葫芦炒肉,1.7600619025074263e-05,7.726184037703778e-05,C,0.0,0.0,4.146510756585967e-05,4.146510756585967e-05
芹菜香干肉丝,1.6147356903737856e-05,0.00015452368075407556,C,0.0,0.0,7.149788644387293e-05,7.149788644387293e-05
把子肉,1.227199124684077e-05,7.726184037703778e-05,C,0.0,0.0,3.826793089891957e-05,3.826793089891957e-05
大白菜/黄瓜炒蛋,1.1787570539728632e-05,7.726184037703778e-05,C,0.0,0.0,3.797727847465229e-05,3.797727847465229e-05
炒面,1.1303149832616498e-05,7.726184037703778e-05,C,0.0,0.0,3.768662605038501e-05,3.768662605038501e-05
鱼香日本豆腐,8.073678451868928e-06,7.726184037703778e-05,C,0.0,0.0,3.5748943221936466e-05,3.5748943221936466e-05
盐菜豆瓣肉,5.328627778233492e-06,7.726184037703778e-05,C,0.0,0.0,3.4101912817755205e-05,3.4101912817755205e-05
