dish_serial,dish_name,总销售重量g,总销售额,出现订单数,平均单价,热量总量,碳水总量,蛋白质总量,脂肪总量,膳食纤维总量,总销售重量kg,重量占比,销售额占比
26_67309121245941760,雪菜毛豆子,8421,227.47,176,2.7,10105.2,1010.52,673.6800000000001,421.05,252.63,8.421,0.0013597689248637647,0.0015973198003192254
26_179296316373995520,快胶菜,10822,227.4,151,2.1,12986.4,1082.2,865.76,541.1,324.66,10.822,0.0017474669641225106,0.001596828252484248
26_60424338653974528,四季豆肉丝,5305,222.12,92,4.188297872340425,9549.0,636.6,795.75,424.4,159.15,5.305,0.0008566172837432932,0.0015597515015030833
26_62595882977202176,长江豆肉丝/鱼香肉丝,4915,221.38,83,4.5,13762.0,1228.75,884.7,589.8,147.45,4.915,0.0007936425918187156,0.0015545551386761775
26_51720104274169856,鸭血豆腐/包菜粉丝,9365,215.39,117,2.3,29968.0,3277.75,1685.7,1123.8,374.6,9.365,0.0015121999740350502,0.0015124926882259548
26_51721242000101376,雪菜素鸡/丝瓜毛豆子,8601,215.26,113,2.5,15481.8,1290.15,1032.12,688.08,430.05,8.601,0.001388834167290493,0.0015115798136752822
26_57158785218777088,青瓜炒蛋/莴笋小炒,9035,212.37,130,2.35,16263.0,722.8,1084.2,903.5,180.7,9.035,0.0014589136962527153,0.0014912859102026372
26_61506526787014656,莴笋山药/虎皮尖椒,7551,211.45,114,2.8,9061.2,966.55,339.82,468.14,256.77,7.551,0.0012192869198012453,0.0014848255672286464
26_49916397656084480,雪菜毛豆/青椒面筋,7586,209.38,126,2.76,13654.8,1668.92,606.88,531.02,303.44,7.586,0.0012249384947175537,0.001470289795537167
26_60788188049969152,青椒田藕,8411,203.8,192,2.4164948453608246,10093.2,1883.99,294.29,235.56,353.21,8.411,0.001358154189173391,0.0014311064109775273
26_53915177317437440,红烧大排,4071,203.55,55,5.0,10177.5,203.55,814.2,610.65,0.0,4.071,0.0006573588995511681,0.0014293508829954645
26_47376474050793472,香菇鸭块/雪蘑菇肉片,5047,201.88,77,4.0,16150.4,605.64,1413.16,908.46,151.41,5.047,0.0008149571029316496,0.0014176239560752856
26_68754816561713152,青椒素鸡,7242,201.71,124,2.77258064516129,8690.4,724.2,869.04,362.1,144.84,7.242,0.0011693915869686955,0.001416430197047483
26_49192327952076800,青瓜花生米/青椒炒蛋,8706,200.22,139,2.3,24376.8,1305.9,1044.72,1567.08,261.18,8.706,0.0014057888920394176,0.001405967250274389
26_62234647941222400,白萝卜/南瓜丝,9019,198.44,121,2.2,3787.98,865.88,108.25,18.06,252.51,9.019,0.0014563301191481172,0.0013934678910421025
26_57164824685187072,椒盐土豆/藕片,7734,193.64000000000001,129,2.5,13921.2,1956.73,270.68,634.24,239.7,7.734,0.0012488365829350857,0.0013597617537864986
26_53531189297942528,红烧白萝卜/红烧茄子,8726,192.0,108,2.2,10471.2,1073.34,305.36,593.34,279.26,8.726,0.0014090183634201652,0.001348245490224167
26_51362407922143232,红烧仔排,2367,189.36,31,8.0,5917.5,118.35,473.4,355.05,0.0,2.367,0.000382207937911475,0.001329707114733585
26_53904924488110080,娃娃菜/黄瓜炒蛋,8354,186.37,122,2.23,12531.0,835.4,835.4,668.32,167.08,8.354,0.0013489501957382605,0.0013087110000681147
26_52083150117015552,木耳炒蛋/水面筋,5638,186.14,96,3.3,15786.4,1973.3,676.56,563.8,169.14,5.638,0.0009103879822327403,0.0013070959143246168
26_60417649133359104,山药卷,3909,185.63,116,4.75,14267.85,2345.4,312.72,390.9,78.18,3.909,0.0006312001813671128,0.001303514637241209
26_48462935516909568,海带丝,7051,184.87,176,2.6127777777777776,846.12,176.27,84.61,7.08,70.51,7.051,0.001138550135282556,0.0012981778321757382
26_51722718197977088,木耳花菜/青韭炒蛋,7365,184.39,112,2.5,13257.0,589.2,883.8,736.5,220.95,7.365,0.001189252835960293,0.0012948072184501777
26_53536912681603072,花菜,6158,181.69,114,2.95,1539.5,258.64,153.94,12.32,153.94,6.158,0.0009943542381321772,0.0012758475162439006
26_64416482125287424,肉末粉条,9413,181.32,137,1.9268613138686133,30121.6,2353.25,1411.95,1694.34,282.39,9.413,0.0015199507053488442,0.0012732493348304476
26_48461594572754944,土豆丝/大白菜,12684,177.62,180,1.4,22831.2,2536.8,634.2,1268.4,380.52,12.684,0.0020481307496701094,0.0012472675206959196
26_52080884723093504,素包子,6325,176.75,91,2.793548387096774,9487.5,1897.5,316.25,126.5,126.5,6.325,0.0010213203241614193,0.0012411582833183412
26_57518440528875520,木耳娃娃菜/黄豆芽,7339,176.15,115,2.4,8806.8,1321.02,587.12,220.17,366.95,7.339,0.0011850545231653212,0.0012369450161613907
26_54264610626342912,雪菜毛豆/萝卜干炒蛋,6210,170.95,125,2.75,15525.0,1242.0,931.5,745.2,248.4,6.21,0.0010027508637221207,0.0012004300341344862
26_51410054775181312,红烧茄子,8157,167.87,112,2.0557522123893803,9788.4,815.7,244.71,652.56,163.14,8.157,0.0013171399026378969,0.0011788019293954735
26_53541756465188864,青椒炒面筋/咸菜绿豆,7375,166.12,123,2.25,23600.0,2581.25,885.0,1106.25,442.5,7.375,0.0011908675716506669,0.0011665132335210344
26_54253528629252096,鸡米花/椒盐虾,2550,165.89,59,6.5,7140.0,255.0,637.5,382.5,51.0,2.55,0.0004117576010453153,0.0011648981477775367
26_145593229163761664,粉蒸肉,2592,162.49,42,6.066666666666667,6480.0,259.2,388.8,466.56,25.92,2.592,0.0004185394909448852,0.001141022967221484
26_47397476881272832,青菜,11129,161.85999999999999,157,1.4464968152866242,1669.35,300.51,166.95,22.32,122.45,11.129,0.0017970393498169858,0.0011365990367066857
26_51728015360659456,白菜油付/土豆丝,10001,160.01,152,1.6,12001.2,1280.16,349.96999999999997,720.04,240.03,10.001,0.0016148971639428228,0.0011236081296394217
26_49204770417807360,春卷/辣子鸡,3547,159.7,37,4.5,11350.400000000001,709.4000000000001,886.75,638.46,70.94,3.547,0.0005727467493755817,0.0011214312749416638
26_49544546421444608,木耳花菜,7334,154.08,106,2.1,1980.18,366.7,146.68,0.0,146.68,7.334,0.0011842471553201342,0.001081967005904894
26_52450971313377280,黄瓜炒蛋/丝瓜,6635,153.9,95,2.32,7962.0,663.5,530.8,398.1,132.7,6.635,0.0010713771305630067,0.001080703025757809
26_52095219390353408,红烧大排,2635,153.85,35,5.791666666666667,6587.5,131.75,527.0,395.25,0.0,2.635,0.00042548285441349246,0.0010803519201613963
26_54261573253992448,付皮包,3151,152.83,52,4.849999999999999,7877.5,1102.85,315.1,252.07999999999998,63.019999999999996,3.151,0.0005088032160367798,0.0010731893659945806
26_52090573565333504,葱油娃娃菜/莴苣,6919,152.2,100,2.2,3113.55,428.96,172.99,124.56,138.38,6.919,0.001117235624169622,0.0010687654354797824
26_53539013633642496,青椒炒鸡蛋,5793,143.11,102,2.47,6951.6,173.79,463.44,463.44,57.93,5.793,0.0009354163854335339,0.0010049344380519821
26_52088646337171456,藕片/芋头,5927,142.22,93,2.4,7112.4,1629.9,148.18,17.78,189.66,5.927,0.0009570538436845426,0.0009986847584358388
26_145946404735553536,葱油鲳鳊鱼,2001,138.1,22,6.9,3601.8,40.019999999999996,400.2,200.1,9.99,2.001,0.0003231086116437945,0.0009697536572914451
26_84698312074203136,红烧猪蹄,3187,130.60999999999999,46,4.108510638297872,7967.5,159.35,637.4,573.66,0.0,3.187,0.0005146162645221254,0.0009171580389488459
26_57520121396203520,葱油芋头,5520,128.65,84,2.330952380952381,6624.0,828.0,110.4,331.2,110.4,5.52,0.0008913341010863295,0.0009033946995694745
26_84705951579508736,番茄炒蛋,7528,128.54,89,1.7101123595505616,6398.8,376.4,451.68,301.12,75.28,7.528,0.0012155730277133858,0.0009026222672573667
26_61145100864065536,花椒鸡腿,2501,125.89,27,5.033333333333333,5377.15,75.03,650.26,250.1,25.01,2.501,0.00040384539616248374,0.000884013670647502
26_393456802110509056,窑鸡腿,2333,123.64,22,5.3,5832.5,46.660000000000004,699.9,279.96,0.0,2.333,0.00037671783656420413,0.0008682139188089375
26_48819631481294848,清炒南瓜/豆芽,8736,122.32,118,1.4,6814.08,1083.28,305.71,183.46,244.62,8.736,0.001410633099110539,0.0008589447310636463
26_145224950947647488,香酥鸭,2520,119.92999999999999,43,4.755813953488372,6728.4,252.0,504.0,403.2,25.2,2.52,0.00040691339397419394,0.0008421618835551268
26_71653879481241600,虎皮尖椒,4630,118.06,69,2.5565217391304347,1481.6,277.8,46.3,9.280000000000001,92.6,4.63,0.0007476226246430626,0.0008290305342492977
26_328596926113124352,杏鲍菇牛肉粒,1782,115.87,23,6.5,3920.4,142.56,445.5,178.2,35.64,1.782,0.00028774590002460856,0.0008136521091264283
26_57153933495373824,炸鸡排,1989,115.38,37,5.8,5569.2,298.35,397.8,298.35,19.89,1.989,0.00032117092881534594,0.0008102112742815853
26_115155698597367808,大块肉,1076,113.01,15,10.5,3766.0,21.52,269.0,301.28,0.0,1.076,0.00017374556028421933,0.0007935688690116308
26_49177902981451776,干菜长江豆,4529,109.62,85,2.42,5434.8,905.8,271.74,135.87,181.16,4.529,0.0007313137941702874,0.0007697639095748603
26_54626210130563072,凉拌海带,4112,109.0,110,2.65,657.92,123.36,41.12,0.0,41.12,4.112,0.0006639793158817006,0.0007654102001793448
26_52451857385263104,白菜/土豆丝,7361,104.45,111,1.42,8833.2,1324.98,257.65,368.05,220.83,7.361,0.0011886069416841435,0.0007334595909058033
26_76723927300313088,咖喱土豆鸡块,3006,104.37,37,3.4648648648648646,3607.2,300.6,240.48,150.3,60.12,3.006,0.00048538954852635994,0.0007328978219515433
26_128568643398275072,蒜泥生菜,4327,103.83,70,2.4,649.05,86.54,43.27,0.0,43.27,4.327,0.000698696133224737,0.0007291058815102878
26_47392490109669376,小酥肉,1695,101.7,33,6.0,4237.5,254.25,169.5,305.1,16.95,1.695,0.00027369769951835664,0.0007141487831031134
26_187981602796736512,芹菜千张丝,4119,101.0,75,2.45,4942.8,411.9,329.52,247.14000000000001,123.57000000000001,4.119,0.0006651096308649623,0.0007092333047533379
26_71663236436594688,莴笋山药,4164,99.96000000000001,61,2.4,2706.6,549.64,104.12,12.49,87.45,4.164,0.0006723759414716443,0.000701930308347957
26_56456773472751616,木耳芹菜,4175,95.98,81,2.3,1043.75,167.0,41.75,0.0,83.5,4.175,0.0006741521507310555,0.0006739823028735185
26_56817115600130048,莴笋肉丝小炒,1993,95.68,30,4.8,1694.05,79.72,159.44,79.72,19.93,1.993,0.00032181682309149546,0.0006718756692950433
26_62229591430926336,南瓜饼,2936,85.17,51,2.9,7193.2,1027.6,117.44,293.6,58.72,2.936,0.0004740863986937434,0.0005980732729291266
26_211173814946631680,脆骨鸡,1490,82.02,27,5.5,3725.0,149.0,298.0,223.5,14.9,1.49,0.00024059561786569404,0.0005759536203551363
26_318080633790402560,雪菜目鱼花,1673,81.99,23,4.9,2007.6000000000001,133.84,250.95000000000002,83.65,33.46,1.673,0.0002701452809995343,0.0005757429569972888
26_118043002886295552,干菜肉,1807,81.4,35,4.5,6324.5,180.7,361.4,451.75,36.14,1.807,0.00029178273925054303,0.0005715999109596209
26_137976774222024704,虾饼,1551,77.55,43,5.0,2326.5,232.65,155.1,93.06,15.51,1.551,0.00025044550557697413,0.0005445647800358549
26_143406897054224384,口水鸡,1864,76.4,26,4.1,3728.0,93.2,279.6,223.68,18.64,1.864,0.00030098673268567363,0.0005364893513183665
26_316626636449648640,干锅花菜,2483,69.51,34,2.8,1117.35,124.15,49.660000000000004,49.660000000000004,49.660000000000004,2.483,0.0004009388719198109,0.000488107000132718
26_54986185294090240,青椒炒面筋,2152,64.56,73,3.0,2582.4,322.8,107.6,86.08,43.04,2.152,0.00034749112056843865,0.00045334754608787614
26_127105071853998080,香蒿,3002,63.12,52,2.1,1320.88,228.15,96.01,18.01,93.1,3.002,0.0004847436542502104,0.0004432357049111949
26_179749420290674688,青豆玉米炒蛋,2337,63.12,39,2.7,4206.6,280.44,280.44,233.7,70.11,2.337,0.00037736373084035365,0.0004432357049111949
26_249239176657113088,香辣鸡翅根,1111,61.15,19,5.5,3221.9,111.1,222.2,199.98,11.11,1.111,0.00017939713520052756,0.0004294021444125407
26_112973663871045632,菠萝咕咾肉,1432,58.019999999999996,27,4.05,2148.0,286.4,114.56,71.6,14.32,1.432,0.0002312301508615261,0.0004074229340771154
26_54644640376295424,尖椒肉丝小炒,1038,57.11,16,5.5,2595.0,103.8,207.6,155.7,20.76,1.038,0.00016760956466079893,0.0004010328122224072
26_47375044388720640,凉拌黑木耳/素烧鹅,2135,57.02,43,2.67,2562.0,320.25,128.1,85.4,106.75,2.135,0.0003447460698948032,0.0004004008221488646
26_188704784201682944,红烧鸡块,1368,56.089999999999996,16,4.1,2736.0,68.4,273.6,136.8,13.68,1.368,0.00022089584244313384,0.00039387025805559127
26_57153219285094400,宫爆鸡丁,1555,55.97,26,3.6000000000000005,2581.3,124.4,186.6,139.95,15.55,1.555,0.00025109139985312365,0.0003930276046242012
26_118406842278875136,回锅肉,1422,54.03,29,3.8,3796.74,42.660000000000004,170.64000000000001,312.84,0.0,1.422,0.0002296154151711523,0.0003794047074833945
26_112606065291563008,东坡腐,1752,52.56,31,3.0,4380.0,350.4,262.8,210.24,35.04,1.752,0.00028290169295348724,0.00036908220294886574
26_67675887407075328,白菜,3453,51.910000000000004,53,1.5,448.89,82.94,51.78,3.47,34.53,3.453,0.0005575682338860681,0.0003645178301955027
26_67667769247797248,胖干烧肉/香菇鸡块,1192,50.04,24,4.2,3814.4,178.8,298.0,214.56,35.76,1.192,0.00019247649429255523,0.00035138648088967354
26_79993906154049536,茄子长江豆肉丝,1466,49.83,23,3.4,2638.8,219.9,175.92,117.28,58.64,1.466,0.00023672025220879695,0.0003499118373847408
26_62613763622309888,菜心,2464,49.28,38,2.0,689.92,118.28999999999999,51.77,4.91,44.37,2.464,0.0003978708741081007,0.0003460496758242029
26_67667212726571008,木耳莴笋片,1963,49.15,36,2.5,1275.95,212.0,68.72,23.56,53.01,1.963,0.0003169726160203741,0.00034513680127353023
26_109703485867560960,紫米饭,8167,49.0,65,0.6,9147.04,2041.75,204.18,40.81,122.5,8.167,0.0013187546383282706,0.0003440834844842926
26_53555184835629056,红烧茄子/油麦菜,2226,48.96,27,2.2,4006.8,445.2,89.04,222.6,66.78,2.226,0.00035944016467720464,0.0003438026000071626
26_337638272266276864,腐乳烧肉,1134,47.62,21,4.2,2835.0,113.39999999999999,170.1,204.12,11.34,1.134,0.00018311102728838728,0.0003343929700233064
26_213348097303121920,手工蛋包,1446,43.38,19,3.0,2892.0,216.9,144.6,173.52,14.46,1.446,0.00023349078082804937,0.00030461921544752273
26_57520121396203520,葱油芋艿,1938,40.78,26,2.1076923076923078,2325.6,290.7,38.76,116.28,38.76,1.938,0.0003129357767944396,0.00028636172443407046
26_380775275203530752,炒河粉,1728,40.629999999999995,18,2.35,3317.76,518.4,86.4,103.68,34.56,1.728,0.00027902632729659015,0.0002853084076448328
26_64773204853526528,冬瓜酿肉,935,39.79,22,4.265909090909091,748.0,46.75,56.1,37.4,9.35,0.935,0.00015097778704994895,0.0002794098336251021
26_61871928213901312,酸辣藕丝,1808,39.17,38,2.1789473684210527,1319.84,271.2,36.16,3.63,54.24,1.808,0.0002919442128195804,0.00027505612422958656
26_326412536503209984,洋葱土豆条,1817,38.2,27,2.1,2180.4,363.4,45.44,81.76,41.75,1.817,0.0002933974749409168,0.0002682446756591832
26_62597593687003136,土豆片,2342,36.31,36,1.55,12810.74,1241.26,163.94,819.7,117.10000000000001,2.342,0.00037817109868554054,0.0002549728841147891
26_203926522560647168,五花肉炒茶树菇,802,36.11,13,4.5,2566.4,80.2,144.36,192.48,24.06,0.802,0.0001295018023679776,0.0002535684617291389
26_322070570369945600,台湾酸菜猪肚,763,34.37,14,4.5,1602.3,61.04,137.34,91.56,15.26,0.763,0.00012320433317551983,0.00024134998697398238
26_112967197831335936,香菇榨菜肉丝,855,33.36,15,3.9,1026.0,68.4,85.5,42.75,17.1,0.855,0.00013805990152695866,0.00023425765392644902
26_334029950246064128,粉蒸排骨,785,32.97,13,4.2,1727.0,78.5,117.75,94.2,7.85,0.785,0.00012675675169434217,0.00023151903027443117
26_48842303778983936,豆芽,2251,31.5,33,1.4,675.3,132.81,72.04,4.51,40.51,2.251,0.0003634770039031391,0.0002211965257399024
26_115142308009218048,响铃,531,30.27,13,5.700000000000001,1699.2,159.3,63.72,95.58,10.620000000000001,0.531,8.574246515884801e-05,0.00021255932806815383
26_115145697971539968,红烧鸭块,663,29.86,12,4.5,1591.2,33.15,132.6,99.45,6.63,0.663,0.00010705697627178198,0.00020968026217757098
26_185443966425108480,油片豆芽小炒,1416,29.740000000000002,26,2.1,1699.2,141.6,84.96000000000001,113.28,42.480000000000004,1.416,0.00022864657375692803,0.00020883760874618087
26_375691677052047360,莴笋榨菜炒毛豆,1058,25.93,15,2.45,1269.6,126.96,84.64,52.9,42.32,1.058,0.0001708390360415465,0.00018208336229954506
26_385845308564836352,春笋肉丝,681,23.87,13,3.5,817.2,54.48,68.1,34.05,13.62,0.681,0.0001099635005144548,0.00016761781172734827
26_47372471472623616,肉末茄子,1458,23.62,27,1.62,1749.6,116.64,87.48,102.06,29.16,1.458,0.00023542846365649792,0.00016586228374528556
26_114777222631526400,虾皮冬瓜,1756,22.85,22,1.3,280.96,35.12,17.56,0.0,17.56,1.756,0.0002835475872296367,0.00016045525756053239
26_47375420961722368,西红柿炒鸡蛋,1480,22.77,26,1.54,1124.8,59.2,88.8,59.2,14.8,1.48,0.00023898088217532025,0.0001598934886062723
26_128548655006355456,榨菜蒲子,1052,22.080000000000002,15,2.1,473.4,71.54,26.3,12.62,15.77,1.052,0.00016987019462732223,0.0001550482313757792
26_106803599341916160,包菜炒蛋,1021,21.44,16,2.1,918.9,40.84,61.26,51.05,10.21,1.021,0.00016486451398716349,0.00015055407974169866
26_52085560046653440,大排/糖醋里脊,435,21.39,4,4.914285714285714,1218.0,78.3,87.0,65.25,4.35,0.435,7.024100253125967e-05,0.0001502029741452861
26_60784255449567232,红烧萝卜/藕片,971,21.37,1,2.2,1165.1999999999998,153.41,33.99,50.5,34.96,0.971,0.00015679083553529457,0.0001500625319067211
26_64416482125287424,青韭肉末粉条,834,17.52,13,2.1,2668.8,208.5,125.1,150.12,25.02,0.834,0.0001346689565771737,0.00012302740098295523
26_130005595641221120,咸菜豆瓣肉丝小炒,410,17.23,7,4.2,1312.0,61.5,73.8,82.0,12.3,0.41,6.62041633053252e-05,0.00012099098852376249
26_119852192059494400,毛笋烧肉,382,16.240000000000002,7,4.25,1069.6,38.2,57.3,68.76,7.64,0.382,6.16829033722786e-05,0.00011403909771479414
26_316625450900262912,清炒绿豆芽,1965,15.71,29,0.8,864.6,88.42,41.28,45.18,35.36,1.965,0.00031729556315844885,0.00011031737839282117
26_272077287107727360,青椒炒蛋,723,15.19,10,2.1,867.5999999999999,28.92,57.84,57.84,7.23,0.723,0.00011674539041402468,0.00010666588019013071
26_69865795496316928,香菇菜芯,683,14.34,8,2.1,239.05,40.98,13.66,3.42,13.66,0.683,0.00011028644765252955,0.00010069708505111748
26_76378961516564480,香菇菜心,673,14.13,11,2.1,235.55,33.65,13.459999999999999,3.35,13.459999999999999,0.673,0.00010867171196215577,9.92224415461848e-05
26_181462723333328896,长豆香干,544,13.06,11,2.4,979.2,65.28,65.28,54.4,21.76,0.544,8.784162155633392e-05,9.170878178295636e-05
26_316274660020981760,葱油小黄鱼,153,12.239999999999998,2,8.0,229.5,7.65,30.6,9.18,1.5299999999999998,0.153,2.470545606271892e-05,8.595065000179063e-05
26_49573069664161792,西葫芦/花菜,543,11.41,7,2.1,271.5,54.3,13.57,2.72,16.29,0.543,8.768014798729656e-05,8.012229710134242e-05
26_185803521105465344,木耳冬瓜,1354,10.84,19,0.8,677.0,128.60999999999999,33.83,6.76,27.08,1.354,0.00021863521247661056,7.611969330223942e-05
26_313725115709919232,炒榨面,453,10.64,6,2.35,906.0,135.9,22.65,31.71,9.06,0.453,7.314752677393248e-05,7.471527091658926e-05
26_49570510991921152,韭黄炒西葫芦,416,8.74,9,2.1,353.6,32.46,14.56,21.62,8.74,0.416,6.717300471954947e-05,6.137325825291261e-05
26_74551901059944448,青椒目鱼花,171,8.379999999999999,3,4.9,205.2,8.55,30.78,6.84,1.71,0.171,2.761198030539173e-05,5.8845297958742284e-05
26_316266657616105472,茄子长豆双拼,325,8.14,5,2.5,390.0,41.59,11.379999999999999,23.41,13.96,0.325,5.2478909937148025e-05,5.715999109596208e-05
26_135814664750764032,苋菜,361,7.58,6,2.1,90.25,11.559999999999999,10.1,1.09,7.95,0.361,5.829195842249365e-05,5.3227608416141595e-05
26_316621704073973760,酿豆腐,267,6.9399999999999995,5,2.6,400.5,26.7,32.04,21.36,5.34,0.267,4.3113442932980074e-05,4.873345678206103e-05
26_315545203966611456,干锅包菜,329,6.91,6,2.1,148.05,19.74,6.58,3.29,6.58,0.329,5.312480421329754e-05,4.852279342421351e-05
26_194507335236980736,西芹千张肉丝,207,6.0,3,2.9,455.4,20.7,37.26,24.84,6.21,0.207,3.342502879073736e-05,4.2132671569505216e-05
26_105711679718952960,红烧冬瓜,476,5.96,10,1.25,166.6,23.8,4.76,4.76,4.76,0.476,7.686141886179218e-05,4.1851787092375186e-05
26_328588962891436032,把子肉,76,5.55,1,7.3,190.0,3.8,15.2,11.4,0.76,0.076,1.227199124684077e-05,3.897272120179232e-05
26_315922220125917184,木耳南瓜,222,4.890000000000001,4,2.2,99.9,22.2,3.33,0.45,5.109999999999999,0.222,3.5847132326298035e-05,3.4338127329146754e-05
26_259008141906284544,肉末酸豆角,168,4.71,4,2.8,201.6,13.440000000000001,16.8,8.4,3.3600000000000003,0.168,2.7127559598279597e-05,3.30741471820616e-05
26_186531331499495424,番茄丝瓜,205,4.51,2,2.2,41.0,8.2,2.05,0.0,2.05,0.205,3.31020816526626e-05,3.1669724796411424e-05
26_78921651655413760,芹菜香干肉丝,100,4.0,2,4.0,120.0,8.0,10.0,5.0,2.0,0.1,1.6147356903737856e-05,2.808844771300348e-05
26_393468661232439296,飘香臭豆腐,169,3.56,5,2.1,422.5,33.8,20.28,25.35,3.38,0.169,2.7289033167316975e-05,2.4998718464573097e-05
26_130365688081682432,西葫芦炒肉,109,3.27,1,3.0,92.65,4.36,8.72,4.36,1.09,0.109,1.7600619025074263e-05,2.2962306005380345e-05
26_53904924488110080,大白菜/黄瓜炒蛋,73,1.78,1,2.44,109.5,7.3,7.3,5.84,1.46,0.073,1.1787570539728633e-05,1.2499359232286548e-05
26_141607935963959296,炒面,70,1.65,1,2.35,175.0,28.0,5.6,4.9,1.4,0.07,1.1303149832616498e-05,1.1586484681613934e-05
26_120579625901494272,鱼香日本豆腐,50,1.65,1,3.3,75.0,5.0,4.0,4.5,0.5,0.05,8.073678451868928e-06,1.1586484681613934e-05
26_130005595641221120,盐菜豆瓣肉,33,1.39,1,4.2,105.6,4.95,5.94,6.6,0.99,0.033,5.328627778233492e-06,9.760735580268708e-06
