indent_details_id,indent_id,dish_serial,total_price,weight,unit_price,dish_name,calories_dish,carbohydrates_dish,protein_dish,fat_dish,fiber_dish,_source_sheet_dish,price_check,price_error,price_abnormal,consume_time,consume_way,consume_money,payment_status,wallet_id,card_serial,user_phone_number,qr_code,is_upload,reduction_money,reduction_contant,calories_order,carbohydrates_order,protein_order,fat_order,fiber_order,_source_sheet_order,date,hour,weekday,month,meal_period
4893,954,26_47379061760200704,0.51,267,0.19,米饭,347.1,75.29,7.21,0.8,1.07,indent_details_1,0.5073000000000001,0.0026999999999999247,False,2022-09-06 11:45:15,3,9.94,1,,,,,0,0,无,1000.18,113.61,47.52,39.18,9.06,indent_1,2022-09-06,11,1,9,lunch
4894,955,26_48842303778983936,0.81,58,1.4,豆芽,17.4,3.42,1.86,0.12,1.04,indent_details_1,0.8119999999999998,0.0019999999999997797,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4895,955,26_48819631481294848,0.9,64,1.4,清炒南瓜/豆芽,49.92,7.94,2.24,1.34,1.79,indent_details_1,0.8959999999999999,0.004000000000000115,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4896,955,26_48824212403654656,0.76,36,2.1,酸辣藕丝/木耳莴笋,43.2,6.7,1.62,1.15,2.09,indent_details_1,0.7560000000000001,0.0039999999999998925,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4897,955,26_48818878670835712,0.8,31,2.59,虎皮尖椒/西葫芦炒蛋,86.8,3.72,4.65,5.58,0.93,indent_details_1,0.8029,0.0028999999999999027,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4898,955,26_48825273109581824,1.9,38,5.0,大排/春卷,106.4,9.5,4.56,5.7,0.76,indent_details_1,1.9,0.0,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4899,955,26_48821777136226304,0.96,32,3.0,千叶豆腐肉丝,89.6,6.4,5.76,4.8,0.64,indent_details_1,0.96,0.0,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4900,955,26_48822604177477632,3.11,61,5.1,香酥鸭肉/椒盐虾,274.5,12.2,21.35,15.25,1.22,indent_details_1,3.1109999999999998,0.0009999999999998899,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4901,955,26_47379061760200704,0.13,69,0.19,米饭,89.7,19.46,1.86,0.21,0.28,indent_details_1,0.1311,0.0010999999999999899,False,2022-09-06 11:45:39,3,9.37,1,,,,,0,0,无,757.52,69.33,43.9,34.15,8.75,indent_1,2022-09-06,11,1,9,lunch
4902,956,26_48824212403654656,0.78,37,2.1,酸辣藕丝/木耳莴笋,44.4,6.88,1.67,1.18,2.15,indent_details_1,0.777,0.0030000000000000027,False,2022-09-06 11:45:43,3,6.57,1,,,,,0,0,无,541.8,38.39,36.28,27.25,6.68,indent_1,2022-09-06,11,1,9,lunch
4903,956,26_48821777136226304,1.89,63,3.0,千叶豆腐肉丝,176.4,12.6,11.34,9.45,1.26,indent_details_1,1.89,0.0,False,2022-09-06 11:45:43,3,6.57,1,,,,,0,0,无,541.8,38.39,36.28,27.25,6.68,indent_1,2022-09-06,11,1,9,lunch
4904,956,26_48822604177477632,3.16,62,5.1,香酥鸭肉/椒盐虾,279.0,12.4,21.7,15.5,1.24,indent_details_1,3.162,0.0019999999999997797,False,2022-09-06 11:45:43,3,6.57,1,,,,,0,0,无,541.8,38.39,36.28,27.25,6.68,indent_1,2022-09-06,11,1,9,lunch
4905,956,26_48824212403654656,0.74,35,2.1,酸辣藕丝/木耳莴笋,42.0,6.51,1.57,1.12,2.03,indent_details_1,0.735,0.0050000000000000044,False,2022-09-06 11:45:43,3,6.57,1,,,,,0,0,无,541.8,38.39,36.28,27.25,6.68,indent_1,2022-09-06,11,1,9,lunch
4906,957,26_48819631481294848,0.9,64,1.4,清炒南瓜/豆芽,49.92,7.94,2.24,1.34,1.79,indent_details_1,0.8959999999999999,0.004000000000000115,False,2022-09-06 11:45:56,3,11.78,1,,,,,0,0,无,1068.92,116.9,52.51,43.3,8.23,indent_1,2022-09-06,11,1,9,lunch
4907,957,26_48829126651547648,1.84,54,3.4,小炒,81.0,5.4,6.48,4.32,1.08,indent_details_1,1.8359999999999999,0.004000000000000226,False,2022-09-06 11:45:56,3,11.78,1,,,,,0,0,无,1068.92,116.9,52.51,43.3,8.23,indent_1,2022-09-06,11,1,9,lunch
4908,957,26_48828324339912704,5.74,99,5.8,卤肉,247.5,4.95,19.8,17.82,0.99,indent_details_1,5.741999999999999,0.0019999999999988916,False,2022-09-06 11:45:56,3,11.78,1,,,,,0,0,无,1068.92,116.9,52.51,43.3,8.23,indent_1,2022-09-06,11,1,9,lunch
4909,957,26_47379061760200704,0.58,305,0.19,米饭,396.5,86.01,8.23,0.91,1.22,indent_details_1,0.5795,0.0004999999999999449,False,2022-09-06 11:45:56,3,11.78,1,,,,,0,0,无,1068.92,116.9,52.51,43.3,8.23,indent_1,2022-09-06,11,1,9,lunch
4910,957,26_48818878670835712,2.72,105,2.59,虎皮尖椒/西葫芦炒蛋,294.0,12.6,15.75,18.9,3.15,indent_details_1,2.7195,0.000500000000000167,False,2022-09-06 11:45:56,3,11.78,1,,,,,0,0,无,1068.92,116.9,52.51,43.3,8.23,indent_1,2022-09-06,11,1,9,lunch
4911,958,26_48842303778983936,0.8,57,1.4,豆芽,17.1,3.36,1.82,0.11,1.03,indent_details_1,0.7979999999999999,0.002000000000000113,False,2022-09-06 11:45:59,3,2.94,1,,,,,0,0,无,165.96,17.75,11.17,6.44,3.82,indent_1,2022-09-06,11,1,9,lunch
4912,958,26_48822604177477632,0.92,18,5.1,香酥鸭肉/椒盐虾,81.0,3.6,6.3,4.5,0.36,indent_details_1,0.9179999999999999,0.002000000000000113,False,2022-09-06 11:45:59,3,2.94,1,,,,,0,0,无,165.96,17.75,11.17,6.44,3.82,indent_1,2022-09-06,11,1,9,lunch
4913,958,26_48819631481294848,1.22,87,1.4,清炒南瓜/豆芽,67.86,10.79,3.04,1.83,2.44,indent_details_1,1.218,0.0020000000000000018,False,2022-09-06 11:45:59,3,2.94,1,,,,,0,0,无,165.96,17.75,11.17,6.44,3.82,indent_1,2022-09-06,11,1,9,lunch
4914,959,26_48824212403654656,0.97,46,2.1,酸辣藕丝/木耳莴笋,55.2,8.56,2.07,1.47,2.67,indent_details_1,0.9660000000000001,0.0039999999999998925,False,2022-09-06 11:46:05,3,8.29,1,,,,,0,0,无,819.9,87.65,45.95,31.07,5.63,indent_1,2022-09-06,11,1,9,lunch
4915,959,26_48822604177477632,4.18,82,5.1,香酥鸭肉/椒盐虾,369.0,16.4,28.7,20.5,1.64,indent_details_1,4.1819999999999995,0.0019999999999997797,False,2022-09-06 11:46:05,3,8.29,1,,,,,0,0,无,819.9,87.65,45.95,31.07,5.63,indent_1,2022-09-06,11,1,9,lunch
4916,959,26_48828324339912704,2.73,47,5.8,卤肉,117.5,2.35,9.4,8.46,0.47,indent_details_1,2.7259999999999995,0.004000000000000448,False,2022-09-06 11:46:05,3,8.29,1,,,,,0,0,无,819.9,87.65,45.95,31.07,5.63,indent_1,2022-09-06,11,1,9,lunch
4917,959,26_47379061760200704,0.41,214,0.19,米饭,278.2,60.35,5.78,0.64,0.86,indent_details_1,0.4066,0.0033999999999999586,False,2022-09-06 11:46:05,3,8.29,1,,,,,0,0,无,819.9,87.65,45.95,31.07,5.63,indent_1,2022-09-06,11,1,9,lunch
4918,960,26_48818878670835712,1.86,72,2.59,虎皮尖椒/西葫芦炒蛋,201.6,8.64,10.8,12.96,2.16,indent_details_1,1.8647999999999998,0.004799999999999693,False,2022-09-06 11:46:24,3,11.84,1,,,,,0,0,无,1136.0,117.97,58.23,48.1,6.32,indent_1,2022-09-06,11,1,9,lunch
4919,960,26_48821777136226304,2.67,89,3.0,千叶豆腐肉丝,249.2,17.8,16.02,13.35,1.78,indent_details_1,2.67,0.0,False,2022-09-06 11:46:24,3,11.84,1,,,,,0,0,无,1136.0,117.97,58.23,48.1,6.32,indent_1,2022-09-06,11,1,9,lunch
4920,960,26_48828324339912704,6.73,116,5.8,卤肉,290.0,5.8,23.2,20.88,1.16,indent_details_1,6.728,0.002000000000000668,False,2022-09-06 11:46:24,3,11.84,1,,,,,0,0,无,1136.0,117.97,58.23,48.1,6.32,indent_1,2022-09-06,11,1,9,lunch
4921,960,26_47379061760200704,0.58,304,0.19,米饭,395.2,85.73,8.21,0.91,1.22,indent_details_1,0.5776,0.0023999999999999577,False,2022-09-06 11:46:24,3,11.84,1,,,,,0,0,无,1136.0,117.97,58.23,48.1,6.32,indent_1,2022-09-06,11,1,9,lunch
4922,961,26_48824212403654656,1.2,57,2.1,酸辣藕丝/木耳莴笋,68.4,10.6,2.56,1.82,3.31,indent_details_1,1.197,0.0029999999999998916,False,2022-09-06 11:46:45,3,6.48,1,,,,,0,0,无,679.6,70.2,38.33,27.22,6.43,indent_1,2022-09-06,11,1,9,lunch
4923,961,26_48821777136226304,2.46,82,3.0,千叶豆腐肉丝,229.6,16.4,14.76,12.3,1.64,indent_details_1,2.46,0.0,False,2022-09-06 11:46:45,3,6.48,1,,,,,0,0,无,679.6,70.2,38.33,27.22,6.43,indent_1,2022-09-06,11,1,9,lunch
4924,961,26_48822604177477632,2.6,51,5.1,香酥鸭肉/椒盐虾,229.5,10.2,17.85,12.75,1.02,indent_details_1,2.6009999999999995,0.0009999999999994458,False,2022-09-06 11:46:45,3,6.48,1,,,,,0,0,无,679.6,70.2,38.33,27.22,6.43,indent_1,2022-09-06,11,1,9,lunch
4925,961,26_47379061760200704,0.22,117,0.19,米饭,152.1,32.99,3.16,0.35,0.47,indent_details_1,0.2223,0.0022999999999999965,False,2022-09-06 11:46:45,3,6.48,1,,,,,0,0,无,679.6,70.2,38.33,27.22,6.43,indent_1,2022-09-06,11,1,9,lunch
4926,962,26_48842303778983936,1.02,73,1.4,豆芽,21.9,4.31,2.34,0.15,1.31,indent_details_1,1.0219999999999998,0.0019999999999997797,False,2022-09-06 11:46:58,3,7.65,1,,,,,0,0,无,720.6,71.31,43.74,29.34,6.79,indent_1,2022-09-06,11,1,9,lunch
4927,962,26_48824212403654656,0.82,39,2.1,酸辣藕丝/木耳莴笋,46.8,7.25,1.76,1.25,2.26,indent_details_1,0.8190000000000001,0.0009999999999998899,False,2022-09-06 11:46:58,3,7.65,1,,,,,0,0,无,720.6,71.31,43.74,29.34,6.79,indent_1,2022-09-06,11,1,9,lunch
4928,962,26_48821777136226304,2.07,69,3.0,千叶豆腐肉丝,193.2,13.8,12.42,10.35,1.38,indent_details_1,2.07,0.0,False,2022-09-06 11:46:58,3,7.65,1,,,,,0,0,无,720.6,71.31,43.74,29.34,6.79,indent_1,2022-09-06,11,1,9,lunch
4929,962,26_48822604177477632,3.52,69,5.1,香酥鸭肉/椒盐虾,310.5,13.8,24.15,17.25,1.38,indent_details_1,3.5189999999999997,0.001000000000000334,False,2022-09-06 11:46:58,3,7.65,1,,,,,0,0,无,720.6,71.31,43.74,29.34,6.79,indent_1,2022-09-06,11,1,9,lunch
4930,962,26_47379061760200704,0.22,114,0.19,米饭,148.2,32.15,3.08,0.34,0.46,indent_details_1,0.21660000000000001,0.0033999999999999864,False,2022-09-06 11:46:58,3,7.65,1,,,,,0,0,无,720.6,71.31,43.74,29.34,6.79,indent_1,2022-09-06,11,1,9,lunch
4931,963,26_48819631481294848,1.2,86,1.4,清炒南瓜/豆芽,67.08,10.66,3.01,1.81,2.41,indent_details_1,1.204,0.0040000000000000036,False,2022-09-06 11:48:09,3,5.38,1,,,,,0,0,无,639.28,69.44,32.06,24.78,5.81,indent_1,2022-09-06,11,1,9,lunch
4932,963,26_48818878670835712,1.66,64,2.59,虎皮尖椒/西葫芦炒蛋,179.2,7.68,9.6,11.52,1.92,indent_details_1,1.6576,0.0023999999999999577,False,2022-09-06 11:48:09,3,5.38,1,,,,,0,0,无,639.28,69.44,32.06,24.78,5.81,indent_1,2022-09-06,11,1,9,lunch
4933,963,26_48822604177477632,2.24,44,5.1,香酥鸭肉/椒盐虾,198.0,8.8,15.4,11.0,0.88,indent_details_1,2.2439999999999998,0.0039999999999995595,False,2022-09-06 11:48:09,3,5.38,1,,,,,0,0,无,639.28,69.44,32.06,24.78,5.81,indent_1,2022-09-06,11,1,9,lunch
4934,963,26_47379061760200704,0.28,150,0.19,米饭,195.0,42.3,4.05,0.45,0.6,indent_details_1,0.285,0.004999999999999949,False,2022-09-06 11:48:09,3,5.38,1,,,,,0,0,无,639.28,69.44,32.06,24.78,5.81,indent_1,2022-09-06,11,1,9,lunch
4935,964,26_48842303778983936,0.94,67,1.4,豆芽,20.1,3.95,2.14,0.13,1.21,indent_details_1,0.938,0.0020000000000000018,False,2022-09-06 11:48:47,3,9.49,1,,,,,0,0,无,765.7,57.74,51.59,37.65,5.02,indent_1,2022-09-06,11,1,9,lunch
4936,964,26_48821777136226304,2.67,89,3.0,千叶豆腐肉丝,249.2,17.8,16.02,13.35,1.78,indent_details_1,2.67,0.0,False,2022-09-06 11:48:47,3,9.49,1,,,,,0,0,无,765.7,57.74,51.59,37.65,5.02,indent_1,2022-09-06,11,1,9,lunch
4937,964,26_48828324339912704,2.32,40,5.8,卤肉,100.0,2.0,8.0,7.2,0.4,indent_details_1,2.32,0.0,False,2022-09-06 11:48:47,3,9.49,1,,,,,0,0,无,765.7,57.74,51.59,37.65,5.02,indent_1,2022-09-06,11,1,9,lunch
4938,964,26_48822604177477632,3.42,67,5.1,香酥鸭肉/椒盐虾,301.5,13.4,23.45,16.75,1.34,indent_details_1,3.417,0.0030000000000001137,False,2022-09-06 11:48:47,3,9.49,1,,,,,0,0,无,765.7,57.74,51.59,37.65,5.02,indent_1,2022-09-06,11,1,9,lunch
4939,964,26_47379061760200704,0.14,73,0.19,米饭,94.9,20.59,1.97,0.22,0.29,indent_details_1,0.13870000000000002,0.0012999999999999956,False,2022-09-06 11:48:47,3,9.49,1,,,,,0,0,无,765.7,57.74,51.59,37.65,5.02,indent_1,2022-09-06,11,1,9,lunch
4940,965,26_48842303778983936,1.5,107,1.4,豆芽,32.1,6.31,3.42,0.21,1.93,indent_details_1,1.4979999999999998,0.002000000000000224,False,2022-09-06 11:50:06,3,10.51,1,,,,,0,0,无,837.7,87.74,48.14,35.02,6.07,indent_1,2022-09-06,11,1,9,lunch
4941,965,26_48821777136226304,3.9,130,3.0,千叶豆腐肉丝,364.0,26.0,23.4,19.5,2.6,indent_details_1,3.9,0.0,False,2022-09-06 11:50:06,3,10.51,1,,,,,0,0,无,837.7,87.74,48.14,35.02,6.07,indent_1,2022-09-06,11,1,9,lunch
4942,965,26_48828324339912704,4.76,82,5.8,卤肉,205.0,4.1,16.4,14.76,0.82,indent_details_1,4.755999999999999,0.004000000000000448,False,2022-09-06 11:50:06,3,10.51,1,,,,,0,0,无,837.7,87.74,48.14,35.02,6.07,indent_1,2022-09-06,11,1,9,lunch
4943,965,26_47379061760200704,0.35,182,0.19,米饭,236.6,51.32,4.91,0.55,0.73,indent_details_1,0.3458,0.0041999999999999815,False,2022-09-06 11:50:06,3,10.51,1,,,,,0,0,无,837.7,87.74,48.14,35.02,6.07,indent_1,2022-09-06,11,1,9,lunch
4944,966,26_48842303778983936,0.91,65,1.4,豆芽,19.5,3.84,2.08,0.13,1.17,indent_details_1,0.91,0.0,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4945,966,26_48819631481294848,0.8,57,1.4,清炒南瓜/豆芽,44.46,7.07,1.99,1.2,1.6,indent_details_1,0.7979999999999999,0.002000000000000113,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4946,966,26_48824212403654656,0.25,12,2.1,酸辣藕丝/木耳莴笋,14.4,2.23,0.54,0.38,0.7,indent_details_1,0.252,0.0020000000000000018,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4947,966,26_48818878670835712,1.37,53,2.59,虎皮尖椒/西葫芦炒蛋,148.4,6.36,7.95,9.54,1.59,indent_details_1,1.3726999999999998,0.0026999999999997026,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4948,966,26_48822604177477632,1.89,37,5.1,香酥鸭肉/椒盐虾,166.5,7.4,12.95,9.25,0.74,indent_details_1,1.8869999999999998,0.0030000000000001137,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4949,966,26_48828324339912704,5.57,96,5.8,卤肉,240.0,4.8,19.2,17.28,0.96,indent_details_1,5.568,0.002000000000000668,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4950,966,26_47379061760200704,0.12,64,0.19,米饭,83.2,18.05,1.73,0.19,0.26,indent_details_1,0.1216,0.0016000000000000042,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4951,966,26_48827102522380288,3.12,52,6.0,小黄鱼,0.0,0.0,0.0,0.0,0.0,indent_details_1,3.12,0.0,False,2022-09-06 11:51:17,3,14.03,1,,,,,0,0,无,716.46,49.74,46.44,37.97,7.01,indent_1,2022-09-06,11,1,9,lunch
4952,967,26_48821777136226304,4.17,139,3.0,千叶豆腐肉丝,389.2,27.8,25.02,20.85,2.78,indent_details_1,4.17,0.0,False,2022-09-06 11:53:02,3,16.15,1,,,,,0,0,无,895.6,102.7,46.05,34.39,4.5,indent_1,2022-09-06,11,1,9,lunch
4953,967,26_48827102522380288,7.38,123,6.0,小黄鱼,0.0,0.0,0.0,0.0,0.0,indent_details_1,7.38,0.0,False,2022-09-06 11:53:02,3,16.15,1,,,,,0,0,无,895.6,102.7,46.05,34.39,4.5,indent_1,2022-09-06,11,1,9,lunch
4954,967,26_48828324339912704,4.12,71,5.8,卤肉,177.5,3.55,14.2,12.78,0.71,indent_details_1,4.118,0.0019999999999997797,False,2022-09-06 11:53:02,3,16.15,1,,,,,0,0,无,895.6,102.7,46.05,34.39,4.5,indent_1,2022-09-06,11,1,9,lunch
4955,967,26_47379061760200704,0.48,253,0.19,米饭,328.9,71.35,6.83,0.76,1.01,indent_details_1,0.4807,0.0007000000000000339,False,2022-09-06 11:53:02,3,16.15,1,,,,,0,0,无,895.6,102.7,46.05,34.39,4.5,indent_1,2022-09-06,11,1,9,lunch
4956,968,26_48818878670835712,3.11,120,2.59,虎皮尖椒/西葫芦炒蛋,336.0,14.4,18.0,21.6,3.6,indent_details_1,3.1079999999999997,0.002000000000000224,False,2022-09-06 11:53:26,3,14.53,1,,,,,0,0,无,1237.6,132.82,59.61,51.41,14.51,indent_1,2022-09-06,11,1,9,lunch
4957,968,26_48828324339912704,7.83,135,5.8,卤肉,337.5,6.75,27.0,24.3,1.35,indent_details_1,7.83,0.0,False,2022-09-06 11:53:26,3,14.53,1,,,,,0,0,无,1237.6,132.82,59.61,51.41,14.51,indent_1,2022-09-06,11,1,9,lunch
4958,968,26_48824212403654656,3.02,144,2.1,酸辣藕丝/木耳莴笋,172.8,26.78,6.48,4.61,8.35,indent_details_1,3.0240000000000005,0.004000000000000448,False,2022-09-06 11:53:26,3,14.53,1,,,,,0,0,无,1237.6,132.82,59.61,51.41,14.51,indent_1,2022-09-06,11,1,9,lunch
4959,968,26_47379061760200704,0.57,301,0.19,米饭,391.3,84.88,8.13,0.9,1.2,indent_details_1,0.5719,0.0019000000000000128,False,2022-09-06 11:53:26,3,14.53,1,,,,,0,0,无,1237.6,132.82,59.61,51.41,14.51,indent_1,2022-09-06,11,1,9,lunch
4960,969,26_48842303778983936,1.18,84,1.4,豆芽,25.2,4.96,2.69,0.17,1.51,indent_details_1,1.176,0.0040000000000000036,False,2022-09-06 11:53:54,3,9.97,1,,,,,0,0,无,450.02,65.4,21.52,12.76,7.72,indent_1,2022-09-06,11,1,9,lunch
4961,969,26_48819631481294848,1.53,109,1.4,清炒南瓜/豆芽,85.02,13.52,3.82,2.29,3.05,indent_details_1,1.526,0.0040000000000000036,False,2022-09-06 11:53:54,3,9.97,1,,,,,0,0,无,450.02,65.4,21.52,12.76,7.72,indent_1,2022-09-06,11,1,9,lunch
4962,969,26_48821777136226304,1.83,61,3.0,千叶豆腐肉丝,170.8,12.2,10.98,9.15,1.22,indent_details_1,1.83,0.0,False,2022-09-06 11:53:54,3,9.97,1,,,,,0,0,无,450.02,65.4,21.52,12.76,7.72,indent_1,2022-09-06,11,1,9,lunch
4963,969,26_48827102522380288,4.68,78,6.0,小黄鱼,0.0,0.0,0.0,0.0,0.0,indent_details_1,4.68,0.0,False,2022-09-06 11:53:54,3,9.97,1,,,,,0,0,无,450.02,65.4,21.52,12.76,7.72,indent_1,2022-09-06,11,1,9,lunch
4964,969,26_48824212403654656,0.55,26,2.1,酸辣藕丝/木耳莴笋,31.2,4.84,1.17,0.83,1.51,indent_details_1,0.546,0.0040000000000000036,False,2022-09-06 11:53:54,3,9.97,1,,,,,0,0,无,450.02,65.4,21.52,12.76,7.72,indent_1,2022-09-06,11,1,9,lunch
4965,969,26_47379061760200704,0.2,106,0.19,米饭,137.8,29.89,2.86,0.32,0.42,indent_details_1,0.2014,0.0013999999999999846,False,2022-09-06 11:53:54,3,9.97,1,,,,,0,0,无,450.02,65.4,21.52,12.76,7.72,indent_1,2022-09-06,11,1,9,lunch
4966,970,26_48819631481294848,1.23,88,1.4,清炒南瓜/豆芽,68.64,10.91,3.08,1.85,2.46,indent_details_1,1.232,0.0020000000000000018,False,2022-09-06 11:54:53,3,22.3,1,,,,,0,0,无,1297.64,131.65,75.08,52.32,10.68,indent_1,2022-09-06,11,1,9,lunch
4967,970,26_48824212403654656,1.34,64,2.1,酸辣藕丝/木耳莴笋,76.8,11.9,2.88,2.05,3.71,indent_details_1,1.344,0.0040000000000000036,False,2022-09-06 11:54:53,3,22.3,1,,,,,0,0,无,1297.64,131.65,75.08,52.32,10.68,indent_1,2022-09-06,11,1,9,lunch
4968,970,26_48822604177477632,6.07,119,5.1,香酥鸭肉/椒盐虾,535.5,23.8,41.65,29.75,2.38,indent_details_1,6.069,0.001000000000000334,False,2022-09-06 11:54:53,3,22.3,1,,,,,0,0,无,1297.64,131.65,75.08,52.32,10.68,indent_1,2022-09-06,11,1,9,lunch
4969,970,26_48828324339912704,5.74,99,5.8,卤肉,247.5,4.95,19.8,17.82,0.99,indent_details_1,5.741999999999999,0.0019999999999988916,False,2022-09-06 11:54:53,3,22.3,1,,,,,0,0,无,1297.64,131.65,75.08,52.32,10.68,indent_1,2022-09-06,11,1,9,lunch
4970,970,26_48827102522380288,7.38,123,6.0,小黄鱼,0.0,0.0,0.0,0.0,0.0,indent_details_1,7.38,0.0,False,2022-09-06 11:54:53,3,22.3,1,,,,,0,0,无,1297.64,131.65,75.08,52.32,10.68,indent_1,2022-09-06,11,1,9,lunch
4971,970,26_47379061760200704,0.54,284,0.19,米饭,369.2,80.09,7.67,0.85,1.14,indent_details_1,0.5396,0.00040000000000006697,False,2022-09-06 11:54:53,3,22.3,1,,,,,0,0,无,1297.64,131.65,75.08,52.32,10.68,indent_1,2022-09-06,11,1,9,lunch
4972,971,26_48842303778983936,1.65,118,1.4,豆芽,35.4,6.96,3.78,0.24,2.12,indent_details_1,1.652,0.0020000000000000018,False,2022-09-06 11:55:23,3,17.4,1,,,,,0,0,无,1147.2,126.31,56.33,44.01,9.24,indent_1,2022-09-06,11,1,9,lunch
4973,971,26_48818878670835712,4.04,156,2.59,虎皮尖椒/西葫芦炒蛋,436.8,18.72,23.4,28.08,4.68,indent_details_1,4.0404,0.00039999999999995595,False,2022-09-06 11:55:23,3,17.4,1,,,,,0,0,无,1147.2,126.31,56.33,44.01,9.24,indent_1,2022-09-06,11,1,9,lunch
4974,971,26_48822604177477632,3.01,59,5.1,香酥鸭肉/椒盐虾,265.5,11.8,20.65,14.75,1.18,indent_details_1,3.009,0.0009999999999998899,False,2022-09-06 11:55:23,3,17.4,1,,,,,0,0,无,1147.2,126.31,56.33,44.01,9.24,indent_1,2022-09-06,11,1,9,lunch
4975,971,26_48827102522380288,8.1,135,6.0,小黄鱼,0.0,0.0,0.0,0.0,0.0,indent_details_1,8.1,0.0,False,2022-09-06 11:55:23,3,17.4,1,,,,,0,0,无,1147.2,126.31,56.33,44.01,9.24,indent_1,2022-09-06,11,1,9,lunch
4976,971,26_47379061760200704,0.6,315,0.19,米饭,409.5,88.83,8.51,0.94,1.26,indent_details_1,0.5985,0.0014999999999999458,False,2022-09-06 11:55:23,3,17.4,1,,,,,0,0,无,1147.2,126.31,56.33,44.01,9.24,indent_1,2022-09-06,11,1,9,lunch
4977,972,26_48819631481294848,1.09,78,1.4,清炒南瓜/豆芽,60.84,9.67,2.73,1.64,2.18,indent_details_1,1.0919999999999999,0.0019999999999997797,False,2022-09-06 11:55:40,3,10.87,1,,,,,0,0,无,509.24,80.19,20.93,12.23,7.89,indent_1,2022-09-06,11,1,9,lunch
4978,972,26_48842303778983936,0.59,42,1.4,豆芽,12.6,2.48,1.34,0.08,0.76,indent_details_1,0.588,0.0020000000000000018,False,2022-09-06 11:55:40,3,10.87,1,,,,,0,0,无,509.24,80.19,20.93,12.23,7.89,indent_1,2022-09-06,11,1,9,lunch
4979,972,26_48824212403654656,1.16,55,2.1,酸辣藕丝/木耳莴笋,66.0,10.23,2.48,1.76,3.19,indent_details_1,1.155,0.004999999999999893,False,2022-09-06 11:55:40,3,10.87,1,,,,,0,0,无,509.24,80.19,20.93,12.23,7.89,indent_1,2022-09-06,11,1,9,lunch
4980,972,26_48821777136226304,1.65,55,3.0,千叶豆腐肉丝,154.0,11.0,9.9,8.25,1.1,indent_details_1,1.65,0.0,False,2022-09-06 11:55:40,3,10.87,1,,,,,0,0,无,509.24,80.19,20.93,12.23,7.89,indent_1,2022-09-06,11,1,9,lunch
4981,972,26_48827102522380288,6.06,101,6.0,小黄鱼,0.0,0.0,0.0,0.0,0.0,indent_details_1,6.06,0.0,False,2022-09-06 11:55:40,3,10.87,1,,,,,0,0,无,509.24,80.19,20.93,12.23,7.89,indent_1,2022-09-06,11,1,9,lunch
4982,972,26_47379061760200704,0.32,166,0.19,米饭,215.8,46.81,4.48,0.5,0.66,indent_details_1,0.3154,0.004599999999999993,False,2022-09-06 11:55:40,3,10.87,1,,,,,0,0,无,509.24,80.19,20.93,12.23,7.89,indent_1,2022-09-06,11,1,9,lunch
4983,973,26_48818878670835712,1.74,67,2.59,虎皮尖椒/西葫芦炒蛋,187.6,8.04,10.05,12.06,2.01,indent_details_1,1.7353,0.0046999999999999265,False,2022-09-06 11:56:08,3,11.65,1,,,,,0,0,无,757.1,81.11,37.62,30.35,6.5,indent_1,2022-09-06,11,1,9,lunch
