indent_id,consume_time,consume_way,consume_money,payment_status,wallet_id,card_serial,user_phone_number,qr_code,is_upload,reduction_money,reduction_contant,calories,carbohydrates,protein,fat,fiber,_source_sheet,date,hour,weekday,month,meal_period
6486,2022-10-11 11:26:10,3,9.46,1,,,,,0,0,无,697.76,90.76,41.32,17.78,3.55,indent_1,2022-10-11,11,1,10,lunch
6487,2022-10-11 11:26:18,3,17.55,1,,,,,0,0,无,1031.42,84.89,72.09,43.79,5.09,indent_1,2022-10-11,11,1,10,lunch
6488,2022-10-11 11:26:22,3,14.82,1,,,,,0,0,无,971.54,90.01,59.95,43.95,8.05,indent_1,2022-10-11,11,1,10,lunch
6489,2022-10-11 11:26:31,3,12.9,1,,,,,0,0,无,691.8,57.02,51.84,28.5,3.41,indent_1,2022-10-11,11,1,10,lunch
6490,2022-10-11 11:26:35,3,15.95,1,,,,,0,0,无,1058.21,144.5,55.6,29.21,8.59,indent_1,2022-10-11,11,1,10,lunch
6491,2022-10-11 11:26:47,3,14.82,1,,,,,0,0,无,778.3,83.43,41.59,29.95,8.22,indent_1,2022-10-11,11,1,10,lunch
6492,2022-10-11 11:26:58,3,4.01,1,,,,,0,0,无,329.06,41.45,15.87,11.39,2.67,indent_1,2022-10-11,11,1,10,lunch
6493,2022-10-11 11:27:09,3,8.14,1,,,,,0,0,无,558.85,69.33,31.62,16.32,2.84,indent_1,2022-10-11,11,1,10,lunch
6494,2022-10-11 11:27:14,3,12.93,1,,,,,0,0,无,1029.44,122.32,53.17,37.45,6.27,indent_1,2022-10-11,11,1,10,lunch
6495,2022-10-11 11:27:18,3,6.65,1,,,,,0,0,无,526.29,74.36,25.12,13.28,3.48,indent_1,2022-10-11,11,1,10,lunch
6496,2022-10-11 11:27:24,3,10.01,1,,,,,0,0,无,650.93,56.73,42.41,27.73,2.13,indent_1,2022-10-11,11,1,10,lunch
6497,2022-10-11 11:27:32,3,8.16,1,,,,,0,0,无,567.78,58.08,34.05,22.03,2.98,indent_1,2022-10-11,11,1,10,lunch
6498,2022-10-11 11:27:37,3,10.71,1,,,,,0,0,无,829.5,75.27,39.34,39.16,6.44,indent_1,2022-10-11,11,1,10,lunch
6499,2022-10-11 11:27:42,3,10.59,1,,,,,0,0,无,1059.36,110.02,57.99,42.24,6.74,indent_1,2022-10-11,11,1,10,lunch
6500,2022-10-11 11:27:51,3,9.85,1,,,,,0,0,无,515.03,45.77,37.57,19.56,1.74,indent_1,2022-10-11,11,1,10,lunch
6501,2022-10-11 11:28:01,3,11.36,1,,,,,0,0,无,724.29,75.64,33.9,30.83,5.53,indent_1,2022-10-11,11,1,10,lunch
6502,2022-10-11 11:28:15,3,12.92,1,,,,,0,0,无,1093.31,157.75,45.21,31.67,8.99,indent_1,2022-10-11,11,1,10,lunch
6503,2022-10-11 11:28:46,3,14.62,1,,,,,0,0,无,1070.1,157.42,39.62,30.86,10.6,indent_1,2022-10-11,11,1,10,lunch
6504,2022-10-11 11:29:06,3,10.73,1,,,,,0,0,无,515.91,52.91,38.4,17.39,3.31,indent_1,2022-10-11,11,1,10,lunch
6505,2022-10-11 11:29:18,3,9.81,1,,,,,0,0,无,993.5,98.94,53.24,42.09,5.9,indent_1,2022-10-11,11,1,10,lunch
6506,2022-10-11 11:29:22,3,18.59,1,,,,,0,0,无,1330.72,119.86,83.83,57.02,9.85,indent_1,2022-10-11,11,1,10,lunch
6507,2022-10-11 11:29:34,3,12.62,1,,,,,0,0,无,1125.63,127.15,52.71,45.89,8.68,indent_1,2022-10-11,11,1,10,lunch
6508,2022-10-11 11:29:38,3,10.81,1,,,,,0,0,无,788.06,84.65,43.34,30.04,5.86,indent_1,2022-10-11,11,1,10,lunch
6509,2022-10-11 11:29:43,3,12.08,1,,,,,0,0,无,920.94,120.39,48.37,26.82,7.15,indent_1,2022-10-11,11,1,10,lunch
6510,2022-10-11 11:29:48,3,11.94,1,,,,,0,0,无,991.49,144.07,41.49,27.05,7.7,indent_1,2022-10-11,11,1,10,lunch
6511,2022-10-11 11:29:59,3,9.12,1,,,,,0,0,无,1012.4,151.66,36.68,28.49,11.03,indent_1,2022-10-11,11,1,10,lunch
6512,2022-10-11 11:30:06,3,13.27,1,,,,,0,0,无,1041.14,100.63,54.17,46.21,10.15,indent_1,2022-10-11,11,1,10,lunch
6513,2022-10-11 11:30:10,3,11.86,1,,,,,0,0,无,940.45,132.91,32.97,29.58,8.22,indent_1,2022-10-11,11,1,10,lunch
6514,2022-10-11 11:30:22,3,10.08,1,,,,,0,0,无,772.07,124.63,27.59,18.28,6.92,indent_1,2022-10-11,11,1,10,lunch
6515,2022-10-11 11:30:41,3,9.27,1,,,,,0,0,无,688.89,88.6,33.38,22.08,5.65,indent_1,2022-10-11,11,1,10,lunch
6516,2022-10-11 11:30:53,3,12.58,1,,,,,0,0,无,956.54,118.11,49.49,31.15,9.43,indent_1,2022-10-11,11,1,10,lunch
6517,2022-10-11 11:31:13,3,10.34,1,,,,,0,0,无,519.06,55.55,35.53,17.18,4.62,indent_1,2022-10-11,11,1,10,lunch
6518,2022-10-11 11:31:18,3,15.42,1,,,,,0,0,无,1357.62,157.15,68.19,51.38,12.65,indent_1,2022-10-11,11,1,10,lunch
6519,2022-10-11 11:31:35,3,12.23,1,,,,,0,0,无,850.98,72.5,48.64,40.19,7.98,indent_1,2022-10-11,11,1,10,lunch
6520,2022-10-11 11:31:42,3,8.18,1,,,,,0,0,无,535.76,47.11,26.71,24.95,2.97,indent_1,2022-10-11,11,1,10,lunch
6521,2022-10-11 11:31:53,3,7.73,1,,,,,0,0,无,416.75,50.01,19.61,15.96,3.73,indent_1,2022-10-11,11,1,10,lunch
6522,2022-10-11 11:32:02,3,11.78,1,,,,,0,0,无,385.27,18.47,34.09,21.88,3.5,indent_1,2022-10-11,11,1,10,lunch
6523,2022-10-11 11:32:16,3,15.0,1,,,,,0,0,无,543.06,57.31,48.31,12.85,4.96,indent_1,2022-10-11,11,1,10,lunch
6524,2022-10-11 11:32:33,3,10.06,1,,,,,0,0,无,609.11,63.69,33.8,25.32,4.06,indent_1,2022-10-11,11,1,10,lunch
6525,2022-10-11 11:32:52,3,11.32,1,,,,,0,0,无,637.06,87.14,35.28,16.04,3.92,indent_1,2022-10-11,11,1,10,lunch
6526,2022-10-11 11:32:56,3,12.9,1,,,,,0,0,无,754.29,93.36,40.11,25.96,6.11,indent_1,2022-10-11,11,1,10,lunch
6527,2022-10-11 11:33:05,3,11.07,1,,,,,0,0,无,863.15,94.23,42.49,35.89,7.31,indent_1,2022-10-11,11,1,10,lunch
6528,2022-10-11 11:33:15,3,8.34,1,,,,,0,0,无,741.9,87.81,34.29,27.78,6.73,indent_1,2022-10-11,11,1,10,lunch
6529,2022-10-11 11:33:22,3,12.09,1,,,,,0,0,无,951.46,108.41,50.11,33.99,7.18,indent_1,2022-10-11,11,1,10,lunch
6530,2022-10-11 11:33:28,3,12.42,1,,,,,0,0,无,606.22,69.65,36.98,20.65,4.54,indent_1,2022-10-11,11,1,10,lunch
6531,2022-10-11 11:33:34,3,10.26,1,,,,,0,0,无,785.85,80.8,34.32,37.27,10.81,indent_1,2022-10-11,11,1,10,lunch
6532,2022-10-11 11:33:43,3,8.79,1,,,,,0,0,无,651.23,76.38,34.85,22.58,3.45,indent_1,2022-10-11,11,1,10,lunch
6533,2022-10-11 11:34:14,3,13.55,1,,,,,0,0,无,754.15,89.49,52.62,19.96,3.36,indent_1,2022-10-11,11,1,10,lunch
6534,2022-10-11 11:34:45,3,17.52,1,,,,,0,0,无,1493.02,169.18,61.24,58.81,10.59,indent_1,2022-10-11,11,1,10,lunch
6535,2022-10-11 11:35:13,3,14.02,1,,,,,0,0,无,565.7,26.51,44.7,32.09,6.31,indent_1,2022-10-11,11,1,10,lunch
6536,2022-10-11 11:35:45,3,11.87,1,,,,,0,0,无,1011.12,116.28,43.66,40.16,10.01,indent_1,2022-10-11,11,1,10,lunch
6537,2022-10-11 11:35:56,3,14.49,1,,,,,0,0,无,798.86,74.89,56.67,30.92,5.92,indent_1,2022-10-11,11,1,10,lunch
6538,2022-10-11 11:36:00,3,12.47,1,,,,,0,0,无,674.45,91.53,35.11,20.17,6.01,indent_1,2022-10-11,11,1,10,lunch
6539,2022-10-11 11:36:13,3,6.78,1,,,,,0,0,无,457.45,48.32,24.4,18.9,2.19,indent_1,2022-10-11,11,1,10,lunch
6540,2022-10-11 11:36:21,3,13.45,1,,,,,0,0,无,1110.69,131.94,54.55,39.58,10.95,indent_1,2022-10-11,11,1,10,lunch
6541,2022-10-11 11:36:37,3,0.44,1,,,,,0,0,无,260.0,56.4,5.4,0.6,0.8,indent_1,2022-10-11,11,1,10,lunch
6542,2022-10-11 11:36:49,3,9.02,1,,,,,0,0,无,558.7,48.44,35.06,24.2,3.13,indent_1,2022-10-11,11,1,10,lunch
6543,2022-10-11 11:36:56,3,11.2,1,,,,,0,0,无,813.47,106.72,38.68,25.35,6.32,indent_1,2022-10-11,11,1,10,lunch
6544,2022-10-11 11:37:04,3,8.17,1,,,,,0,0,无,618.8,67.63,29.21,25.36,6.29,indent_1,2022-10-11,11,1,10,lunch
6545,2022-10-11 11:37:28,3,10.49,1,,,,,0,0,无,1070.0,112.18,57.76,41.76,5.92,indent_1,2022-10-11,11,1,10,lunch
6546,2022-10-11 11:37:43,3,13.22,1,,,,,0,0,无,832.68,74.34,56.38,34.24,5.27,indent_1,2022-10-11,11,1,10,lunch
6547,2022-10-11 11:37:50,3,10.92,1,,,,,0,0,无,1070.6,118.66,48.63,45.01,8.69,indent_1,2022-10-11,11,1,10,lunch
6548,2022-10-11 11:37:57,3,13.4,1,,,,,0,0,无,995.8,88.75,59.89,46.86,9.51,indent_1,2022-10-11,11,1,10,lunch
6549,2022-10-11 11:38:06,3,14.15,1,,,,,0,0,无,996.27,129.05,49.98,29.93,7.21,indent_1,2022-10-11,11,1,10,lunch
6550,2022-10-11 11:38:17,3,15.63,1,,,,,0,0,无,909.6,63.68,63.8,43.04,7.14,indent_1,2022-10-11,11,1,10,lunch
6551,2022-10-11 11:38:20,3,8.29,1,,,,,0,0,无,375.03,35.08,23.38,15.82,3.58,indent_1,2022-10-11,11,1,10,lunch
6552,2022-10-11 11:38:29,3,9.5,1,,,,,0,0,无,689.3,109.44,23.33,17.68,6.67,indent_1,2022-10-11,11,1,10,lunch
6553,2022-10-11 11:38:39,3,12.3,1,,,,,0,0,无,855.85,83.47,47.88,37.65,3.7,indent_1,2022-10-11,11,1,10,lunch
6554,2022-10-11 11:38:47,3,16.09,1,,,,,0,0,无,1168.96,182.93,49.74,25.86,9.3,indent_1,2022-10-11,11,1,10,lunch
6555,2022-10-11 11:38:55,3,9.47,1,,,,,0,0,无,574.28,53.27,28.66,25.96,5.95,indent_1,2022-10-11,11,1,10,lunch
6556,2022-10-11 11:39:32,3,7.47,1,,,,,0,0,无,540.32,69.81,24.16,17.51,5.07,indent_1,2022-10-11,11,1,10,lunch
6557,2022-10-11 11:39:46,3,10.36,1,,,,,0,0,无,728.5,99.12,33.89,22.12,6.4,indent_1,2022-10-11,11,1,10,lunch
6558,2022-10-11 11:39:51,3,15.96,1,,,,,0,0,无,1070.85,122.01,55.06,40.31,9.19,indent_1,2022-10-11,11,1,10,lunch
6559,2022-10-11 11:40:06,3,11.3,1,,,,,0,0,无,856.13,98.83,45.7,30.06,4.98,indent_1,2022-10-11,11,1,10,lunch
6560,2022-10-11 11:40:27,3,10.81,1,,,,,0,0,无,672.63,91.96,31.37,20.54,5.51,indent_1,2022-10-11,11,1,10,lunch
6561,2022-10-11 11:40:57,3,11.21,1,,,,,0,0,无,981.56,109.57,47.08,40.14,7.72,indent_1,2022-10-11,11,1,10,lunch
6562,2022-10-11 11:41:16,3,6.91,1,,,,,0,0,无,971.07,142.25,33.72,28.88,10.02,indent_1,2022-10-11,11,1,10,lunch
6563,2022-10-11 11:41:45,3,10.95,1,,,,,0,0,无,660.14,64.51,38.05,26.77,4.41,indent_1,2022-10-11,11,1,10,lunch
6564,2022-10-11 11:41:49,3,10.78,1,,,,,0,0,无,759.35,73.65,37.08,34.29,6.09,indent_1,2022-10-11,11,1,10,lunch
6565,2022-10-11 11:42:04,3,6.79,1,,,,,0,0,无,635.51,74.82,30.51,23.93,5.53,indent_1,2022-10-11,11,1,10,lunch
6566,2022-10-11 11:42:09,3,6.96,1,,,,,0,0,无,772.8,113.03,26.0,21.78,4.14,indent_1,2022-10-11,11,1,10,lunch
6567,2022-10-11 11:42:30,3,12.46,1,,,,,0,0,无,939.06,99.78,46.61,36.29,4.63,indent_1,2022-10-11,11,1,10,lunch
6568,2022-10-11 11:42:40,3,19.08,1,,,,,0,0,无,1495.51,157.67,64.11,61.51,8.19,indent_1,2022-10-11,11,1,10,lunch
6569,2022-10-11 11:42:47,3,13.22,1,,,,,0,0,无,988.18,129.15,50.21,29.22,5.95,indent_1,2022-10-11,11,1,10,lunch
6570,2022-10-11 11:42:56,3,7.98,1,,,,,0,0,无,633.83,87.52,24.29,19.73,5.19,indent_1,2022-10-11,11,1,10,lunch
6571,2022-10-11 11:43:13,3,14.38,1,,,,,0,0,无,1050.92,113.65,53.06,41.7,9.4,indent_1,2022-10-11,11,1,10,lunch
6572,2022-10-11 11:43:22,3,11.72,1,,,,,0,0,无,1131.71,179.82,42.95,25.33,8.99,indent_1,2022-10-11,11,1,10,lunch
6573,2022-10-11 11:43:32,3,11.09,1,,,,,0,0,无,812.33,89.96,47.8,28.5,5.13,indent_1,2022-10-11,11,1,10,lunch
6574,2022-10-11 11:43:37,3,14.9,1,,,,,0,0,无,971.31,118.1,48.15,33.5,8.39,indent_1,2022-10-11,11,1,10,lunch
6575,2022-10-11 11:43:52,3,13.81,1,,,,,0,0,无,939.2,109.39,45.06,36.86,7.63,indent_1,2022-10-11,11,1,10,lunch
6576,2022-10-11 11:43:56,3,4.77,1,,,,,0,0,无,409.24,84.06,10.01,2.86,3.68,indent_1,2022-10-11,11,1,10,lunch
6577,2022-10-11 11:44:07,3,9.47,1,,,,,0,0,无,1021.3,106.47,43.24,45.04,8.15,indent_1,2022-10-11,11,1,10,lunch
6578,2022-10-11 11:44:23,3,15.15,1,,,,,0,0,无,1280.84,155.17,54.34,44.75,9.58,indent_1,2022-10-11,11,1,10,lunch
6579,2022-10-11 11:44:30,3,15.21,1,,,,,0,0,无,1118.33,110.42,67.36,45.13,4.83,indent_1,2022-10-11,11,1,10,lunch
6580,2022-10-11 11:45:05,3,11.82,1,,,,,0,0,无,1002.28,117.25,40.43,37.07,5.44,indent_1,2022-10-11,11,1,10,lunch
6581,2022-10-11 11:45:31,3,10.47,1,,,,,0,0,无,1045.52,122.83,45.69,41.49,10.89,indent_1,2022-10-11,11,1,10,lunch
6582,2022-10-11 11:46:05,3,14.01,1,,,,,0,0,无,1011.2,97.22,54.04,45.13,10.79,indent_1,2022-10-11,11,1,10,lunch
6583,2022-10-11 11:46:51,3,5.57,1,,,,,0,0,无,618.67,111.41,24.21,7.81,4.1,indent_1,2022-10-11,11,1,10,lunch
6584,2022-10-11 11:46:58,3,10.05,1,,,,,0,0,无,576.52,73.38,33.79,17.6,4.86,indent_1,2022-10-11,11,1,10,lunch
6585,2022-10-11 11:49:41,3,21.01,1,,,,,0,0,无,901.95,115.83,52.65,26.39,9.31,indent_1,2022-10-11,11,1,10,lunch
6586,2022-10-11 11:54:24,3,13.85,1,,,,,0,0,无,939.36,113.5,40.16,31.09,6.91,indent_1,2022-10-11,11,1,10,lunch
6587,2022-10-11 11:55:06,3,11.67,1,,,,,0,0,无,656.45,64.38,38.77,26.29,5.1,indent_1,2022-10-11,11,1,10,lunch
6588,2022-10-11 11:55:58,3,4.82,1,,,,,0,0,无,550.59,83.08,18.52,15.77,6.59,indent_1,2022-10-11,11,1,10,lunch
6589,2022-10-11 11:56:15,3,11.07,1,,,,,0,0,无,805.98,61.73,47.24,41.79,5.11,indent_1,2022-10-11,11,1,10,lunch
6590,2022-10-11 11:56:24,3,9.99,1,,,,,0,0,无,896.7,135.35,34.59,23.82,5.56,indent_1,2022-10-11,11,1,10,lunch
6591,2022-10-11 11:56:28,3,11.55,1,,,,,0,0,无,608.73,57.65,37.26,26.22,3.64,indent_1,2022-10-11,11,1,10,lunch
6592,2022-10-11 11:56:46,3,13.77,1,,,,,0,0,无,962.3,88.59,55.42,44.11,8.22,indent_1,2022-10-11,11,1,10,lunch
6593,2022-10-11 11:57:35,3,12.86,1,,,,,0,0,无,718.18,69.39,47.84,28.57,6.77,indent_1,2022-10-11,11,1,10,lunch
6594,2022-10-11 11:58:20,3,12.76,1,,,,,0,0,无,947.5,109.95,43.35,36.7,9.39,indent_1,2022-10-11,11,1,10,lunch
6595,2022-10-11 11:58:40,3,12.58,1,,,,,0,0,无,1154.8,147.34,47.78,40.16,10.62,indent_1,2022-10-11,11,1,10,lunch
6596,2022-10-11 11:58:43,3,14.22,1,,,,,0,0,无,677.5,84.85,45.44,16.69,5.51,indent_1,2022-10-11,11,1,10,lunch
6597,2022-10-11 11:59:32,3,13.12,1,,,,,0,0,无,769.8,94.81,40.37,24.23,6.97,indent_1,2022-10-11,11,1,10,lunch
6598,2022-10-11 11:59:40,3,4.63,1,,,,,0,0,无,656.8,99.91,26.35,16.26,2.07,indent_1,2022-10-11,11,1,10,lunch
6599,2022-10-11 12:00:05,3,11.81,1,,,,,0,0,无,925.8,85.95,49.29,39.46,7.08,indent_1,2022-10-11,12,1,10,lunch
6600,2022-10-11 12:00:43,3,14.52,1,,,,,0,0,无,1058.13,152.19,43.39,31.06,8.77,indent_1,2022-10-11,12,1,10,lunch
6601,2022-10-11 12:00:59,3,15.37,1,,,,,0,0,无,963.89,119.42,50.06,31.34,11.61,indent_1,2022-10-11,12,1,10,lunch
6602,2022-10-11 12:01:42,3,7.67,1,,,,,0,0,无,867.63,110.74,36.2,30.98,7.94,indent_1,2022-10-11,12,1,10,lunch
6603,2022-10-11 12:02:57,3,11.07,1,,,,,0,0,无,591.25,52.45,38.77,25.13,5.45,indent_1,2022-10-11,12,1,10,lunch
6604,2022-10-11 12:03:09,3,11.83,1,,,,,0,0,无,926.9,95.29,42.11,40.64,10.41,indent_1,2022-10-11,12,1,10,lunch
6605,2022-10-11 12:03:44,3,11.87,1,,,,,0,0,无,739.95,91.0,43.62,21.51,4.54,indent_1,2022-10-11,12,1,10,lunch
6606,2022-10-11 12:04:04,3,14.78,1,,,,,0,0,无,635.95,92.83,38.51,10.58,7.02,indent_1,2022-10-11,12,1,10,lunch
6607,2022-10-11 12:04:24,3,17.12,1,,,,,0,0,无,936.63,106.22,53.69,30.96,7.91,indent_1,2022-10-11,12,1,10,lunch
6608,2022-10-11 12:05:35,3,9.11,1,,,,,0,0,无,603.8,70.98,33.56,19.52,4.15,indent_1,2022-10-11,12,1,10,lunch
6609,2022-10-11 12:06:05,3,10.51,1,,,,,0,0,无,666.54,52.26,41.25,34.37,6.83,indent_1,2022-10-11,12,1,10,lunch
6610,2022-10-11 12:06:17,3,0.52,1,,,,,0,0,无,309.4,67.12,6.43,0.71,0.95,indent_1,2022-10-11,12,1,10,lunch
6611,2022-10-11 12:06:31,3,18.65,1,,,,,0,0,无,1331.82,134.36,74.66,53.01,12.08,indent_1,2022-10-11,12,1,10,lunch
6612,2022-10-11 12:07:09,3,11.26,1,,,,,0,0,无,1113.7,107.52,59.84,50.25,7.44,indent_1,2022-10-11,12,1,10,lunch
6613,2022-10-11 12:07:28,3,3.51,1,,,,,0,0,无,732.6,107.4,24.91,21.71,5.75,indent_1,2022-10-11,12,1,10,lunch
6614,2022-10-11 12:07:36,3,13.13,1,,,,,0,0,无,643.16,62.4,43.17,23.65,7.35,indent_1,2022-10-11,12,1,10,lunch
6615,2022-10-11 12:07:52,3,13.3,1,,,,,0,0,无,902.3,88.06,50.26,38.11,9.79,indent_1,2022-10-11,12,1,10,lunch
6616,2022-10-11 12:08:08,3,16.62,1,,,,,0,0,无,1214.68,93.89,61.33,61.66,10.76,indent_1,2022-10-11,12,1,10,lunch
6617,2022-10-11 12:08:28,3,9.69,1,,,,,0,0,无,640.45,72.23,34.99,22.71,6.21,indent_1,2022-10-11,12,1,10,lunch
6618,2022-10-11 12:08:38,3,13.9,1,,,,,0,0,无,892.59,96.71,52.37,31.9,5.7,indent_1,2022-10-11,12,1,10,lunch
6619,2022-10-11 12:09:01,3,17.43,1,,,,,0,0,无,1186.5,104.31,59.51,54.33,9.76,indent_1,2022-10-11,12,1,10,lunch
6620,2022-10-11 12:09:10,3,13.56,1,,,,,0,0,无,828.62,67.03,52.5,38.41,8.08,indent_1,2022-10-11,12,1,10,lunch
6621,2022-10-11 12:09:28,3,9.14,1,,,,,0,0,无,762.82,110.26,30.48,21.09,5.94,indent_1,2022-10-11,12,1,10,lunch
6622,2022-10-11 12:09:47,3,12.16,1,,,,,0,0,无,996.07,123.49,47.54,34.3,8.16,indent_1,2022-10-11,12,1,10,lunch
6623,2022-10-11 12:10:46,3,9.12,1,,,,,0,0,无,598.64,67.2,29.04,23.6,6.74,indent_1,2022-10-11,12,1,10,lunch
6624,2022-10-11 12:10:58,3,9.87,1,,,,,0,0,无,735.15,98.43,32.65,22.89,9.11,indent_1,2022-10-11,12,1,10,lunch
6625,2022-10-11 12:11:06,3,5.98,1,,,,,0,0,无,689.89,93.74,26.69,22.12,5.4,indent_1,2022-10-11,12,1,10,lunch
6626,2022-10-11 12:11:24,3,13.97,1,,,,,0,0,无,613.25,79.67,34.27,18.21,8.25,indent_1,2022-10-11,12,1,10,lunch
6627,2022-10-11 12:11:55,3,18.36,1,,,,,0,0,无,1524.23,172.22,59.86,60.24,8.97,indent_1,2022-10-11,12,1,10,lunch
6628,2022-10-11 12:12:42,3,13.24,1,,,,,0,0,无,931.22,114.42,49.87,29.76,8.38,indent_1,2022-10-11,12,1,10,lunch
6629,2022-10-11 12:14:37,3,10.04,1,,,,,0,0,无,971.08,125.81,33.63,31.73,6.3,indent_1,2022-10-11,12,1,10,lunch
6630,2022-10-11 12:14:55,3,11.56,1,,,,,0,0,无,1320.3,137.15,49.65,56.53,7.47,indent_1,2022-10-11,12,1,10,lunch
6631,2022-10-11 12:15:28,3,9.25,1,,,,,0,0,无,914.81,114.85,38.89,32.67,10.0,indent_1,2022-10-11,12,1,10,lunch
6632,2022-10-11 12:20:50,3,5.97,1,,,,,0,0,无,724.0,153.14,15.37,3.71,6.66,indent_1,2022-10-11,12,1,10,lunch
6633,2022-10-11 12:31:05,3,9.26,1,,,,,0,0,无,403.14,43.12,23.44,16.23,5.93,indent_1,2022-10-11,12,1,10,lunch
6634,2022-10-12 10:30:20,3,6.36,1,,,,,0,0,无,880.4,118.16,36.38,28.34,4.56,indent_1,2022-10-12,10,2,10,lunch
6635,2022-10-12 10:39:31,3,24.39,1,,,,,0,0,无,1591.4,131.48,89.68,79.23,11.56,indent_1,2022-10-12,10,2,10,lunch
6636,2022-10-12 10:39:39,3,23.43,1,,,,,0,0,无,1116.27,99.32,70.42,50.49,18.96,indent_1,2022-10-12,10,2,10,lunch
6637,2022-10-12 10:47:41,3,8.46,1,,,,,0,0,无,792.5,81.79,40.13,35.35,7.29,indent_1,2022-10-12,10,2,10,lunch
6638,2022-10-12 10:49:32,3,7.78,1,,,,,0,0,无,461.01,44.55,27.97,19.55,4.0,indent_1,2022-10-12,10,2,10,lunch
6639,2022-10-12 10:51:38,3,11.24,1,,,,,0,0,无,577.51,44.9,39.0,26.86,3.99,indent_1,2022-10-12,10,2,10,lunch
6640,2022-10-12 10:51:42,3,6.18,1,,,,,0,0,无,665.41,80.67,30.94,24.21,7.38,indent_1,2022-10-12,10,2,10,lunch
6641,2022-10-12 10:52:04,3,10.3,1,,,,,0,0,无,781.0,87.27,36.59,31.59,6.83,indent_1,2022-10-12,10,2,10,lunch
6642,2022-10-12 10:53:05,3,12.18,1,,,,,0,0,无,966.1,102.68,58.61,36.81,6.51,indent_1,2022-10-12,10,2,10,lunch
6643,2022-10-12 10:54:12,3,62.85,1,,,,,0,0,无,3230.3,175.17,227.12,166.22,14.55,indent_1,2022-10-12,10,2,10,lunch
6644,2022-10-12 10:54:16,3,24.37,1,,,,,0,0,无,1321.07,117.5,87.2,56.58,11.18,indent_1,2022-10-12,10,2,10,lunch
6645,2022-10-12 10:54:29,3,15.04,1,,,,,0,0,无,1076.1,133.51,57.06,32.3,6.66,indent_1,2022-10-12,10,2,10,lunch
6646,2022-10-12 10:54:48,3,7.21,1,,,,,0,0,无,451.65,57.95,22.95,13.1,3.4,indent_1,2022-10-12,10,2,10,lunch
6647,2022-10-12 10:55:05,3,10.56,1,,,,,0,0,无,675.05,45.22,45.01,35.23,5.44,indent_1,2022-10-12,10,2,10,lunch
6648,2022-10-12 10:55:14,3,10.13,1,,,,,0,0,无,700.62,62.97,40.17,32.92,7.37,indent_1,2022-10-12,10,2,10,lunch
6649,2022-10-12 10:55:24,3,8.88,1,,,,,0,0,无,665.01,81.7,33.27,22.03,4.5,indent_1,2022-10-12,10,2,10,lunch
6650,2022-10-12 10:55:47,3,10.58,1,,,,,0,0,无,728.1,74.81,38.74,29.84,5.33,indent_1,2022-10-12,10,2,10,lunch
6651,2022-10-12 10:56:00,3,9.54,1,,,,,0,0,无,834.82,104.77,38.79,27.92,4.73,indent_1,2022-10-12,10,2,10,lunch
6652,2022-10-12 10:56:11,3,8.25,1,,,,,0,0,无,327.88,13.92,28.03,17.95,2.42,indent_1,2022-10-12,10,2,10,lunch
6653,2022-10-12 10:56:51,3,9.44,1,,,,,0,0,无,798.85,99.79,38.78,26.15,5.7,indent_1,2022-10-12,10,2,10,lunch
6654,2022-10-12 10:57:40,3,10.33,1,,,,,0,0,无,843.9,88.56,48.38,33.0,6.57,indent_1,2022-10-12,10,2,10,lunch
6655,2022-10-12 10:58:17,3,12.29,1,,,,,0,0,无,824.7,87.63,51.3,30.64,6.57,indent_1,2022-10-12,10,2,10,lunch
6656,2022-10-12 10:58:21,3,13.01,1,,,,,0,0,无,1000.8,101.71,53.05,43.56,7.82,indent_1,2022-10-12,10,2,10,lunch
6657,2022-10-12 10:58:53,3,7.77,1,,,,,0,0,无,812.5,94.68,42.19,30.59,7.7,indent_1,2022-10-12,10,2,10,lunch
6658,2022-10-12 10:59:11,3,12.23,1,,,,,0,0,无,1115.5,129.34,60.47,39.63,6.37,indent_1,2022-10-12,10,2,10,lunch
6659,2022-10-12 10:59:23,3,10.23,1,,,,,0,0,无,926.4,99.99,56.88,32.7,6.75,indent_1,2022-10-12,10,2,10,lunch
6660,2022-10-12 10:59:38,3,13.01,1,,,,,0,0,无,735.4,69.38,48.78,29.5,3.84,indent_1,2022-10-12,10,2,10,lunch
6661,2022-10-12 11:00:08,3,12.2,1,,,,,0,0,无,694.84,44.95,46.76,36.95,4.57,indent_1,2022-10-12,11,2,10,lunch
6662,2022-10-12 11:00:15,3,8.91,1,,,,,0,0,无,672.1,63.51,35.37,28.52,4.55,indent_1,2022-10-12,11,2,10,lunch
6663,2022-10-12 11:00:22,3,20.76,1,,,,,0,0,无,875.25,17.01,85.44,53.37,4.08,indent_1,2022-10-12,11,2,10,lunch
6664,2022-10-12 11:00:37,3,10.41,1,,,,,0,0,无,689.1,79.14,43.37,22.04,3.54,indent_1,2022-10-12,11,2,10,lunch
6665,2022-10-12 11:00:49,3,9.27,1,,,,,0,0,无,500.61,46.96,32.65,20.54,2.59,indent_1,2022-10-12,11,2,10,lunch
6666,2022-10-12 11:01:09,3,13.04,1,,,,,0,0,无,997.4,76.11,65.76,48.36,6.65,indent_1,2022-10-12,11,2,10,lunch
6667,2022-10-12 11:03:42,3,13.75,1,,,,,0,0,无,1059.8,129.09,55.37,36.61,10.09,indent_1,2022-10-12,11,2,10,lunch
