indent_details_id,indent_id,dish_serial,total_price,weight,unit_price,dish_name,calories,carbohydrates,protein,fat,fiber,_source_sheet,price_check,price_error,price_abnormal
20386,3884,26_54622133506150400,1.38,53,2.6,花菜,13.25,2.23,1.33,0.11,1.33,indent_details_1,1.3780000000000001,0.0019999999999997797,False
20387,3884,26_49184534943633408,1.2,60,2.0,包菜粉丝,54.0,10.8,1.2,0.6,1.2,indent_details_1,1.2,0.0,False
20388,3884,26_54622809690869760,3.0,69,4.35,千叶豆腐肉丝/韭黄肉,193.2,13.8,12.42,10.35,2.07,indent_details_1,3.0014999999999996,0.0014999999999996128,False
20389,3884,26_53534016422416384,5.65,74,7.64,扎肉,185.0,3.7,11.1,13.32,0.74,indent_details_1,5.6536,0.0035999999999996035,False
20390,3885,26_53537949731655680,2.72,165,1.65,大白菜/豆芽,74.25,14.02,5.28,0.33,3.46,indent_details_1,2.7225,0.0024999999999999467,False
20391,3885,26_54623899152945152,0.6,23,2.62,丝瓜炒蛋/家常豆腐,73.6,3.45,4.14,5.06,0.69,indent_details_1,0.6026,0.0026000000000000467,False
20392,3885,26_54622809690869760,2.04,47,4.35,千叶豆腐肉丝/韭黄肉,131.6,9.4,8.46,7.05,1.41,indent_details_1,2.0444999999999998,0.0044999999999997264,False
20393,3885,26_54644640376295424,3.91,71,5.5,尖椒肉丝小炒,177.5,7.1,14.2,10.65,1.42,indent_details_1,3.905,0.0050000000000003375,False
20394,3885,26_53534016422416384,3.44,45,7.64,扎肉,112.5,2.25,6.75,8.1,0.45,indent_details_1,3.438,0.0019999999999997797,False
20395,3886,26_54623899152945152,1.49,57,2.62,丝瓜炒蛋/家常豆腐,182.4,8.55,10.26,12.54,1.71,indent_details_1,1.4934,0.0034000000000000696,False
20396,3886,26_54621133047205888,7.26,121,6.0,萝卜丝带鱼,145.2,6.05,18.15,4.84,1.21,indent_details_1,7.26,0.0,False
20397,3886,26_53534016422416384,5.04,66,7.64,扎肉,165.0,3.3,9.9,11.88,0.66,indent_details_1,5.0424,0.0023999999999997357,False
20398,3886,26_49550527234707456,1.67,39,4.27,葱油鸡,78.0,0.78,7.8,4.68,0.0,indent_details_1,1.6652999999999998,0.0047000000000001485,False
20399,3886,26_54621133047205888,6.96,116,6.0,萝卜丝带鱼,139.2,5.8,17.4,4.64,1.16,indent_details_1,6.96,0.0,False
20400,3886,26_47379061760200704,0.38,202,0.19,米饭,262.6,56.96,5.45,0.61,0.81,indent_details_1,0.38380000000000003,0.0038000000000000256,False
20401,3887,26_53537949731655680,1.06,64,1.65,大白菜/豆芽,28.8,5.44,2.05,0.13,1.34,indent_details_1,1.056,0.0040000000000000036,False
20402,3887,26_54623899152945152,1.65,63,2.62,丝瓜炒蛋/家常豆腐,201.6,9.45,11.34,13.86,1.89,indent_details_1,1.6506,0.000600000000000156,False
20403,3887,26_47379061760200704,0.31,165,0.19,米饭,214.5,46.53,4.46,0.49,0.66,indent_details_1,0.3135,0.003500000000000003,False
20404,3887,26_53534016422416384,5.65,74,7.64,扎肉,185.0,3.7,11.1,13.32,0.74,indent_details_1,5.6536,0.0035999999999996035,False
20405,3888,26_54623899152945152,1.73,66,2.62,丝瓜炒蛋/家常豆腐,211.2,9.9,11.88,14.52,1.98,indent_details_1,1.7292,0.0007999999999999119,False
20406,3888,26_54622133506150400,1.72,66,2.6,花菜,16.5,2.77,1.65,0.13,1.65,indent_details_1,1.716,0.0040000000000000036,False
20407,3888,26_53534016422416384,6.42,84,7.64,扎肉,210.0,4.2,12.6,15.12,0.84,indent_details_1,6.4176,0.0023999999999997357,False
20408,3888,26_54621133047205888,2.34,39,6.0,萝卜丝带鱼,46.8,1.95,5.85,1.56,0.39,indent_details_1,2.34,0.0,False
20409,3888,26_54622809690869760,5.26,121,4.35,千叶豆腐肉丝/韭黄肉,338.8,24.2,21.78,18.15,3.63,indent_details_1,5.263499999999999,0.0034999999999989484,False
20410,3888,26_47379061760200704,0.22,118,0.19,米饭,153.4,33.28,3.19,0.35,0.47,indent_details_1,0.2242,0.004200000000000009,False
20411,3889,26_53537949731655680,1.11,67,1.65,大白菜/豆芽,30.15,5.7,2.14,0.13,1.41,indent_details_1,1.1055,0.0045000000000001705,False
20412,3889,26_54644640376295424,4.35,79,5.5,尖椒肉丝小炒,197.5,7.9,15.8,11.85,1.58,indent_details_1,4.345,0.004999999999999893,False
20413,3889,26_49550527234707456,3.42,80,4.27,葱油鸡,160.0,1.6,16.0,9.6,0.0,indent_details_1,3.4159999999999995,0.004000000000000448,False
20414,3889,26_47379061760200704,0.32,170,0.19,米饭,221.0,47.94,4.59,0.51,0.68,indent_details_1,0.32299999999999995,0.002999999999999947,False
20415,3890,26_54621133047205888,1.62,27,6.0,萝卜丝带鱼,32.4,1.35,4.05,1.08,0.27,indent_details_1,1.62,0.0,False
20416,3890,26_54623899152945152,2.59,99,2.62,丝瓜炒蛋/家常豆腐,316.8,14.85,17.82,21.78,2.97,indent_details_1,2.5938,0.0038000000000000256,False
20417,3890,26_54619665208578048,2.5,50,5.0,千张结烧肉,125.0,5.0,7.5,9.0,1.0,indent_details_1,2.5,0.0,False
20418,3890,26_47379061760200704,0.37,197,0.19,米饭,256.1,55.55,5.32,0.59,0.79,indent_details_1,0.3743,0.004300000000000026,False
20419,3890,26_54621133047205888,2.04,34,6.0,萝卜丝带鱼,40.8,1.7,5.1,1.36,0.34,indent_details_1,2.04,0.0,False
20420,3891,26_54621133047205888,5.58,93,6.0,萝卜丝带鱼,111.6,4.65,13.95,3.72,0.93,indent_details_1,5.58,0.0,False
20421,3891,26_47379061760200704,0.38,200,0.19,米饭,260.0,56.4,5.4,0.6,0.8,indent_details_1,0.38,0.0,False
20422,3891,26_54622809690869760,2.61,60,4.35,千叶豆腐肉丝/韭黄肉,168.0,12.0,10.8,9.0,1.8,indent_details_1,2.61,0.0,False
20423,3891,26_54622133506150400,1.64,63,2.6,花菜,15.75,2.65,1.57,0.13,1.57,indent_details_1,1.6380000000000001,0.0019999999999997797,False
20424,3892,26_54622133506150400,0.78,30,2.6,花菜,7.5,1.26,0.75,0.06,0.75,indent_details_1,0.78,0.0,False
20425,3892,26_54619665208578048,2.5,50,5.0,千张结烧肉,125.0,5.0,7.5,9.0,1.0,indent_details_1,2.5,0.0,False
20426,3892,26_47379061760200704,0.36,191,0.19,米饭,248.3,53.86,5.16,0.57,0.76,indent_details_1,0.3629,0.0029000000000000137,False
20427,3892,26_54644640376295424,1.76,32,5.5,尖椒肉丝小炒,80.0,3.2,6.4,4.8,0.64,indent_details_1,1.76,0.0,False
20428,3892,26_54623899152945152,2.04,78,2.62,丝瓜炒蛋/家常豆腐,249.6,11.7,14.04,17.16,2.34,indent_details_1,2.0436,0.0036000000000000476,False
20429,3893,26_54986185294090240,2.13,71,3.0,青椒炒面筋,85.2,10.65,3.55,2.84,1.42,indent_details_1,2.13,0.0,False
20430,3893,26_54619665208578048,4.7,94,5.0,千张结烧肉,235.0,9.4,14.1,16.92,1.88,indent_details_1,4.7,0.0,False
20431,3893,26_54251333280206848,6.77,123,5.5,红烧排骨,307.5,6.15,24.6,18.45,0.0,indent_details_1,6.765,0.004999999999999893,False
20432,3893,26_54251333280206848,2.81,51,5.5,红烧排骨,127.5,2.55,10.2,7.65,0.0,indent_details_1,2.805,0.004999999999999893,False
20433,3893,26_54981264637300736,3.32,61,5.45,蘑菇肉片/雪菜鱿鱼,195.2,12.2,15.25,9.15,2.44,indent_details_1,3.3245,0.0045000000000001705,False
20434,3893,26_54980308440846336,2.91,47,6.2,油爆虾,94.0,2.35,9.4,4.7,0.47,indent_details_1,2.914,0.0040000000000000036,False
20435,3894,26_53906769008791552,1.88,116,1.62,土豆丝/小青菜,139.2,19.49,4.06,6.03,2.78,indent_details_1,1.8792000000000002,0.0007999999999996898,False
20436,3894,26_54986325249626112,1.59,69,2.3,红烧萝卜/番茄炒鸡蛋,193.2,8.28,10.35,12.42,2.07,indent_details_1,1.587,0.0030000000000001137,False
20437,3894,26_54981264637300736,4.25,78,5.45,蘑菇肉片/雪菜鱿鱼,249.6,15.6,19.5,11.7,3.12,indent_details_1,4.251,0.001000000000000334,False
20438,3894,26_47379061760200704,0.86,452,0.19,米饭,587.6,127.46,12.2,1.36,1.81,indent_details_1,0.8588,0.0011999999999999789,False
20439,3895,26_47379061760200704,0.65,341,0.19,米饭,443.3,96.16,9.21,1.02,1.36,indent_details_1,0.6479,0.0020999999999999908,False
20440,3896,26_53906769008791552,1.47,91,1.62,土豆丝/小青菜,109.2,15.29,3.19,4.73,2.18,indent_details_1,1.4742000000000002,0.004200000000000204,False
20441,3896,26_54619665208578048,4.3,86,5.0,千张结烧肉,215.0,8.6,12.9,15.48,1.72,indent_details_1,4.3,0.0,False
20442,3896,26_54981264637300736,3.16,58,5.45,蘑菇肉片/雪菜鱿鱼,185.6,11.6,14.5,8.7,2.32,indent_details_1,3.161,0.0009999999999998899,False
20443,3896,26_47379061760200704,0.44,232,0.19,米饭,301.6,65.42,6.26,0.7,0.93,indent_details_1,0.44079999999999997,0.0007999999999999674,False
20444,3897,26_54619665208578048,5.9,118,5.0,千张结烧肉,295.0,11.8,17.7,21.24,2.36,indent_details_1,5.9,0.0,False
20445,3898,26_54986185294090240,1.83,61,3.0,青椒炒面筋,73.2,9.15,3.05,2.44,1.22,indent_details_1,1.83,0.0,False
20446,3898,26_53906769008791552,0.29,18,1.62,土豆丝/小青菜,21.6,3.02,0.63,0.94,0.43,indent_details_1,0.2916,0.0016000000000000458,False
20447,3898,26_54986325249626112,1.2,52,2.3,红烧萝卜/番茄炒鸡蛋,145.6,6.24,7.8,9.36,1.56,indent_details_1,1.196,0.0040000000000000036,False
20448,3898,26_54619665208578048,2.95,59,5.0,千张结烧肉,147.5,5.9,8.85,10.62,1.18,indent_details_1,2.95,0.0,False
20449,3898,26_54981264637300736,0.98,18,5.45,蘑菇肉片/雪菜鱿鱼,57.6,3.6,4.5,2.7,0.72,indent_details_1,0.9810000000000001,0.001000000000000112,False
20450,3898,26_54980308440846336,1.61,26,6.2,油爆虾,52.0,1.3,5.2,2.6,0.26,indent_details_1,1.612,0.0020000000000000018,False
20451,3898,26_47379061760200704,0.57,300,0.19,米饭,390.0,84.6,8.1,0.9,1.2,indent_details_1,0.57,0.0,False
20452,3899,26_51713064214597632,6.3,134,4.7,黄豆猪脚,254.6,8.04,26.8,13.4,2.68,indent_details_1,6.298000000000001,0.0019999999999988916,False
20453,3899,26_54987069260435456,2.51,93,2.7,葱油芋头/莴笋丝,111.6,14.69,3.26,4.84,3.16,indent_details_1,2.511,0.001000000000000334,False
20454,3899,26_47379061760200704,0.28,148,0.19,米饭,192.4,41.74,4.0,0.44,0.59,indent_details_1,0.2812,0.0011999999999999789,False
20455,3900,26_54986325249626112,2.55,111,2.3,红烧萝卜/番茄炒鸡蛋,310.8,13.32,16.65,19.98,3.33,indent_details_1,2.553,0.0030000000000001137,False
20456,3900,26_53906769008791552,1.39,86,1.62,土豆丝/小青菜,103.2,14.45,3.01,4.47,2.06,indent_details_1,1.3932000000000002,0.0032000000000003137,False
20457,3900,26_51713064214597632,4.23,90,4.7,黄豆猪脚,171.0,5.4,18.0,9.0,1.8,indent_details_1,4.23,0.0,False
20458,3900,26_47379061760200704,0.27,143,0.19,米饭,185.9,40.33,3.86,0.43,0.57,indent_details_1,0.2717,0.0016999999999999793,False
20459,3901,26_47374676875415552,3.06,90,3.4,木耳西兰花,30.6,3.6,2.7,0.0,1.8,indent_details_1,3.06,0.0,False
20460,3901,26_54981264637300736,5.23,96,5.45,蘑菇肉片/雪菜鱿鱼,307.2,19.2,24.0,14.4,3.84,indent_details_1,5.232,0.0019999999999997797,False
20461,3901,26_47379061760200704,0.3,159,0.19,米饭,206.7,44.84,4.29,0.48,0.64,indent_details_1,0.30210000000000004,0.0021000000000000463,False
20462,3902,26_47374676875415552,2.24,66,3.4,木耳西兰花,22.44,2.64,1.98,0.0,1.32,indent_details_1,2.244,0.0040000000000000036,False
20463,3902,26_54981264637300736,2.94,54,5.45,蘑菇肉片/雪菜鱿鱼,172.8,10.8,13.5,8.1,2.16,indent_details_1,2.943,0.0030000000000001137,False
20464,3902,26_54980308440846336,3.53,57,6.2,油爆虾,114.0,2.85,11.4,5.7,0.57,indent_details_1,3.5340000000000003,0.004000000000000448,False
20465,3902,26_54251333280206848,3.47,63,5.5,红烧排骨,157.5,3.15,12.6,9.45,0.0,indent_details_1,3.465,0.0050000000000003375,False
20466,3902,26_54981264637300736,2.73,50,5.45,蘑菇肉片/雪菜鱿鱼,160.0,10.0,12.5,7.5,2.0,indent_details_1,2.725,0.004999999999999893,False
20467,3902,26_47379061760200704,0.39,206,0.19,米饭,267.8,58.09,5.56,0.62,0.82,indent_details_1,0.3914,0.0014000000000000123,False
20468,3903,26_54986185294090240,0.15,5,3.0,青椒炒面筋,6.0,0.75,0.25,0.2,0.1,indent_details_1,0.15,0.0,False
20469,3903,26_52466627144454144,0.34,21,1.62,土豆丝/青菜,25.2,3.53,0.73,1.09,0.63,indent_details_1,0.34020000000000006,0.00020000000000003348,False
20470,3903,26_54986325249626112,1.31,57,2.3,红烧萝卜/番茄炒鸡蛋,159.6,6.84,8.55,10.26,1.71,indent_details_1,1.311,0.0009999999999998899,False
20471,3903,26_54981264637300736,2.07,38,5.45,蘑菇肉片/雪菜鱿鱼,121.6,7.6,9.5,5.7,1.52,indent_details_1,2.0709999999999997,0.0009999999999998899,False
20472,3903,26_54980308440846336,1.18,19,6.2,油爆虾,38.0,0.95,3.8,1.9,0.19,indent_details_1,1.178,0.0020000000000000018,False
20473,3903,26_54251333280206848,1.76,32,5.5,红烧排骨,80.0,1.6,6.4,4.8,0.0,indent_details_1,1.76,0.0,False
20474,3903,26_47379061760200704,0.38,200,0.19,米饭,260.0,56.4,5.4,0.6,0.8,indent_details_1,0.38,0.0,False
20475,3904,26_52466627144454144,0.91,56,1.62,土豆丝/青菜,67.2,9.41,1.96,2.91,1.68,indent_details_1,0.9072,0.0028000000000000247,False
20476,3904,26_54986325249626112,1.47,64,2.3,红烧萝卜/番茄炒鸡蛋,179.2,7.68,9.6,11.52,1.92,indent_details_1,1.472,0.0020000000000000018,False
20477,3904,26_54983366281400320,2.48,57,4.35,千叶豆腐肉丝,159.6,11.4,10.26,8.55,1.14,indent_details_1,2.4795,0.000500000000000167,False
20478,3904,26_54987069260435456,0.59,22,2.7,葱油芋头/莴笋丝,26.4,3.48,0.77,1.14,0.75,indent_details_1,0.5940000000000001,0.004000000000000115,False
20479,3904,26_54251333280206848,5.34,97,5.5,红烧排骨,242.5,4.85,19.4,14.55,0.0,indent_details_1,5.335,0.004999999999999893,False
20480,3904,26_47379061760200704,0.59,309,0.19,米饭,401.7,87.14,8.34,0.93,1.24,indent_details_1,0.5871,0.0029000000000000137,False
20481,3905,26_53906769008791552,1.2,74,1.62,土豆丝/小青菜,88.8,12.43,2.59,3.85,1.78,indent_details_1,1.1988,0.0011999999999998678,False
20482,3905,26_54986325249626112,2.16,94,2.3,红烧萝卜/番茄炒鸡蛋,263.2,11.28,14.1,16.92,2.82,indent_details_1,2.162,0.0019999999999997797,False
20483,3905,26_47374676875415552,1.7,50,3.4,木耳西兰花,17.0,2.0,1.5,0.0,1.0,indent_details_1,1.7,0.0,False
20484,3905,26_54987069260435456,1.67,62,2.7,葱油芋头/莴笋丝,74.4,9.8,2.17,3.22,2.11,indent_details_1,1.6740000000000002,0.004000000000000226,False
20485,3905,26_54619665208578048,2.65,53,5.0,千张结烧肉,132.5,5.3,7.95,9.54,1.06,indent_details_1,2.65,0.0,False
20486,3905,26_54981264637300736,4.03,74,5.45,蘑菇肉片/雪菜鱿鱼,236.8,14.8,18.5,11.1,2.96,indent_details_1,4.033,0.0030000000000001137,False
20487,3905,26_54980308440846336,1.49,24,6.2,油爆虾,48.0,1.2,4.8,2.4,0.24,indent_details_1,1.4880000000000002,0.0019999999999997797,False
20488,3905,26_51713064214597632,0.89,19,4.7,黄豆猪脚,36.1,1.14,3.8,1.9,0.38,indent_details_1,0.893,0.0030000000000000027,False
20489,3905,26_47379061760200704,0.52,273,0.19,米饭,354.9,76.99,7.37,0.82,1.09,indent_details_1,0.5186999999999999,0.0013000000000000789,False
20490,3906,26_54987069260435456,1.67,62,2.7,葱油芋头/莴笋丝,74.4,9.8,2.17,3.22,2.11,indent_details_1,1.6740000000000002,0.004000000000000226,False
20491,3906,26_54981264637300736,2.83,52,5.45,蘑菇肉片/雪菜鱿鱼,166.4,10.4,13.0,7.8,2.08,indent_details_1,2.8340000000000005,0.004000000000000448,False
20492,3906,26_47379061760200704,0.25,129,0.19,米饭,167.7,36.38,3.48,0.39,0.52,indent_details_1,0.2451,0.004899999999999988,False
20493,3907,26_54986325249626112,4.12,179,2.3,红烧萝卜/番茄炒鸡蛋,501.2,21.48,26.85,32.22,5.37,indent_details_1,4.117,0.0030000000000001137,False
20494,3907,26_54619665208578048,8.55,171,5.0,千张结烧肉,427.5,17.1,25.65,30.78,3.42,indent_details_1,8.55,0.0,False
20495,3907,26_49903795932631040,5.36,67,8.0,葱油扇贝,100.5,3.35,13.4,4.02,0.0,indent_details_1,5.36,0.0,False
20496,3907,26_47379061760200704,0.47,245,0.19,米饭,318.5,69.09,6.62,0.73,0.98,indent_details_1,0.46549999999999997,0.004500000000000004,False
20497,3908,26_52466627144454144,1.54,95,1.62,土豆丝/青菜,114.0,15.96,3.32,4.94,2.85,indent_details_1,1.5390000000000001,0.0009999999999998899,False
20498,3908,26_54981264637300736,4.69,86,5.45,蘑菇肉片/雪菜鱿鱼,275.2,17.2,21.5,12.9,3.44,indent_details_1,4.687,0.0030000000000001137,False
20499,3908,26_54980308440846336,4.28,69,6.2,油爆虾,138.0,3.45,13.8,6.9,0.69,indent_details_1,4.2780000000000005,0.0019999999999997797,False
20500,3908,26_47379061760200704,0.25,134,0.19,米饭,174.2,37.79,3.62,0.4,0.54,indent_details_1,0.2546,0.004599999999999993,False
20501,3909,26_52466627144454144,1.2,74,1.62,土豆丝/青菜,88.8,12.43,2.59,3.85,2.22,indent_details_1,1.1988,0.0011999999999998678,False
20502,3909,26_47374676875415552,2.58,76,3.4,木耳西兰花,25.84,3.04,2.28,0.0,1.52,indent_details_1,2.5839999999999996,0.0039999999999995595,False
20503,3909,26_54981264637300736,4.03,74,5.45,蘑菇肉片/雪菜鱿鱼,236.8,14.8,18.5,11.1,2.96,indent_details_1,4.033,0.0030000000000001137,False
20504,3909,26_54251333280206848,2.2,40,5.5,红烧排骨,100.0,2.0,8.0,6.0,0.0,indent_details_1,2.2,0.0,False
20505,3909,26_47379061760200704,0.43,228,0.19,米饭,296.4,64.3,6.16,0.68,0.91,indent_details_1,0.43320000000000003,0.003200000000000036,False
20506,3910,26_54987069260435456,1.51,56,2.7,葱油芋头/莴笋丝,67.2,8.85,1.96,2.91,1.9,indent_details_1,1.5120000000000002,0.002000000000000224,False
20507,3910,26_54619665208578048,3.2,64,5.0,千张结烧肉,160.0,6.4,9.6,11.52,1.28,indent_details_1,3.2,0.0,False
20508,3910,26_51713064214597632,2.96,63,4.7,黄豆猪脚,119.7,3.78,12.6,6.3,1.26,indent_details_1,2.9610000000000003,0.001000000000000334,False
20509,3910,26_47379061760200704,0.25,129,0.19,米饭,167.7,36.38,3.48,0.39,0.52,indent_details_1,0.2451,0.004899999999999988,False
20510,3911,26_54986185294090240,1.56,52,3.0,青椒炒面筋,62.4,7.8,2.6,2.08,1.04,indent_details_1,1.56,0.0,False
20511,3911,26_53906769008791552,0.53,33,1.62,土豆丝/小青菜,39.6,5.54,1.16,1.72,0.79,indent_details_1,0.5346,0.0045999999999999375,False
20512,3911,26_54987069260435456,1.08,40,2.7,葱油芋头/莴笋丝,48.0,6.32,1.4,2.08,1.36,indent_details_1,1.08,0.0,False
20513,3911,26_54981264637300736,3.82,70,5.45,蘑菇肉片/雪菜鱿鱼,224.0,14.0,17.5,10.5,2.8,indent_details_1,3.815,0.004999999999999893,False
20514,3911,26_53906769008791552,0.5,31,1.62,土豆丝/小青菜,37.2,5.21,1.08,1.61,0.74,indent_details_1,0.5022000000000001,0.0022000000000000908,False
20515,3911,26_54986185294090240,1.29,43,3.0,青椒炒面筋,51.6,6.45,2.15,1.72,0.86,indent_details_1,1.29,0.0,False
20516,3911,26_54987069260435456,0.95,35,2.7,葱油芋头/莴笋丝,42.0,5.53,1.22,1.82,1.19,indent_details_1,0.945,0.0050000000000000044,False
20517,3911,26_49903795932631040,5.68,71,8.0,葱油扇贝,106.5,3.55,14.2,4.26,0.0,indent_details_1,5.68,0.0,False
20518,3911,26_54980308440846336,2.67,43,6.2,油爆虾,86.0,2.15,8.6,4.3,0.43,indent_details_1,2.6660000000000004,0.0039999999999995595,False
20519,3911,26_47379061760200704,0.57,299,0.19,米饭,388.7,84.32,8.07,0.9,1.2,indent_details_1,0.5681,0.0018999999999999018,False
20520,3912,26_54981264637300736,1.74,32,5.45,蘑菇肉片/雪菜鱿鱼,102.4,6.4,8.0,4.8,1.28,indent_details_1,1.744,0.0040000000000000036,False
20521,3912,26_54619665208578048,1.2,24,5.0,千张结烧肉,60.0,2.4,3.6,4.32,0.48,indent_details_1,1.2,0.0,False
20522,3912,26_54980308440846336,1.36,22,6.2,油爆虾,44.0,1.1,4.4,2.2,0.22,indent_details_1,1.364,0.0040000000000000036,False
20523,3912,26_51713064214597632,2.26,48,4.7,黄豆猪脚,91.2,2.88,9.6,4.8,0.96,indent_details_1,2.2560000000000002,0.0039999999999995595,False
20524,3912,26_54981264637300736,1.96,36,5.45,蘑菇肉片/雪菜鱿鱼,115.2,7.2,9.0,5.4,1.44,indent_details_1,1.9620000000000002,0.002000000000000224,False
20525,3912,26_54987069260435456,0.84,31,2.7,葱油芋头/莴笋丝,37.2,4.9,1.08,1.61,1.05,indent_details_1,0.8370000000000001,0.0029999999999998916,False
20526,3913,26_54981264637300736,12.26,225,5.45,蘑菇肉片/雪菜鱿鱼,720.0,45.0,56.25,33.75,9.0,indent_details_1,12.2625,0.0024999999999995026,False
20527,3913,26_54980308440846336,8.8,142,6.2,油爆虾,284.0,7.1,28.4,14.2,1.42,indent_details_1,8.804,0.0039999999999995595,False
20528,3914,26_52466627144454144,0.73,45,1.62,土豆丝/青菜,54.0,7.56,1.57,2.34,1.35,indent_details_1,0.7290000000000001,0.0009999999999998899,False
20529,3914,26_54986325249626112,1.15,50,2.3,红烧萝卜/番茄炒鸡蛋,140.0,6.0,7.5,9.0,1.5,indent_details_1,1.15,0.0,False
20530,3914,26_54987069260435456,1.16,43,2.7,葱油芋头/莴笋丝,51.6,6.79,1.5,2.24,1.46,indent_details_1,1.161,0.001000000000000112,False
20531,3914,26_54983366281400320,3.35,77,4.35,千叶豆腐肉丝,215.6,15.4,13.86,11.55,1.54,indent_details_1,3.3495,0.000500000000000167,False
20532,3914,26_54981264637300736,2.18,40,5.45,蘑菇肉片/雪菜鱿鱼,128.0,8.0,10.0,6.0,1.6,indent_details_1,2.18,0.0,False
20533,3914,26_47379061760200704,0.19,99,0.19,米饭,128.7,27.92,2.67,0.3,0.4,indent_details_1,0.1881,0.0019000000000000128,False
20534,3915,26_54986325249626112,1.56,68,2.3,红烧萝卜/番茄炒鸡蛋,190.4,8.16,10.2,12.24,2.04,indent_details_1,1.5639999999999998,0.0039999999999997815,False
20535,3915,26_53906769008791552,0.99,61,1.62,土豆丝/小青菜,73.2,10.25,2.13,3.17,1.46,indent_details_1,0.9882000000000001,0.0017999999999999128,False
20536,3915,26_54980308440846336,4.46,72,6.2,油爆虾,144.0,3.6,14.4,7.2,0.72,indent_details_1,4.464,0.004000000000000448,False
20537,3915,26_47379061760200704,0.46,242,0.19,米饭,314.6,68.24,6.53,0.73,0.97,indent_details_1,0.45980000000000004,0.00019999999999997797,False
20538,3916,26_53906769008791552,1.7,105,1.62,土豆丝/小青菜,126.0,17.64,3.68,5.46,2.52,indent_details_1,1.7010000000000003,0.001000000000000334,False
20539,3916,26_54987069260435456,4.02,149,2.7,葱油芋头/莴笋丝,178.8,23.54,5.21,7.75,5.07,indent_details_1,4.023,0.0030000000000001137,False
20540,3916,26_51713064214597632,7.24,154,4.7,黄豆猪脚,292.6,9.24,30.8,15.4,3.08,indent_details_1,7.238,0.0019999999999997797,False
20541,3916,26_54987069260435456,2.67,99,2.7,葱油芋头/莴笋丝,118.8,15.64,3.46,5.15,3.37,indent_details_1,2.673,0.0030000000000001137,False
20542,3917,26_52466627144454144,0.97,60,1.62,土豆丝/青菜,72.0,10.08,2.1,3.12,1.8,indent_details_1,0.972,0.0020000000000000018,False
20543,3917,26_54986325249626112,3.43,149,2.3,红烧萝卜/番茄炒鸡蛋,417.2,17.88,22.35,26.82,4.47,indent_details_1,3.427,0.0030000000000001137,False
20544,3917,26_54251333280206848,6.49,118,5.5,红烧排骨,295.0,5.9,23.6,17.7,0.0,indent_details_1,6.49,0.0,False
20545,3917,26_47379061760200704,0.51,268,0.19,米饭,348.4,75.58,7.24,0.8,1.07,indent_details_1,0.5092,0.0008000000000000229,False
20546,3918,26_54986185294090240,1.74,58,3.0,青椒炒面筋,69.6,8.7,2.9,2.32,1.16,indent_details_1,1.74,0.0,False
20547,3918,26_53906769008791552,1.13,70,1.62,土豆丝/小青菜,84.0,11.76,2.45,3.64,1.68,indent_details_1,1.1340000000000001,0.004000000000000226,False
20548,3918,26_54986325249626112,1.68,73,2.3,红烧萝卜/番茄炒鸡蛋,204.4,8.76,10.95,13.14,2.19,indent_details_1,1.6789999999999998,0.001000000000000112,False
20549,3918,26_54980308440846336,5.89,95,6.2,油爆虾,190.0,4.75,19.0,9.5,0.95,indent_details_1,5.89,0.0,False
20550,3918,26_47379061760200704,0.64,335,0.19,米饭,435.5,94.47,9.05,1.0,1.34,indent_details_1,0.6365,0.0035000000000000586,False
20551,3919,26_54987069260435456,2.32,86,2.7,葱油芋头/莴笋丝,103.2,13.59,3.01,4.47,2.92,indent_details_1,2.322,0.002000000000000224,False
20552,3919,26_54981264637300736,3.22,59,5.45,蘑菇肉片/雪菜鱿鱼,188.8,11.8,14.75,8.85,2.36,indent_details_1,3.2155,0.0045000000000001705,False
20553,3919,26_49903795932631040,5.6,70,8.0,葱油扇贝,105.0,3.5,14.0,4.2,0.0,indent_details_1,5.6,0.0,False
20554,3919,26_51713064214597632,0.19,4,4.7,黄豆猪脚,7.6,0.24,0.8,0.4,0.08,indent_details_1,0.188,0.0020000000000000018,False
20555,3920,26_52466627144454144,1.43,88,1.62,土豆丝/青菜,105.6,14.78,3.08,4.58,2.64,indent_details_1,1.4256,0.0043999999999999595,False
20556,3920,26_54986325249626112,1.61,70,2.3,红烧萝卜/番茄炒鸡蛋,196.0,8.4,10.5,12.6,2.1,indent_details_1,1.61,0.0,False
20557,3920,26_54987069260435456,2.51,93,2.7,葱油芋头/莴笋丝,111.6,14.69,3.26,4.84,3.16,indent_details_1,2.511,0.001000000000000334,False
20558,3920,26_54980308440846336,3.72,60,6.2,油爆虾,120.0,3.0,12.0,6.0,0.6,indent_details_1,3.72,0.0,False
20559,3920,26_54981264637300736,1.85,34,5.45,蘑菇肉片/雪菜鱿鱼,108.8,6.8,8.5,5.1,1.36,indent_details_1,1.8530000000000002,0.0030000000000001137,False
20560,3920,26_47379061760200704,0.45,239,0.19,米饭,310.7,67.4,6.45,0.72,0.96,indent_details_1,0.45410000000000006,0.004100000000000048,False
20561,3921,26_52466627144454144,1.83,113,1.62,土豆丝/青菜,135.6,18.98,3.95,5.88,3.39,indent_details_1,1.8306,0.0005999999999999339,False
20562,3921,26_47374676875415552,3.09,91,3.4,木耳西兰花,30.94,3.64,2.73,0.0,1.82,indent_details_1,3.094,0.0040000000000000036,False
