date,就餐人数,销售总额,热量需求,碳水需求,蛋白质需求,脂肪需求,膳食纤维需求
2024-05-31,270,3198.54,177628.75,20541.08,9662.78,6153.22,1690.74
2024-06-03,324,3704.48,224607.05,24024.27,12890.53,8229.47,1867.93
2024-06-04,366,4270.73,256358.18,27841.86,14461.12,9030.18,1981.04
2024-06-05,309,3409.63,223767.95,24065.48,12252.22,8494.05,1828.89
2024-06-06,342,3430.56,236199.93,25816.65,12169.83,9001.1,1968.26
2024-06-07,289,3294.94,195465.95,22026.62,10590.67,6959.96,1664.57
2024-06-11,298,3019.19,207251.54,22672.74,11106.4,7720.46,1707.2
2024-06-12,281,3394.2599999999998,191092.32,21554.91,10685.02,6854.18,1725.79
2024-06-13,295,3252.22,197378.56,22399.92,11134.93,6578.34,1382.23
2024-06-14,279,2678.11,170320.53,21429.51,8537.52,5529.57,1653.4
2024-06-17,323,3415.44,208333.75,24583.07,11286.6,6867.14,1973.13
2024-06-18,299,3474.65,201752.35,22323.32,12233.95,6661.31,1563.46
2024-06-19,303,3834.98,221910.66,24836.73,11827.72,8181.14,1718.6299999999999
2024-06-20,270,3124.58,186314.76,21865.09,10253.18,6240.49,1761.21
2024-06-21,277,3400.81,192153.64,20557.09,10382.64,7299.15,1423.38
2024-06-24,290,3276.6,190870.44,21173.64,11156.02,6614.01,1637.96
2024-06-25,300,3676.73,189247.17,21638.84,11659.46,6111.09,1703.42
2024-06-26,257,2640.71,176904.02,20407.98,8745.07,6387.54,1608.22
2024-06-27,264,2631.12,185308.81,21412.31,9742.13,6711.83,1492.56
2024-06-28,271,3465.2,198063.16,21056.11,11395.18,7371.35,1586.57
2024-07-01,362,3831.37,242899.73,27117.59,13582.3,8412.8,2110.16
2024-07-02,330,3740.67,245075.29,26143.24,14201.09,9242.53,1851.57
2024-09-01,207,2090.78,152817.43,17681.38,8122.2300000000005,5303.76,1290.32
2024-09-02,324,3331.84,236809.36,26866.7,11902.82,8676.15,1778.43
2024-09-03,348,3714.88,266960.79,30947.68,13817.45,9179.73,2058.08
2024-09-04,324,4219.75,226913.45,25528.49,13103.16,7709.93,1759.93
2024-09-05,309,3747.57,196875.54,19616.52,11801.19,7587.27,1436.27
2024-09-06,250,2975.96,172788.19,18754.51,9076.45,6704.32,1286.36
2024-09-09,219,2052.56,112819.33,10679.46,6359.76,4908.49,937.77
2024-09-10,339,4239.75,230548.48,24833.08,14088.93,8103.42,1780.98
2024-09-11,274,4150.3,195839.69,20440.59,10576.08,7696.55,1449.25
2024-09-12,287,2996.91,191406.79,20435.54,10053.31,7616.89,1520.87
2024-09-13,314,3798.69,196083.27,22028.94,10884.12,6848.25,1796.58
2024-09-14,254,3047.82,177158.64,18756.34,10741.18,6361.14,1658.44
2024-09-18,217,3009.5,146903.38,15733.57,8439.38,5505.94,1264.55
2024-09-19,293,3327.25,195815.22,20629.11,11361.1,7463.13,1716.02
2024-09-20,321,3934.2400000000002,222573.23,21691.08,12202.86,8945.26,1604.7
2024-09-23,310,3596.31,194312.65,23148.78,10692.86,6327.9,1754.32
2024-09-24,323,3530.95,207211.35,23082.44,12101.01,7352.12,1932.83
2024-09-25,309,3263.68,221458.95,24163.95,11853.81,8206.22,1841.07
2024-09-26,273,3385.16,183138.3,18948.97,10632.14,7275.42,1499.21
2024-09-27,283,3201.32,181453.06,18464.44,9809.23,7437.64,1372.14
2024-09-29,282,3169.81,195537.38,22122.67,9921.59,7092.64,1702.61
2024-09-30,252,2817.67,161957.59,18574.64,9696.23,5515.7699999999995,1761.01
2024-10-08,314,3629.74,228227.06,24039.49,13311.07,8326.1,1725.09
2024-10-09,302,3257.97,192989.75,21211.24,11376.91,6882.14,1659.12
2024-10-10,344,4615.62,231494.52,24676.75,12080.46,9194.61,1952.13
2024-10-11,303,3752.59,242876.03,25015.28,12660.68,10156.88,2207.44
2024-10-12,269,3072.06,191518.36000000002,22769.96,10818.36,6074.71,1871.41
2024-10-14,309,3616.5,212017.59,22828.16,12761.32,7517.21,1860.2
2024-10-15,295,3000.72,203260.45,21264.46,11425.35,7968.74,1658.49
2024-10-16,307,4083.33,212236.77,21497.39,10816.56,9082.45,1635.92
2024-10-17,302,3344.09,215833.27,23218.63,11912.29,8283.89,2071.06
2024-10-18,433,7118.05,352883.67,34863.53,20294.3,14081.0,2618.25
2024-10-21,302,2978.88,193591.25,20532.93,11274.08,7111.25,1677.04
2024-10-22,307,4440.94,232117.61,23613.05,13297.15,9014.08,1848.75
2024-10-23,318,4178.46,232186.82,24613.95,12371.87,9195.98,1918.31
2024-10-24,334,4672.92,240796.08,24051.51,13392.9,9738.789999999999,1972.65
2024-10-25,328,3648.14,215724.46,24669.69,11839.27,7531.7,1924.33
2024-10-28,276,3193.71,183837.57,21188.9,10717.23,6231.73,1849.39
2024-10-29,299,3103.84,212809.2,21525.94,12035.36,8732.45,1608.14
2024-10-30,295,4426.76,195162.38,20023.99,11385.78,7581.11,1398.47
2024-10-31,264,3032.65,194969.18,20005.96,10532.05,7698.5,1793.94
2024-11-01,245,2900.19,170021.12,18702.72,8849.77,6527.15,1498.79
2024-11-04,297,3502.4900000000002,190766.5,21181.46,10408.64,6870.67,1844.64
2024-11-05,298,3679.43,211297.82,22925.1,11618.62,7822.4,1889.55
2024-11-06,267,3712.5,197079.04,20455.85,10645.63,7928.65,1532.74
2024-11-07,263,3081.48,180377.0,20785.36,9546.98,6631.16,1507.9
2024-11-08,267,2993.96,183547.62,19614.46,10910.64,6474.08,1622.33
2024-11-11,308,4077.31,200045.74,22011.61,12190.1,7008.93,1913.38
2024-11-12,320,3457.3,224226.44,24055.53,12079.97,8494.85,2051.1
2024-11-13,293,4047.83,216579.71,22395.11,12080.36,8632.83,1672.73
2024-11-14,257,3038.95,191308.84,20681.99,9169.55,7633.17,1421.81
2024-11-15,257,4128.86,196824.89,19764.02,11669.12,8248.46,1541.21
2024-11-18,309,3555.81,241058.37,23898.62,14148.81,9657.23,2153.86
2024-11-19,377,5426.26,268395.06,26808.05,16918.33,10369.71,2317.73
2024-11-20,471,8029.85,369849.68,34102.43,22464.76,15629.82,2851.83
2024-11-21,449,6835.9,366061.67,35785.47,20536.09,15306.9,2776.93
2024-11-22,269,2992.66,202319.47,21279.02,10740.67,8232.77,1758.75
2024-11-25,273,3257.67,203297.77,20349.56,11948.94,7965.27,1820.03
2024-11-26,276,2924.62,209427.09,21850.91,10906.31,8480.59,1825.88
2024-11-27,267,3839.19,199126.77,20156.05,11720.15,8004.72,1564.2
2024-11-28,286,3561.58,217315.95,23526.73,11317.5,8507.34,1839.71
2024-11-29,279,3276.37,197145.59,22125.19,10119.42,7390.87,1541.55
2024-12-02,296,3235.6,202866.69,23056.43,10163.84,7231.67,2067.14
2024-12-03,300,4100.61,200941.73,21203.94,12469.4,7352.21,1816.83
2024-12-04,274,3209.47,204388.94,22477.74,11256.32,7483.9800000000005,1721.04
2024-12-05,277,3226.0,214350.75,23525.0,11306.53,8289.99,1842.8
2024-12-06,278,3102.76,206795.36,21992.07,11035.67,8174.45,2078.34
2024-12-09,304,3683.87,213990.07,23904.61,10982.76,8296.81,1911.19
2024-12-10,303,3440.58,239524.16,25837.14,12950.0,9196.65,1986.26
2024-12-11,302,3534.51,217174.93,23391.78,11982.58,7971.3,1790.05
2024-12-12,298,3795.61,226115.35,23617.06,11939.25,8977.39,1877.97
2024-12-13,288,3842.16,207221.59,21298.28,12069.22,8214.04,1814.21
2024-12-16,312,4281.55,223954.56,23181.71,13119.289999999999,8570.82,1764.73
2024-12-17,292,3226.71,222501.75,24457.11,11568.05,8643.21,1916.07
2024-12-18,318,3528.67,225060.2,23635.71,12352.17,8759.1,1869.07
2024-12-19,280,3347.92,209102.66,21520.93,10919.88,8689.48,2064.0
2024-12-20,294,4209.56,214209.51,22866.81,12458.1,8298.39,1819.22
2024-12-23,316,3655.08,234394.54,23747.65,14269.62,8946.74,2178.55
2024-12-24,320,3723.17,225436.73,23039.28,12918.43,9025.0,2079.3
2024-12-25,318,3316.44,247551.24,26740.04,11360.49,10394.66,2035.75
2024-12-26,296,3358.57,210623.5,24177.579999999998,10286.51,7960.17,1696.07
2024-12-27,288,3345.19,216434.53,21713.04,11426.33,9215.99,1841.13
2024-12-30,50,517.56,35441.64,4368.81,1782.93,1205.78,320.0
2025-01-03,225,2745.76,150981.88,16297.36,8471.66,5828.13,1427.74
2025-01-06,279,3348.42,216730.2,20196.93,12846.19,9131.47,1613.61
2025-01-07,323,4605.81,224762.02,22666.42,13187.09,9057.45,1871.84
2025-01-08,328,3283.33,255584.1,27866.38,12157.17,10407.48,2107.29
2025-01-09,304,3961.98,230030.83,24149.84,12161.07,9301.57,1718.43
2025-01-10,277,2979.35,206294.33,21491.2,11286.99,8401.1,1660.31
2025-01-11,53,579.2,41456.88,4165.28,2238.86,1699.6599999999999,342.67
2025-01-12,36,385.77,27130.19,3394.59,1289.77,903.21,198.82999999999998
2025-01-13,143,1353.54,113852.74,12813.67,4750.31,4709.72,949.01
2025-01-14,121,1231.07,81792.96,8927.37,4471.55,3127.06,586.75
2025-01-15,101,1062.6200000000001,70711.87,7246.54,4131.25,2690.2400000000002,420.53
2025-01-16,87,945.31,63908.6,7239.47,3358.79,2287.43,525.95
2025-01-17,68,744.74,55069.51,6355.31,2596.49,2076.59,411.73
2025-02-09,54,642.31,38218.26,3948.34,2205.14,1397.82,292.5
2025-02-10,109,1227.63,80509.68,8833.61,4558.5599999999995,2735.07,453.93
2025-02-11,125,1369.4,91032.15,10309.39,4505.18,3452.29,810.9
2025-02-12,131,1323.72,85596.11,9705.73,5089.48,2875.2400000000002,642.38
2025-02-13,375,4915.46,295447.94,28388.01,16656.49,12211.41,2437.83
2025-02-14,357,4337.46,237448.95,26850.21,12935.17,8366.61,2077.69
2025-02-17,339,3923.47,248241.53,28666.12,11493.57,9713.03,2077.37
2025-02-18,335,4188.35,228209.3,25113.58,13042.42,8175.92,1932.28
2025-02-19,328,3636.66,236171.36,26712.47,12177.98,8694.54,2041.1
2025-02-20,364,4037.45,272603.08,29632.92,14096.21,10731.62,2285.71
2025-02-21,294,3074.06,221485.55,21205.75,12041.63,9722.11,1723.1
2025-02-24,326,4378.77,324768.82,30504.37,15251.9,15365.53,2850.7599999999998
2025-02-25,292,3977.07,217686.9,21506.53,12736.88,8482.64,1688.73
2025-02-26,300,2933.87,201733.75,23630.94,10080.11,7335.19,1802.69
2025-02-27,327,3672.2400000000002,219041.36000000002,25492.99,11654.1,8086.11,1955.49
2025-02-28,321,3640.79,237108.92,25904.81,12059.97,9367.06,2201.73
2025-03-03,307,3518.26,215840.21,22936.36,11300.03,8481.82,2052.18
2025-03-04,334,3875.03,235467.28,25087.88,13131.2,9140.08,2055.7
2025-03-05,355,3819.57,253474.21,26742.32,14416.67,9821.42,2457.65
2025-03-06,323,3541.69,220441.03,24209.35,12242.06,8166.77,1936.84
2025-03-07,313,3629.03,226227.8,25933.79,11027.72,8702.45,2063.85
2025-03-10,310,3569.65,209476.05,21373.39,12367.11,8002.15,1842.49
2025-03-11,293,3750.08,197017.3,22357.63,10253.92,7328.78,1761.81
2025-03-12,274,3081.32,187312.05,20177.93,9861.21,7313.46,1679.18
2025-03-13,290,2900.2400000000002,197038.89,21810.11,10534.81,7517.37,1659.95
2025-03-14,318,3733.2599999999998,243677.06,23980.0,13837.37,10026.54,2207.37
2025-03-17,326,4201.83,229735.94,25241.32,14168.84,8187.18,1934.95
2025-03-18,306,3320.91,201145.56,20724.11,11119.36,7995.04,2029.41
2025-03-19,288,2887.31,192761.7,19761.05,10884.09,7596.45,1921.43
2025-03-20,289,3099.95,202204.64,21788.19,10663.67,8008.9,1691.25
2025-03-21,288,3116.91,199846.44,23045.39,10505.9,7497.15,1895.7
2025-03-24,292,3877.21,187905.76,18678.08,12572.15,7014.37,1737.65
2025-03-25,300,3541.86,211686.08,22739.0,11185.3,8300.0,2020.19
2025-03-26,286,2964.48,192735.14,20976.3,10399.19,7484.4800000000005,1718.5
2025-03-27,275,2983.56,199099.53,21752.12,10498.73,7728.43,1695.16
2025-03-28,282,3206.35,185405.31,19536.08,11080.48,7133.24,1699.56
2025-03-31,308,3439.16,201855.06,21805.97,12349.78,7074.84,2009.68
2025-04-01,288,3990.0,208791.56,20974.7,11704.46,8608.91,1716.36
2025-04-02,233,3061.94,161094.15,16481.65,9235.98,6494.72,1446.4
2025-04-03,268,2814.96,177455.55,19701.46,9183.09,6693.51,1639.28
2025-04-07,306,3450.85,202804.52,22058.93,12278.51,6994.53,1894.99
2025-04-08,309,3060.53,199761.59,22147.11,10055.9,7647.55,1775.6
2025-04-09,298,3602.67,212973.41,23083.23,11828.47,8158.67,1933.58
2025-04-10,293,3547.17,182887.11,19496.73,10588.61,6852.24,1648.12
2025-04-11,272,3174.77,192757.19,21826.84,9932.8,7247.5,1624.48
2025-04-14,303,3589.8,215366.52,23656.47,11811.27,7827.49,1853.35
2025-04-15,298,3798.06,207227.48,22872.49,11720.18,7664.19,2173.57
2025-04-16,288,3106.47,208129.19,22104.09,11220.93,7855.35,1940.32
2025-04-17,280,2871.18,201429.65,21046.56,11210.21,8054.96,1571.32
2025-04-18,271,3363.25,204654.46,21446.77,11448.53,7944.92,1805.95
2025-04-21,304,3961.68,211613.45,24074.67,12019.49,7328.37,1973.74
2025-04-22,308,3810.31,193747.54,21507.94,10426.05,7139.57,1803.12
2025-04-23,292,3339.96,201349.55,20801.52,10978.56,8056.43,1658.8
2025-04-24,321,3189.76,212694.45,23599.170000000002,11751.45,7943.4,1909.92
2025-04-25,298,3074.52,197998.48,22222.5,10764.03,7206.51,1868.1
2025-04-27,293,3578.77,216440.12,21645.75,12242.47,8885.89,1604.75
2025-04-28,316,3661.4,202718.65,20677.33,11524.619999999999,8015.02,1760.85
2025-04-29,307,3748.94,211684.71,23190.31,12069.49,7580.76,1822.49
2025-04-30,277,3158.11,191811.16,18202.94,11248.29,7794.66,1462.97
