indent_id,dish_set
1597,木耳莴笋|米饭|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1598,牛肉|米饭|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋
1599,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1600,牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1601,牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|韭黄肉丝/红烧大排
1602,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐
1603,木耳莴笋|牛肉|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾|韭黄肉丝/红烧大排
1604,米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1605,米饭|红烧肉/香菇鸡肉|雪菜毛豆/青椒面筋|青菜/白菜油腐
1606,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1607,牛肉|米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐
1608,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾
1609,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐
1610,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐|韭黄肉丝/红烧大排
1611,木耳莴笋|牛肉|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐
1612,木耳莴笋|米饭|虎皮包/油爆虾
1613,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒
1614,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1615,木耳莴笋|牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1616,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|雪菜毛豆/青椒面筋|青菜/白菜油腐
1617,牛肉|米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐
1618,木耳莴笋|米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1619,木耳莴笋|米饭|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1620,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1621,木耳莴笋|牛肉|米饭|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1622,米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾
1623,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1624,木耳莴笋|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1625,牛肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1626,木耳莴笋|牛肉|米饭|虎皮包/油爆虾
1627,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐
1628,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|韭黄肉丝/红烧大排
1629,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1630,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1631,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1632,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1633,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐
1634,木耳莴笋|牛肉|米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1635,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒
1636,牛肉|米饭|芹菜香干/青瓜凉皮|韭黄肉丝/红烧大排
1637,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1638,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1639,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1640,木耳莴笋|牛肉|米饭|青菜/白菜油腐
1641,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐
1642,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1643,牛肉|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1644,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾
1645,木耳莴笋|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1646,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐
1647,米饭
1648,牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1649,木耳莴笋|米饭|红烧肉/香菇鸡肉|青菜/白菜油腐
1650,牛肉|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|青菜/白菜油腐
1651,米饭|芹菜香干/青瓜凉皮|青菜/白菜油腐|韭黄肉丝/红烧大排
1652,木耳莴笋|米饭|虎皮包/油爆虾
1653,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐
1654,木耳莴笋|牛肉|米饭|茄子长豆/虎皮青椒|青菜/白菜油腐|韭黄肉丝/红烧大排
1655,木耳莴笋|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒
1656,牛肉|米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1657,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1658,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1659,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1660,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾|韭黄肉丝/红烧大排
1661,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1662,木耳莴笋|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾
1663,木耳莴笋|米饭|葱油扇贝|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1664,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1665,木耳莴笋|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐
1666,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾|青菜/白菜油腐
1667,木耳莴笋|米饭|红烧肉/香菇鸡肉
1668,牛肉|米饭|雪菜毛豆/青椒面筋
1669,牛肉|米饭|芹菜香干/青瓜凉皮|青菜/白菜油腐|韭黄肉丝/红烧大排
1670,牛肉|米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1671,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1672,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1673,米饭|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1674,牛肉|红烧肉/香菇鸡肉
1675,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾
1676,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1677,牛肉|米饭|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾
1678,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾
1679,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1680,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1681,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1682,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾
1683,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾
1684,木耳莴笋|米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1685,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1686,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1687,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1688,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1689,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1690,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|葱油扇贝|雪菜毛豆/青椒面筋
1691,木耳莴笋|牛肉|米饭|葱油扇贝
1692,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1693,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1694,木耳莴笋|牛肉|米饭|青菜/白菜油腐
1695,米饭|茄子长豆/虎皮青椒
1696,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒
1697,木耳莴笋|米饭|红烧肉/香菇鸡肉|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1698,牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1699,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1700,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1701,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾
1702,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|葱油扇贝|雪菜毛豆/青椒面筋|青菜/白菜油腐
1703,牛肉|米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1704,米饭|葱油扇贝|青菜/白菜油腐|韭黄肉丝/红烧大排
1705,木耳莴笋|牛肉|米饭|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1706,木耳莴笋|米饭|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|韭黄肉丝/红烧大排
1707,牛肉|米饭|红烧肉/香菇鸡肉|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1708,木耳莴笋|牛肉|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|青菜/白菜油腐|韭黄肉丝/红烧大排
1709,芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1710,米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1711,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1712,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1713,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐
1714,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝
1715,木耳莴笋|牛肉|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1716,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐
1717,芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1718,木耳莴笋|牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1719,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1720,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾
1721,牛肉|米饭|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1722,牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1723,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1724,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1725,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1726,红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1727,木耳莴笋|米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1728,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1729,米饭
1730,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1731,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1732,牛肉|米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1733,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1734,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1735,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐
1736,芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒
1737,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒
1738,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1739,牛肉|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐
1740,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾
1741,木耳莴笋|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1742,芹菜香干/青瓜凉皮|青菜/白菜油腐
1743,木耳莴笋|米饭|红烧肉/香菇鸡肉|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1744,红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|青菜/白菜油腐
1745,牛肉|米饭|芹菜香干/青瓜凉皮|青菜/白菜油腐|韭黄肉丝/红烧大排
1746,红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1747,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1748,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾
1749,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐
1750,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1751,米饭|芹菜香干/青瓜凉皮|青菜/白菜油腐|韭黄肉丝/红烧大排
1752,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1753,木耳莴笋|牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|青菜/白菜油腐
1754,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1755,木耳莴笋|米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1756,虎皮包/油爆虾|韭黄肉丝/红烧大排
1757,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1758,牛肉|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1759,牛肉|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|青菜/白菜油腐|韭黄肉丝/红烧大排
1760,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|韭黄肉丝/红烧大排
1761,牛肉|米饭|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1762,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|韭黄肉丝/红烧大排
1763,米饭|红烧肉/香菇鸡肉|葱油扇贝|青菜/白菜油腐|韭黄肉丝/红烧大排
1764,牛肉|米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1765,牛肉|米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐
1766,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|葱油扇贝|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1767,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1768,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|青菜/白菜油腐
1769,米饭|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐
1770,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐
1771,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1772,米饭|红烧肉/香菇鸡肉|青菜/白菜油腐|韭黄肉丝/红烧大排
1773,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1774,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐
1775,米饭|茄子长豆/虎皮青椒|虎皮包/油爆虾|韭黄肉丝/红烧大排
1776,米饭|芹菜香干/青瓜凉皮|虎皮包/油爆虾|韭黄肉丝/红烧大排
1777,米饭|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|韭黄肉丝/红烧大排
1778,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|青菜/白菜油腐
1779,木耳莴笋|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1780,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1781,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾
1782,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1783,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐
1784,米饭|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1785,米饭|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1786,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|韭黄肉丝/红烧大排
1787,米饭|红烧肉/香菇鸡肉|青菜/白菜油腐|韭黄肉丝/红烧大排
1788,牛肉|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋
1789,红烧肉/香菇鸡肉
1790,米饭|红烧肉/香菇鸡肉|雪菜毛豆/青椒面筋
1791,牛肉|米饭|芹菜香干/青瓜凉皮
1792,木耳莴笋|米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾
1793,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|雪菜毛豆/青椒面筋
1794,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐
1795,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|青菜/白菜油腐|韭黄肉丝/红烧大排
1796,红烧肉/香菇鸡肉
1797,米饭|雪菜毛豆/青椒面筋
1798,牛肉|米饭|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1799,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾
1800,米饭|虎皮包/油爆虾|韭黄肉丝/红烧大排
1801,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|韭黄肉丝/红烧大排
1802,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1803,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|葱油扇贝|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1804,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1805,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|青菜/白菜油腐
1806,牛肉|米饭|韭黄肉丝/红烧大排
1807,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋
1808,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾
1809,米饭|红烧肉/香菇鸡肉|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1810,韭黄肉丝/红烧大排
1811,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|青菜/白菜油腐|韭黄肉丝/红烧大排
1812,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|茄子长豆/虎皮青椒|韭黄肉丝/红烧大排
1813,牛肉|米饭|芹菜香干/青瓜凉皮|青菜/白菜油腐
1814,米饭|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1815,米饭|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1816,米饭|虎皮包/油爆虾|青菜/白菜油腐|韭黄肉丝/红烧大排
1817,米饭|青菜/白菜油腐|韭黄肉丝/红烧大排
1818,米饭|红烧肉/香菇鸡肉|雪菜毛豆/青椒面筋|青菜/白菜油腐|韭黄肉丝/红烧大排
1819,米饭|红烧肉/香菇鸡肉|青菜/白菜油腐|韭黄肉丝/红烧大排
1820,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|韭黄肉丝/红烧大排
1821,米饭|红烧肉/香菇鸡肉|茄子长豆/虎皮青椒|虎皮包/油爆虾|雪菜毛豆/青椒面筋|青菜/白菜油腐
1822,牛肉|米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|雪菜毛豆/青椒面筋|韭黄肉丝/红烧大排
1823,米饭|红烧肉/香菇鸡肉|芹菜香干/青瓜凉皮|虎皮包/油爆虾|雪菜毛豆/青椒面筋
