indent_id,订单总重量,订单总金额,订单菜品种类数,热量总量,碳水总量,蛋白质总量,脂肪总量,膳食纤维总量
10628,558,12.76,6,848.6,108.25,39.47,27.65,7.33
10629,522,11.19,7,711.25,93.6,26.96,25.52,7.72
1063,457,8.32,6,880.3,88.19,50.25,35.239999999999995,7.04
10630,419,9.37,6,545.8,68.32,29.92,16.31,5.07
10631,709,15.030000000000001,5,1016.9200000000001,120.13,52.84,34.99,5.55
10632,497,7.47,5,517.94,96.98,17.54,6.05,6.390000000000001
10633,537,11.46,5,719.75,98.69,34.92,20.46,8.5
10634,396,11.26,6,667.42,68.77,40.36,26.939999999999998,8.06
10635,405,6.71,4,566.48,64.89999999999999,31.75,19.66,2.55
10636,583,7.63,4,850.22,132.01999999999998,39.39,17.25,4.13
10637,485,9.12,5,746.04,103.26,35.25,20.34,6.76
10638,363,10.65,5,643.04,68.07,32.120000000000005,25.88,4.34
10639,225,3.21,3,333.3,50.51,12.26,7.81,1.27
1064,408,7.92,5,702.0999999999999,74.78999999999999,34.66,29.32,7.13
10640,345,11.780000000000001,5,575.76,50.28,36.449999999999996,23.849999999999998,2.84
10641,697,7.8500000000000005,4,971.44,160.37,35.44,19.49,4.87
10642,592,11.41,8,856.35,116.69,36.46,27.5,8.45
10643,640,13.87,7,1025.35,116.99,59.43,35.75,10.850000000000001
10644,637,12.25,8,750.84,104.75,34.22,23.2,11.0
10645,537,5.640000000000001,3,589.94,117.72,14.89,6.35,7.0200000000000005
10646,636,12.36,7,866.4399999999999,116.13999999999999,44.85,24.63,8.36
10647,554,11.57,8,873.73,99.95,48.8,30.07,7.26
10648,616,19.74,4,1085.8,93.45,65.43,47.01,2.55
10649,428,9.3,7,564.36,77.66,26.79,17.45,6.25
1065,514,10.809999999999999,7,1055.9,100.69,63.53,41.81,10.0
10650,458,8.1,4,673.6,90.0,37.36,17.02,4.0
10651,540,12.25,5,885.8,100.61,47.66,32.86,10.22
10652,598,11.62,6,831.65,105.61,42.46,26.1,7.24
10653,613,15.04,8,993.14,113.94,50.22,39.43,12.209999999999999
10654,339,11.209999999999999,5,617.7,38.4,47.19,29.91,5.33
10655,531,12.4,4,760.4,83.85,49.86,23.85,2.8600000000000003
10656,474,6.9399999999999995,6,675.8399999999999,100.14000000000001,28.939999999999998,17.61,5.8
10657,516,15.88,6,728.0,64.71000000000001,52.67,26.82,5.01
10658,481,9.29,6,554.09,65.42999999999999,34.32,17.48,5.24
10659,625,12.26,6,910.72,123.77000000000001,48.99,24.04,7.96
1066,446,6.96,4,686.9,67.72,30.78,31.32,5.9799999999999995
10660,627,10.87,5,898.88,122.97,41.160000000000004,27.25,8.42
10661,560,13.959999999999999,7,886.31,106.17,41.23,31.81,7.75
10662,561,10.850000000000001,5,717.3800000000001,96.84,34.67,21.06,5.6899999999999995
10663,513,10.92,5,742.0,78.78,45.48,27.080000000000002,4.02
10664,478,7.359999999999999,5,673.38,103.09,24.73,18.259999999999998,7.3
10665,521,10.24,5,730.6800000000001,86.02000000000001,42.42,24.88,7.84
10666,491,8.38,5,709.8,93.89999999999999,37.17,19.560000000000002,5.0200000000000005
10667,283,2.63,3,320.82,64.53,7.58,3.3099999999999996,3.33
10668,437,9.82,7,553.21,68.0,24.08,22.17,8.67
10669,546,12.74,6,943.02,103.63,50.29,37.019999999999996,11.11
1067,210,4.640000000000001,2,145.0,18.9,10.3,5.6,5.4
10670,435,13.16,9,645.6800000000001,53.13,49.69,26.130000000000003,4.8
10671,452,12.13,7,700.8,59.03,44.26,32.42,5.2
10672,650,10.649999999999999,3,893.6999999999999,140.68,41.08,19.310000000000002,11.64
10673,498,10.66,5,840.22,85.53999999999999,51.339999999999996,31.04,4.83
10674,191,14.59,1,477.5,9.55,28.65,34.38,1.91
10675,225,17.19,1,562.5,11.25,33.75,40.5,2.25
10676,433,7.66,5,630.8799999999999,82.88,32.79,17.900000000000002,5.3
10677,135,0.3,1,175.5,38.07,3.65,0.41,0.54
10678,455,13.47,7,735.69,79.1,33.22,32.410000000000004,11.42
10679,482,13.33,5,691.85,65.52,43.15,27.94,4.29
1068,612,13.05,4,1409.2,127.82,91.03,54.169999999999995,9.31
10680,438,10.3,6,572.04,52.53,41.51,22.37,5.9399999999999995
10681,386,12.2,7,736.6800000000001,68.66,36.29,34.940000000000005,7.15
10682,601,8.89,5,730.29,115.62,32.2,15.35,6.56
10683,400,7.39,5,540.6,75.43,22.05,16.619999999999997,5.09
10684,515,11.11,8,810.22,94.97,39.09,31.2,9.28
10685,132,1.58,2,190.1,29.75,7.0,3.9800000000000004,0.75
10686,190,14.52,1,475.0,9.5,28.5,34.2,1.9
10687,211,7.91,2,386.4,23.33,27.2,21.87,2.0
10688,337,8.44,5,640.4,54.39,34.59,29.39,5.27
10689,484,7.35,5,793.9000000000001,102.71000000000001,34.45,27.209999999999997,7.39
1069,467,9.06,7,844.45,87.9,49.57,31.759999999999998,6.8100000000000005
10690,2083,110.22,11,5042.160000000001,112.66,402.52000000000004,305.0,3.66
10691,469,9.53,7,796.15,99.23,35.1,29.31,6.33
10692,371,6.949999999999999,6,587.3,56.53,28.630000000000003,27.46,3.75
10693,624,9.89,8,898.89,120.84,36.97,28.84,6.34
10694,416,7.66,4,578.0,90.41,24.96,12.709999999999999,5.91
10695,442,9.18,5,893.95,103.38999999999999,37.3,35.36,7.93
10696,466,11.8,8,658.62,76.38,44.66,18.42,6.21
10697,504,11.3,7,750.0,77.22999999999999,42.46,28.49,5.32
10698,668,11.71,5,1101.0,135.70000000000002,52.44,35.12,5.8100000000000005
10699,746,14.23,6,1009.08,113.48,55.85,33.6,6.51
1070,565,10.99,4,874.6700000000001,96.94,48.82,34.230000000000004,8.72
10700,470,8.24,4,757.9,107.48,34.34,20.6,4.16
10701,543,9.43,5,777.2,111.2,44.3,15.44,2.7800000000000002
10702,562,13.76,9,822.74,107.71000000000001,44.92,23.62,6.49
10703,494,8.41,7,795.35,98.71,36.32,27.689999999999998,5.470000000000001
10704,532,11.7,7,944.38,95.88,46.19,40.910000000000004,8.57
10705,369,9.540000000000001,5,771.1,63.78,47.1,36.15,5.22
10706,426,9.2,3,855.8,83.1,42.47,36.63,4.0600000000000005
10707,694,34.32,6,1382.1599999999999,29.2,145.11,72.9,3.76
10708,271,7.739999999999999,5,566.7,49.29,34.4,26.27,3.1700000000000004
10709,323,7.85,6,608.57,52.99,37.660000000000004,26.28,5.640000000000001
1071,388,8.99,7,693.63,52.95,40.17,35.87,6.85
10710,302,7.43,4,448.40000000000003,47.81,24.349999999999998,16.28,1.99
10711,377,7.8,5,548.6899999999999,60.720000000000006,26.86,22.45,3.13
10712,623,11.84,6,956.75,96.94,52.54,39.9,4.56
10713,459,10.05,5,739.05,75.07,47.65,24.59,1.5299999999999998
10714,1010,18.07,4,2244.0,255.38,93.1,92.83,16.72
10715,669,11.71,5,742.99,111.64,47.989999999999995,9.97,3.09
10716,426,10.35,3,922.0,72.13,50.02,47.67,4.74
10717,567,11.040000000000001,6,1116.6,125.19999999999999,51.1,43.29,7.37
10718,524,11.299999999999999,7,761.7,82.4,47.730000000000004,26.11,5.01
10719,427,10.05,6,822.74,76.99,38.72,39.14,8.41
1072,665,8.79,5,1174.8,149.7,57.0,36.25,10.66
10720,386,6.77,4,516.6,67.77,25.939999999999998,15.36,3.25
10721,203,3.3600000000000003,5,190.41,32.050000000000004,6.76,4.0,3.11
10722,407,7.28,5,575.2,86.22,21.0,15.989999999999998,5.17
10723,489,8.3,5,686.39,86.19,30.41,21.72,4.52
10724,603,11.540000000000001,5,960.95,120.97,42.71,34.52,4.220000000000001
10725,503,9.99,4,834.55,108.09,32.96,29.41,6.54
10726,394,10.49,7,685.85,55.19,46.849999999999994,30.18,6.590000000000001
10727,371,8.15,7,535.3,66.50999999999999,29.95,16.57,4.16
10728,400,11.99,5,509.75,48.72,43.1,16.12,1.3900000000000001
10729,471,8.870000000000001,5,836.1,91.14,41.68,31.52,3.59
1073,706,10.11,7,1246.7,161.17,59.92,38.71,10.23
10730,354,6.5,8,517.49,63.730000000000004,26.84,16.73,4.15
10731,524,3.17,2,590.25,122.94,13.4,3.39,2.74
10732,461,4.67,3,600.05,78.73,23.619999999999997,19.66,5.5
10733,255,6.6,7,511.3,45.88,29.66,23.07,2.59
10734,464,7.45,7,808.2,95.81,33.34,32.1,6.22
10735,490,7.260000000000001,4,610.56,103.91000000000001,27.62,8.899999999999999,3.93
10736,525,9.870000000000001,8,799.45,87.78999999999999,39.49,31.28,7.24
10737,598,13.11,4,1103.7,145.57999999999998,43.56999999999999,38.01,8.43
10738,458,9.91,6,679.2,67.66,40.47,26.72,3.92
10739,418,8.209999999999999,6,626.25,62.08,41.52,23.169999999999998,4.76
1074,807,12.65,4,1736.5,157.71,88.38,77.28,12.469999999999999
10740,604,10.39,4,870.4100000000001,105.67999999999999,46.269999999999996,26.589999999999996,6.14
10741,533,7.8,6,488.9,85.36,19.89,7.94,6.24
10742,388,7.279999999999999,5,653.0,72.46000000000001,30.970000000000002,25.5,6.18
10743,420,7.28,7,673.22,81.72,27.71,26.29,7.05
10744,426,12.61,8,705.6,69.94999999999999,40.42,30.07,4.04
10745,397,11.51,7,794.5,57.56999999999999,49.36,40.6,4.52
10746,553,9.22,6,1036.7,126.85999999999999,44.81,38.52,7.08
10747,488,6.72,6,680.45,88.66,33.28,20.099999999999998,3.71
10748,405,9.920000000000002,6,623.5,52.36000000000001,42.81,27.74,3.3
10749,480,13.159999999999998,5,772.96,63.39,55.69,32.68,4.12
1075,695,13.59,4,1293.0,120.28,63.26,58.57,10.440000000000001
10750,468,11.27,6,624.1600000000001,74.6,46.5,14.65,3.2699999999999996
10751,490,10.54,7,787.1700000000001,95.56,37.24,26.97,6.31
10752,607,9.68,5,775.15,115.63,33.13,18.55,9.65
10753,693,17.96,5,1244.9,117.18,72.4,53.1,7.85
10754,424,8.14,3,842.5,77.97,42.72,36.18,4.29
10755,448,8.260000000000002,5,683.15,83.78,33.04,21.71,3.1
10756,520,9.82,5,921.5,111.97,40.68,35.71,6.97
10757,423,6.77,3,531.3,68.93,24.709999999999997,17.14,2.13
10758,632,17.49,6,953.8,101.27,61.86,31.599999999999998,2.1399999999999997
10759,322,8.16,5,600.19,46.35,38.629999999999995,27.63,4.85
1076,622,8.41,6,955.94,116.44,39.87,34.56,6.88
10760,579,16.17,5,748.0,83.83,47.54,26.169999999999998,3.75
10761,673,12.75,7,1055.95,116.91,54.36,37.7,7.5
10762,490,14.07,5,695.88,70.27,44.14,25.28,5.9399999999999995
10763,637,9.030000000000001,6,913.77,118.60000000000001,41.540000000000006,29.52,4.08
10764,372,9.23,5,690.87,61.730000000000004,41.87,29.38,5.4799999999999995
10765,508,8.44,9,730.5699999999999,109.8,32.45,16.45,4.3
10766,690,24.57,8,1184.82,51.9,92.02,68.76,9.24
10767,691,18.42,5,1136.24,94.52000000000001,71.07,51.36,5.51
10768,468,11.75,6,817.5,59.7,47.37,43.63,4.61
10769,426,12.26,6,808.5,56.64,51.76,40.11,4.85
1077,631,11.29,4,1581.8,129.88,104.69,64.99,9.76
10770,335,7.58,7,474.05,61.17,26.79,13.69,4.09
10771,485,12.48,8,782.4,79.5,47.89,29.71,3.4
10772,224,5.57,4,380.29,35.55,26.28,14.1,1.6199999999999999
10773,528,11.15,5,815.05,90.65,38.53,34.68,3.99
10774,459,8.85,5,535.54,76.58,30.34,11.270000000000001,3.02
10775,377,9.57,8,477.55,49.019999999999996,29.66,18.2,3.4499999999999997
10776,559,10.23,5,951.65,98.6,50.13,37.870000000000005,3.75
10777,417,5.95,4,775.96,89.56,31.490000000000002,30.39,6.32
10778,542,13.35,9,979.49,88.36,59.49,42.03,7.3
10779,392,9.08,7,644.9100000000001,60.81,41.190000000000005,26.26,4.34
1078,584,12.659999999999998,4,1176.1,101.11,61.86,56.11,10.32
10780,423,8.47,6,589.29,66.55,36.07,19.2,5.08
10781,441,9.6,5,863.79,96.22999999999999,40.089999999999996,34.27,6.4
10782,419,8.19,7,606.15,67.05000000000001,33.25,22.31,4.68
10783,437,7.16,4,792.3,78.03,35.47,36.13,6.7
10784,444,4.95,3,646.4,90.83,24.08,19.03,6.8
10785,476,10.58,4,698.29,69.66,44.58,24.79,5.34
10786,391,5.32,6,630.98,93.16,22.51,17.419999999999998,5.42
10787,533,11.17,11,688.36,85.74,38.36,20.11,5.92
10788,872,16.19,8,1251.01,169.11,73.8,27.919999999999998,5.32
10789,471,9.190000000000001,5,714.55,60.67,40.35,34.1,4.05
1079,431,10.41,4,713.58,57.21,45.95,34.94,6.76
10790,640,11.46,7,1085.1100000000001,116.16999999999999,52.59,44.71,8.17
10791,607,17.169999999999998,6,1109.67,84.42,81.72,46.06,6.0200000000000005
10792,561,8.09,5,939.0999999999999,116.34,39.339999999999996,34.08,7.75
10793,656,12.0,9,1069.15,136.07999999999998,51.58,33.19,4.47
10794,451,16.5,7,1002.98,46.59,76.83,55.8,8.0
10795,884,22.28,6,935.85,138.05,66.98,12.989999999999998,5.380000000000001
10796,557,13.190000000000001,4,1011.3,88.77,58.42,43.89,7.53
10797,373,6.11,4,502.73,79.21,20.23,11.600000000000001,3.91
10798,426,12.49,5,576.8,62.44,36.49,19.22,2.74
10799,469,11.45,7,648.16,71.05,39.94,23.61,3.98
1080,1081,19.45,6,2095.1899999999996,198.76999999999998,117.82,88.44,14.95
10800,365,11.9,6,511.86,33.53,38.34,25.950000000000003,2.91
10801,397,12.67,7,712.75,56.64,46.230000000000004,32.64,3.89
10802,380,9.9,4,339.13,47.45,25.910000000000004,5.27,3.07
10803,135,4.67,2,181.7,6.75,13.32,10.37,0.76
10804,361,4.37,4,502.41999999999996,64.85,19.6,16.73,5.47
10805,279,7.75,4,321.49,32.08,26.48,9.63,1.23
10806,308,9.379999999999999,6,422.58000000000004,40.85,27.81,16.88,2.44
10807,424,9.89,7,770.37,65.6,45.69,35.5,6.61
10808,275,9.41,7,580.8,24.5,40.26,35.19,3.3
10809,404,11.44,5,626.79,56.74,39.57,27.97,3.95
1081,1239,19.310000000000002,8,1926.1599999999999,225.97,93.28,69.3,16.36
10810,227,6.3,3,227.3,21.33,16.77,8.76,2.62
10811,516,16.51,7,929.23,68.71000000000001,70.91,39.12,5.88
10812,553,9.06,4,1011.8,106.72,48.660000000000004,41.73,5.8
10813,271,10.85,5,388.90999999999997,24.66,38.54,13.96,1.6
10814,325,11.02,6,480.85,35.06,39.23,19.13,2.98
10815,593,10.16,7,1007.0699999999999,110.24000000000001,48.559999999999995,40.010000000000005,5.38
10816,382,9.51,7,590.85,54.480000000000004,37.31,23.47,4.61
10817,532,9.49,4,750.8,98.61,30.349999999999998,27.21,4.220000000000001
10818,309,9.790000000000001,6,455.8,38.900000000000006,39.12,14.51,3.39
10819,376,9.959999999999999,7,631.12,52.129999999999995,45.46,25.65,3.35
1082,604,7.75,5,989.1,137.24,42.15,28.14,10.31
10820,522,9.15,6,838.61,84.4,39.43,36.44,7.1899999999999995
10821,320,9.37,4,398.92999999999995,40.71,33.65,11.48,2.73
10822,509,10.77,6,858.55,78.82,50.96,35.21,5.65
10823,690,13.95,7,1078.68,108.46000000000001,61.26,42.88,9.16
10824,633,15.42,6,1312.5,101.24000000000001,77.99,61.6,7.71
10825,330,13.8,8,413.12,30.53,41.92,13.07,3.09
10826,266,7.32,5,426.25,36.26,26.060000000000002,17.63,3.0
10827,629,7.77,6,1012.0500000000001,126.86,40.45,34.5,7.77
10828,309,7.96,6,409.93,45.36,26.77,12.34,1.84
10829,520,8.93,5,584.5,71.53,27.22,21.85,3.69
1083,269,8.69,3,817.5,40.2,67.22,41.269999999999996,5.5
10830,411,14.85,5,477.0,38.36,44.11,15.620000000000001,7.0600000000000005
10831,368,8.940000000000001,8,476.04999999999995,50.209999999999994,30.36,16.05,3.45
10832,373,8.23,5,501.25,44.48,34.05,20.919999999999998,2.11
10833,614,11.81,6,1120.8000000000002,96.5,57.53,54.96,7.43
10834,543,7.9,6,700.35,94.32,36.989999999999995,18.02,5.1899999999999995
10835,531,18.43,9,706.56,50.18,60.84,28.61,2.9399999999999995
10836,549,25.939999999999998,4,691.42,28.93,76.36,27.700000000000003,5.279999999999999
10837,614,10.44,8,1059.0,109.80000000000001,46.769999999999996,47.3,9.09
10838,809,21.400000000000002,5,1085.5,129.19,72.55,31.910000000000004,4.71
10839,421,7.0600000000000005,7,581.2,72.14999999999999,27.11,19.46,5.47
1084,493,9.67,3,752.2,100.75,39.05,24.259999999999998,11.19
10840,501,14.95,6,804.19,74.36,54.31,31.07,4.859999999999999
10841,439,11.7,6,614.75,54.05,35.2,28.23,7.2
10842,593,8.76,4,1137.4,113.27,56.83,47.339999999999996,6.99
10843,331,10.73,7,506.62,36.02,37.37,23.3,2.32
10844,305,8.27,7,404.73,42.76,28.729999999999997,11.219999999999999,3.76
10845,272,9.63,5,404.74,17.47,34.39,21.89,4.01
10846,319,9.81,9,513.51,43.0,35.34,20.57,3.9
10847,591,19.39,10,943.18,67.77,70.66,40.85,6.09
10848,475,11.530000000000001,5,788.52,83.81,42.89,27.37,6.49
10849,247,8.35,6,389.7,29.82,27.34,18.67,4.57
1085,539,12.84,5,996.1299999999999,75.77000000000001,59.589999999999996,49.68,9.44
10850,748,16.21,7,1159.35,114.53,62.15,48.5,8.11
10851,520,10.41,7,557.02,71.65,33.79,14.4,2.88
10852,272,7.4399999999999995,5,462.52,44.97,31.58,16.23,2.58
10853,358,12.819999999999999,7,583.68,39.71,46.25,26.500000000000004,2.15
10854,715,14.33,5,1062.32,127.59,56.95,35.5,5.71
10855,413,10.15,7,701.98,69.03,40.980000000000004,28.82,5.25
10856,604,19.46,5,666.61,86.94000000000001,57.94,9.9,3.26
10857,1492,28.159999999999997,5,2558.6,298.26,112.77,96.69,20.310000000000002
10858,98,4.28,2,238.3,5.109999999999999,18.05,16.97,0.31
10859,608,13.91,5,1012.35,93.65,56.28,42.42,6.38
1086,572,12.02,7,1111.8000000000002,103.82,58.24,50.19,9.23
10860,588,10.86,7,836.5999999999999,102.24,39.31,28.29,6.92
10861,550,11.94,5,659.51,85.25,39.62,16.1,3.9699999999999998
10862,347,7.74,5,687.4,59.93,36.36,31.68,5.14
10863,613,12.61,6,1002.46,119.34,55.67,30.61,6.2
10864,346,4.18,4,414.7,71.66,13.35,7.02,3.0
10865,329,7.12,6,604.85,58.49,31.63,25.95,3.99
10866,561,11.100000000000001,5,979.8499999999999,101.53,48.01,43.669999999999995,7.09
10867,366,9.17,5,598.7,53.32000000000001,39.43,23.05,5.550000000000001
10868,477,12.04,5,769.8,80.97999999999999,42.769999999999996,31.9,5.41
10869,661,11.59,7,1161.1000000000001,124.23,54.78,48.83,7.640000000000001
1087,551,10.78,7,1194.9,105.58,63.959999999999994,54.42,10.3
10870,440,9.89,7,508.16999999999996,55.75,29.150000000000002,17.45,4.79
10871,313,8.08,6,610.76,54.76,32.3,27.4,3.1500000000000004
10872,600,6.81,4,750.6500000000001,123.36,25.380000000000003,16.93,8.24
10873,597,11.09,4,922.45,91.38,45.38,38.230000000000004,6.71
10874,604,13.39,7,858.26,97.26,51.04,26.740000000000002,5.8
10875,508,10.63,5,794.5,89.96,39.99,30.519999999999996,4.72
10876,435,8.74,6,601.85,71.7,30.36,18.89,4.53
10877,615,9.62,5,795.95,108.94,38.2,21.05,7.300000000000001
10878,601,17.450000000000003,6,775.35,80.28,55.0,24.84,3.67
10879,702,15.489999999999998,6,1168.0,120.50999999999999,68.08,41.96,7.36
1088,379,9.5,6,783.4000000000001,65.35,44.78,37.54,7.3
10880,389,5.33,3,645.73,88.55,23.759999999999998,20.43,5.2
10881,547,14.31,7,864.56,82.64,57.15,30.11,4.87
10882,627,7.53,5,1001.95,139.07999999999998,37.45,32.74,8.1
10883,609,14.04,4,825.48,98.36,51.239999999999995,24.07,5.61
10884,703,10.24,5,1162.85,144.29,47.64,44.980000000000004,8.21
10885,854,12.24,5,1120.65,173.59,46.84,23.43,10.8
10886,430,13.16,6,740.8799999999999,68.03,43.06,32.629999999999995,6.199999999999999
10887,603,8.43,3,1001.9,125.67999999999999,40.45,36.52,7.79
10888,419,6.11,3,468.35,64.03999999999999,19.68,15.8,3.2399999999999998
10889,658,11.35,4,965.1,139.66,37.629999999999995,30.04,6.76
1089,398,8.67,8,835.73,64.66,50.37,40.25,5.78
10890,400,11.870000000000001,4,520.3,73.24,39.06,7.7,1.5899999999999999
10891,451,8.61,4,584.98,84.73,31.85,10.540000000000001,3.76
10892,176,5.99,3,290.14,25.19,22.299999999999997,11.68,0.9
10893,588,11.58,5,756.26,103.39,37.76,19.48,7.63
10894,502,5.59,4,517.75,92.02,20.29,7.54,4.87
10895,484,11.67,4,557.35,65.47999999999999,30.03,18.419999999999998,4.22
10896,700,10.54,4,978.55,147.75,37.22,28.23,6.49
10897,470,9.88,5,595.45,87.84,28.8,12.26,6.91
10898,391,9.069999999999999,5,820.9,73.47,40.58,40.06,5.92
10899,523,10.26,4,719.44,87.68,30.269999999999996,28.47,5.02
1090,1019,16.58,5,1741.26,205.8,99.12,55.52,14.24
10900,370,10.91,10,597.64,54.0,42.730000000000004,22.51,3.5300000000000002
10901,478,13.22,6,572.8299999999999,66.48,36.69,19.85,5.3
10902,616,8.24,6,734.85,120.71,26.05,15.57,5.67
10903,428,9.83,5,767.84,74.85000000000001,38.95,34.82,4.859999999999999
10904,410,10.58,5,440.27,58.67,36.63,6.66,4.21
10905,545,8.08,4,692.7,98.36000000000001,27.21,22.25,4.51
10906,777,19.87,7,1042.35,123.93,64.28,30.0,11.709999999999999
10907,514,7.86,4,601.55,90.88,25.43,13.639999999999999,8.02
10908,330,8.09,7,377.04,47.89,20.96,12.430000000000001,4.07
10909,411,8.64,6,550.7,67.25,25.41,20.87,5.0
1091,641,9.7,7,1041.2,142.98,49.5,28.75,10.1
10910,340,8.72,5,527.25,54.21,27.61,23.630000000000003,4.0
10911,546,11.66,7,759.55,84.64,39.83,27.85,5.0
10912,606,11.03,7,886.35,119.89,39.85,26.91,7.37
10913,464,4.46,3,591.5,94.41999999999999,20.13,13.870000000000001,4.109999999999999
10914,412,9.08,6,646.95,73.73,31.34,25.08,4.63
10915,93,2.75,2,115.65,6.45,6.54,7.62,0.9299999999999999
10916,393,10.57,6,519.91,60.21,35.33,13.97,3.54
10917,263,0.58,1,341.9,74.17,7.1,0.79,1.05
10918,435,8.35,7,620.5400000000001,75.05,31.580000000000002,21.27,3.6
10919,571,12.11,5,867.95,79.4,41.71,43.37,6.95
1092,332,9.92,5,785.1,47.739999999999995,48.519999999999996,44.25,7.7
10920,376,4.02,5,494.4,84.1,15.780000000000001,9.66,4.55
10921,424,11.49,5,594.26,72.33,43.47,13.01,4.0600000000000005
10922,567,10.51,6,825.3900000000001,116.27000000000001,33.25,25.54,7.09
10923,183,6.390000000000001,4,305.5,31.16,20.48,10.040000000000001,1.98
10924,505,8.68,3,880.3199999999999,106.35,35.32,33.099999999999994,8.26
10925,703,15.25,4,1115.95,134.32999999999998,49.12,39.190000000000005,11.18
10926,194,8.120000000000001,4,279.91,26.25,20.09,11.72,2.77
10927,175,0.39,1,227.5,49.35,4.73,0.53,0.7
10928,128,0.28,1,166.4,36.1,3.46,0.38,0.51
10929,426,5.470000000000001,4,569.1,84.17,21.94,14.950000000000001,3.5300000000000002
1093,498,11.389999999999999,4,770.7,84.03,43.62,31.459999999999997,10.66
10930,230,1.71,3,224.39000000000001,48.16,5.41,0.61,2.0
10931,466,22.23,7,1010.87,31.31,76.39,58.63,3.06
10932,462,11.43,9,678.45,68.69,32.31,30.56,8.34
10933,463,7.9799999999999995,5,698.46,99.88,25.729999999999997,21.619999999999997,8.48
10934,477,10.629999999999999,4,676.9000000000001,93.99000000000001,21.9,23.9,8.87
10935,390,9.56,5,608.78,64.19,32.24,23.41,3.02
10936,353,6.75,3,386.15,61.09,15.77,8.32,3.54
10937,423,9.120000000000001,4,566.77,59.15,32.03,20.36,2.56
10938,443,7.93,3,649.9,81.61,32.79,20.3,5.430000000000001
10939,372,9.55,7,477.5,39.660000000000004,28.46,22.73,4.65
1094,591,12.75,8,1047.1,88.88,63.53999999999999,48.46,11.45
10940,231,8.58,7,297.11,22.560000000000002,28.82,9.57,1.4000000000000001
10941,329,8.33,7,373.46,45.83,25.87,8.76,2.38
10942,411,12.88,8,606.09,61.53,38.69,23.959999999999997,8.25
10943,422,9.25,4,716.9000000000001,97.2,24.97,24.74,5.999999999999999
10944,580,10.07,4,830.9,104.25999999999999,38.14,26.33,7.14
10945,355,9.94,9,455.44,39.19,26.39,20.93,5.2
10946,660,8.809999999999999,6,858.79,132.43,29.869999999999997,22.759999999999998,10.21
10947,430,10.94,6,730.3299999999999,64.1,44.92,30.06,3.7600000000000002
10948,610,10.65,5,854.62,110.03,39.66,28.03,7.34
10949,479,7.64,4,705.16,104.73,23.41,21.34,9.03
1095,483,9.38,7,938.72,87.17,53.76,39.07,6.5600000000000005
10950,339,7.5200000000000005,5,536.74,53.54,31.86,20.86,4.48
10951,854,21.78,9,1393.95,141.98000000000002,71.28,57.93,12.17
10952,386,7.4399999999999995,4,542.31,66.25,30.240000000000002,17.57,6.92
10953,585,11.0,5,780.85,90.98,44.339999999999996,26.06,6.49
10954,430,10.59,6,584.36,77.08,31.79,17.13,7.9799999999999995
10955,542,12.42,11,836.44,97.91,44.6,29.200000000000003,9.44
10956,579,12.76,4,928.3,112.52,38.58,35.69,11.549999999999999
10957,499,10.32,5,766.85,95.44,35.26,28.189999999999998,12.55
10958,421,10.02,4,755.88,83.21000000000001,32.31,34.24,7.09
10959,513,10.32,6,861.34,110.91,36.11,30.52,9.39
1096,285,9.1,4,682.8,43.82,53.14,33.29,8.27
10960,606,32.15,6,1077.8899999999999,28.57,114.39,54.45,4.38
10961,565,11.379999999999999,7,948.5999999999999,119.64,40.46,35.21,11.34
10962,804,13.66,7,837.11,125.58,29.97,24.490000000000002,12.8
10963,346,6.46,4,349.02,45.03,19.33,9.36,3.0999999999999996
10964,672,11.99,8,859.87,124.66,35.980000000000004,24.23,11.07
10965,629,9.18,4,780.4,122.54,23.080000000000002,22.5,12.25
10966,286,7.3100000000000005,7,394.65,42.45,22.36,14.48,2.93
10967,487,13.499999999999998,6,731.27,67.65,41.46,32.28,4.9399999999999995
10968,617,11.72,5,812.0899999999999,123.28999999999999,33.71,19.92,6.86
10969,453,10.02,4,746.9,77.57,42.04,27.53,4.28
1097,514,11.28,4,1018.7,83.66,57.97,49.75,6.83
10970,562,11.83,6,1002.6800000000001,114.58000000000001,47.9,37.83,9.22
10971,532,13.14,14,703.98,76.39999999999999,41.07,26.97,8.31
10972,502,10.05,7,641.67,79.0,32.13,21.57,7.08
10973,585,11.690000000000001,5,760.5,111.67,24.47,24.29,8.790000000000001
10974,695,13.4,10,1073.49,132.74,55.79,32.83,7.5200000000000005
10975,615,7.75,6,707.1500000000001,120.94999999999999,19.28,17.03,11.18
10976,505,5.75,5,635.5999999999999,109.94,16.79,15.11,9.98
10977,605,9.93,4,952.9,122.88,45.37,29.74,5.76
10978,619,10.02,4,1019.25,142.17000000000002,39.57,33.86,13.620000000000001
10979,539,8.75,7,742.25,108.7,26.54,22.59,6.99
1098,390,7.82,4,781.4,81.2,40.06,32.02,7.029999999999999
10980,697,26.509999999999998,4,1279.2,92.75,84.6,61.91,8.85
10981,791,20.98,5,1394.93,115.26999999999998,93.69,58.89,10.629999999999999
10982,661,9.76,3,1075.8,161.25,42.04,26.59,5.609999999999999
10983,442,12.209999999999999,6,807.52,78.1,51.19,31.05,7.12
10984,602,12.82,7,905.49,107.8,43.85,31.82,5.18
10985,655,14.36,5,913.61,131.54000000000002,41.63999999999999,24.0,7.68
