价位,套餐名称,方法,菜品组合,菜品数量,总价格/元,热量/kcal,碳水/g,蛋白质/g,脂肪/g,膳食纤维/g,偏好得分,预计利润/元,营养均衡得分,价格偏差/元,综合评分,是否放宽价格
15,15元均衡能量套餐,NSGA-II,椒盐带鱼、青韭南瓜丝、椒盐带鱼/油爆虾,3,15.006,568.0,27.7,49.2,29.5,3.8,0.385945,5.252,0.6978,0.006,0.4561,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、包菜油付/绿豆芽、香菇鸭块/雪蘑菇肉片,4,15.149,870.0,47.301,60.2,51.5,11.8,0.546396,5.302,0.691,0.149,0.4485,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、木耳西兰花、葱油金针菇、椒盐带鱼,4,15.378,439.0,23.0,35.0,23.0,6.0,0.828785,5.382,0.6791,0.378,0.4482,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、糖醋里脊、素烧鹅、窑鸡腿,4,15.231,684.0,46.0,53.0,28.0,5.0,0.477362,5.331,0.8066,0.231,0.4473,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、椒盐带鱼、香菇鸭块/雪蘑菇肉片、土豆片,4,15.049,1051.0,74.0,56.0,60.0,10.0,0.386523,5.267,0.7091,0.049,0.4398,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、千张结烧肉、木耳西兰花、香酥鸭肉/椒盐虾,4,15.339,914.0,59.6,56.5,51.2,10.3,0.691253,5.369,0.7248,0.339,0.4343,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、青瓜付竹肉片、青椒藕片、香酥鸭肉/椒盐虾,4,15.331,738.0,56.0,51.0,34.2,10.0,0.546454,5.366,0.8191,0.331,0.4325,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、素烧鹅、醋溜鱼/宫保鸡丁,4,15.355,900.0,80.0,63.0,36.0,6.0,0.581518,5.374,0.8144,0.355,0.4325,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、椒盐带鱼、香菇鸭块/雪蘑菇肉片,3,15.06,650.0,32.0,58.0,33.0,6.0,0.346693,5.271,0.7215,0.06,0.4222,否
15,15元均衡能量套餐,NSGA-II,花菜、千张结烧肉、香酥鸭肉/椒盐虾、凉拌黑木耳/素烧鹅,4,15.236,845.0,49.2,58.5,47.2,11.5,0.554914,5.333,0.7161,0.236,0.42,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、葱油金针菇、青瓜付竹肉片、茄子长豆/青椒素鸡,4,15.431,645.0,51.0,39.0,35.0,13.0,0.62428,5.401,0.825,0.431,0.417,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、椒盐带鱼、香菇鸭块/雪蘑菇肉片、雪菜素鸡/丝瓜毛豆子,4,15.229,830.0,57.6,61.5,41.2,12.3,0.471229,5.33,0.7627,0.229,0.4148,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、糖醋里脊、香酥鸭肉/椒盐虾、茄子长豆/青椒素鸡,4,15.224,914.0,64.0,63.0,43.0,11.0,0.47632,5.329,0.7543,0.224,0.4142,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、花菜、千张结烧肉、香酥鸭肉/椒盐虾,4,15.413,945.0,42.2,64.5,58.2,8.5,0.858907,5.394,0.6367,0.413,0.4137,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、葱油金针菇、椒盐带鱼、香菇鸭块/雪蘑菇肉片,4,15.343,595.0,41.0,50.0,27.0,7.0,0.577956,5.37,0.7769,0.343,0.4116,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、青瓜付竹肉片、青椒藕片、香酥鸭肉/椒盐虾,4,15.371,737.0,54.0,52.0,33.2,10.0,0.548903,5.38,0.8128,0.371,0.4061,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、糖醋里脊、椒盐带鱼/油爆虾、凉拌黑木耳/素烧鹅,4,15.322,870.0,70.6,52.5,40.2,11.3,0.49005,5.363,0.8099,0.322,0.4033,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、椒盐带鱼、包菜油付/绿豆芽、窑鸡腿,4,15.261,610.0,35.301,55.2,27.5,5.8,0.510172,5.341,0.7445,0.261,0.403,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片、土豆片,4,15.049,1297.0,90.0,62.0,79.0,13.0,0.43239,5.267,0.6198,0.049,0.4005,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、青瓜付竹肉片、椒盐带鱼、雪菜素鸡/丝瓜毛豆子,4,15.448,600.0,53.0,44.0,24.0,10.0,0.577356,5.407,0.8474,0.448,0.3998,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、醋溜鱼/宫保鸡丁、凉拌黑木耳/素烧鹅,4,15.318,870.0,75.0,64.0,34.0,9.0,0.467732,5.361,0.8119,0.318,0.3958,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、付皮包、椒盐带鱼、醋溜鱼/宫保鸡丁,4,15.495,970.0,68.0,70.0,45.0,6.0,0.771725,5.423,0.7378,0.495,0.3933,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、木耳西兰花、青瓜付竹肉片、茄子长豆/青椒素鸡,4,15.472,644.0,49.0,40.0,34.0,13.0,0.626729,5.415,0.8188,0.472,0.3907,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、椒盐带鱼、青韭南瓜丝、土豆片,4,15.222,1045.0,80.7,43.2,64.5,9.8,0.530686,5.328,0.6751,0.222,0.3879,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、青瓜付竹肉片、糖醋里脊、土豆片,4,15.2,1227.0,98.0,49.0,71.0,11.0,0.545649,5.32,0.645,0.2,0.3871,否
15,15元均衡能量套餐,NSGA-II,包菜粉丝、木耳西兰花、椒盐带鱼、香菇鸭块/雪蘑菇肉片,4,15.384,594.0,39.0,51.0,26.0,7.0,0.580406,5.384,0.7677,0.384,0.3832,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、土豆丝/小青菜、椒盐带鱼、雪菜素鸡/丝瓜毛豆子,4,15.414,700.0,46.8,48.5,38.2,9.4,0.590185,5.395,0.783,0.414,0.3813,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、糖醋里脊、青椒藕片、香菇鸭块/雪蘑菇肉片,4,15.348,823.0,62.0,57.0,36.2,10.0,0.491055,5.372,0.7985,0.348,0.3806,否
15,15元均衡能量套餐,NSGA-II,付皮包、千张结烧肉、包菜油付/绿豆芽、窑鸡腿,4,15.376,870.0,57.301,60.2,45.5,7.8,0.597668,5.382,0.7402,0.376,0.3772,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、糖醋里脊、椒盐带鱼/油爆虾,3,15.215,820.0,40.0,58.0,46.0,4.0,0.463499,5.325,0.6915,0.215,0.3698,否
15,15元均衡能量套餐,NSGA-II,椒盐带鱼、青椒藕片、椒盐带鱼/油爆虾,3,15.189,543.0,30.0,48.0,25.2,4.0,0.388329,5.316,0.721,0.189,0.368,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、椒盐带鱼、素烧鹅、香菇鸭块/雪蘑菇肉片,4,15.434,800.0,62.6,54.5,39.2,9.3,0.549621,5.402,0.8032,0.434,0.3634,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、葱油金针菇、椒盐带鱼、茄子长豆/青椒素鸡,4,15.431,399.0,35.0,33.0,16.0,10.0,0.578413,5.401,0.777,0.431,0.3613,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、椒盐带鱼、包菜油付/绿豆芽、凉拌黑木耳/素烧鹅,4,15.381,570.0,45.301,41.2,26.5,11.8,0.462086,5.383,0.811,0.381,0.3562,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、千张结烧肉、窑鸡腿、茄子长豆/青椒素鸡,4,15.365,860.0,57.6,58.5,46.2,12.3,0.530244,5.378,0.7439,0.365,0.3525,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、糖醋里脊、香菇鸭块/雪蘑菇肉片、雪菜素鸡/丝瓜毛豆子,4,15.288,930.0,62.0,67.0,44.0,12.0,0.404049,5.351,0.7361,0.288,0.3296,否
15,15元均衡能量套餐,NSGA-II,葱油金针菇、青瓜付竹肉片、素烧鹅、香酥鸭肉/椒盐虾,4,15.475,815.0,61.0,54.0,40.0,9.0,0.53784,5.416,0.7918,0.475,0.3264,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、椒盐带鱼、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,4,15.397,770.0,57.6,55.5,37.2,12.3,0.435835,5.389,0.7994,0.397,0.3258,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、椒盐带鱼、包菜油付/绿豆芽、雪菜素鸡/丝瓜毛豆子,4,15.444,700.0,40.301,50.2,40.5,10.8,0.560071,5.405,0.7467,0.444,0.3242,否
15,15元均衡能量套餐,NSGA-II,付皮包、椒盐带鱼、窑鸡腿,3,15.287,650.0,42.0,58.0,27.0,2.0,0.397965,5.35,0.7309,0.287,0.3234,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、椒盐带鱼、土豆片、凉拌黑木耳/素烧鹅,4,15.281,997.0,88.0,43.0,54.0,13.0,0.34808,5.348,0.7505,0.281,0.3156,否
15,15元均衡能量套餐,NSGA-II,花菜、千张结烧肉、香酥鸭肉/椒盐虾、茄子长豆/青椒素鸡,4,15.466,905.0,54.2,62.5,51.2,12.5,0.608534,5.413,0.7038,0.466,0.3056,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、椒盐带鱼、青椒藕片、土豆片,4,15.405,1020.0,83.0,42.0,60.2,10.0,0.533071,5.392,0.7015,0.405,0.3021,否
15,15元均衡能量套餐,NSGA-II,椒盐带鱼、素烧鹅、椒盐带鱼/油爆虾,3,15.333,620.0,35.0,51.0,31.0,3.0,0.379716,5.367,0.7429,0.333,0.2958,否
15,15元均衡能量套餐,NSGA-II,木耳西兰花、糖醋里脊、窑鸡腿、茄子长豆/青椒素鸡,4,15.423,714.0,46.0,58.0,30.0,9.0,0.417197,5.398,0.7843,0.423,0.2911,否
15,15元均衡能量套餐,NSGA-II,油豆腐烧肉、青瓜付竹肉片、香酥鸭肉/椒盐虾、茄子长豆/青椒素鸡,4,15.482,1030.0,63.0,69.0,56.0,13.0,0.62861,5.419,0.6809,0.482,0.2902,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、椒盐带鱼、香菇鸭块/雪蘑菇肉片,3,15.291,720.0,27.0,61.0,43.0,5.0,0.409284,5.352,0.6666,0.291,0.2824,否
15,15元均衡能量套餐,NSGA-II,葱油芋头/红烧萝卜、椒盐带鱼、醋溜鱼/宫保鸡丁、香菇鸭块/雪蘑菇肉片,4,15.387,1000.0,62.6,79.5,48.2,9.3,0.475482,5.385,0.6959,0.387,0.2799,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、糖醋里脊、素烧鹅、香菇鸭块/雪蘑菇肉片,4,15.493,900.0,67.0,60.0,42.0,9.0,0.482441,5.422,0.7743,0.493,0.2766,否
15,15元均衡能量套餐,NSGA-II,千张结烧肉、西红柿炒蛋/葱油芋艿、香酥鸭肉/椒盐虾、茄子长豆/青椒素鸡,4,15.368,1200.0,75.0,75.0,69.0,14.0,0.499878,5.379,0.6365,0.368,0.2616,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、糖醋里脊、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,4,15.456,870.0,62.0,61.0,40.0,12.0,0.368655,5.409,0.7712,0.456,0.2395,否
15,15元均衡能量套餐,NSGA-II,椒盐带鱼、青椒藕片、香菇鸭块/雪蘑菇肉片、雪菜素鸡/丝瓜毛豆子,4,15.492,723.0,47.0,60.0,33.2,11.0,0.39147,5.422,0.7766,0.492,0.2334,否
15,15元均衡能量套餐,NSGA-II,椒盐带鱼、青韭南瓜丝、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,4,15.477,688.0,44.7,55.2,33.5,10.8,0.353692,5.417,0.7842,0.477,0.2285,否
15,15元均衡能量套餐,NSGA-II,青瓜付竹肉片、糖醋里脊、醋溜鱼/宫保鸡丁、香菇鸭块/雪蘑菇肉片,4,15.445,1100.0,67.0,85.0,51.0,9.0,0.408302,5.406,0.6706,0.445,0.1956,否
