价位,套餐名称,方法,菜品组合,菜品数量,总价格/元,热量/kcal,碳水/g,蛋白质/g,脂肪/g,膳食纤维/g,偏好得分,预计利润/元,营养均衡得分,价格偏差/元,综合评分,是否放宽价格
20,20元丰富营养套餐,NSGA-II,酱鸭、虎皮蛋烧肉、红烧肉、香菇鸭块/雪蘑菇肉片、土豆片,5,20.035,1634.0,83.0,78.0,111.0,9.0,0.578058,7.012,0.5703,0.035,0.5166,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、红烧肉、素烧鹅、凉拌黑木耳/素烧鹅,5,20.233,1037.0,53.0,54.0,68.0,9.0,0.723074,7.081,0.7061,0.233,0.5148,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、付皮包、花椒排骨、鸡排/茭白肉丝,5,20.488,1206.0,58.3,95.2,66.1,5.6,1.285268,7.171,0.664,0.488,0.5131,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、付皮包、千张结烧肉、酱鸭、卤鸭,5,20.442,1123.0,55.3,75.2,69.1,4.6,1.146529,7.155,0.6798,0.442,0.5061,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、花椒排骨、虎皮蛋烧肉、宫保鸡丁、白菜千张丝,5,20.397,1056.0,35.0,80.0,66.0,6.0,1.13532,7.139,0.6333,0.397,0.5052,否
20,20元丰富营养套餐,NSGA-II,付皮包、葱油芋头/红烧萝卜、千张结烧肉、虎皮蛋烧肉、红烧肉,5,20.423,1180.0,85.6,53.5,72.2,9.3,1.005024,7.148,0.7256,0.423,0.4983,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、酱鸭、红烧肉、凉拌黑木耳/素烧鹅,5,20.46,1087.0,60.0,64.0,64.0,7.0,1.076355,7.161,0.717,0.46,0.4935,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、虎皮蛋烧肉、鸡排/茭白肉丝、凉拌黑木耳/素烧鹅、虎皮青椒/茄子长豆,5,20.14,1190.0,62.0,80.0,72.0,14.0,0.513949,7.049,0.677,0.14,0.4906,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、家常豆腐、花椒排骨、虎皮蛋烧肉、香菇鸭块/雪蘑菇肉片,5,20.422,1206.0,33.3,100.2,76.1,5.6,1.213103,7.148,0.5803,0.422,0.4867,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、虎皮蛋烧肉、红烧肉、香菇鸭块/雪蘑菇肉片、土豆片,5,20.111,1617.0,90.0,75.0,109.0,11.0,0.605797,7.039,0.581,0.111,0.4853,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、酱鸭、青瓜付竹肉片、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,5,20.332,1087.0,47.0,84.0,62.0,11.0,0.881121,7.116,0.6685,0.332,0.4848,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、花椒排骨、虎皮蛋烧肉、红烧肉、水波蛋,5,20.296,1163.0,23.0,83.0,82.0,2.0,1.139416,7.104,0.4776,0.296,0.4846,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、红烧肉、醋溜鱼/宫保鸡丁、凉拌黑木耳/素烧鹅,5,20.185,1237.0,53.0,79.0,77.0,9.0,0.648935,7.065,0.637,0.185,0.4843,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、虎皮蛋烧肉、红烧肉、茄子长江豆/素烧鹅,5,20.344,1116.0,44.3,68.2,76.1,7.6,0.943948,7.12,0.6432,0.344,0.4835,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、酱鸭、红烧肉、白菜千张丝,5,20.34,1073.0,27.3,73.2,73.1,4.6,1.00473,7.119,0.5993,0.34,0.4813,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、宫保鸡丁、白菜千张丝、香菇鸭块/雪蘑菇肉片,5,20.241,1123.0,43.0,81.0,70.0,9.0,0.73374,7.084,0.6396,0.241,0.4782,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、酱鸭、虎皮蛋烧肉、凉拌黑木耳/素烧鹅,5,20.379,1137.0,73.0,64.0,68.0,10.0,0.836893,7.133,0.7346,0.379,0.4776,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、虎皮蛋烧肉、宫保鸡丁、香菇鸭块/雪蘑菇肉片、茄子长江豆/素烧鹅,5,20.245,1166.0,60.0,76.0,73.0,12.0,0.672958,7.086,0.6774,0.245,0.4773,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、付皮包、酱鸭、红烧肉、醋溜鱼/宫保鸡丁,5,20.45,1317.0,65.0,88.0,75.0,4.0,1.116002,7.157,0.6499,0.45,0.4768,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、红烧肉、香菇鸭块/雪蘑菇肉片、凉拌黑木耳/素烧鹅,5,20.298,1190.0,77.0,69.0,68.0,12.0,0.669229,7.104,0.7301,0.298,0.4721,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、酱鸭、红烧肉、素烧鹅,5,20.385,1103.0,37.3,70.2,74.1,3.6,1.010745,7.135,0.6259,0.385,0.4706,否
20,20元丰富营养套餐,NSGA-II,付皮包、花椒排骨、青瓜付竹肉片、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.371,1190.0,85.6,79.5,59.2,13.8,0.7243,7.13,0.7605,0.371,0.4619,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、虎皮蛋烧肉、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.2,1190.0,62.0,80.0,72.0,14.0,0.534777,7.07,0.677,0.2,0.4618,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、鸡排/茭白肉丝、凉拌黑木耳/素烧鹅、虎皮青椒/茄子长豆,5,20.223,1137.0,60.0,73.0,70.0,14.0,0.547235,7.078,0.6899,0.223,0.4584,否
20,20元丰富营养套餐,NSGA-II,付皮包、虎皮蛋烧肉、红烧肉、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.359,1190.0,80.6,67.5,67.2,10.8,0.694112,7.126,0.7418,0.359,0.4501,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、千张结烧肉、酱鸭、红烧肉、茄子长江豆/素烧鹅,5,20.427,1063.0,42.3,61.2,74.1,7.6,0.977233,7.149,0.6538,0.427,0.4501,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、千张结烧肉、酱鸭、红烧肉、水波蛋,5,20.379,1110.0,21.0,76.0,80.0,2.0,1.172702,7.133,0.4845,0.379,0.4493,否
20,20元丰富营养套餐,NSGA-II,酱鸭、卤鸭、红烧肉、香菇鸭块/雪蘑菇肉片、土豆片,5,20.155,1624.0,76.0,83.0,110.0,8.0,0.585019,7.054,0.5716,0.155,0.4484,否
20,20元丰富营养套餐,NSGA-II,付皮包、花椒排骨、虎皮蛋烧肉、青瓜付竹肉片、凉拌黑木耳/素烧鹅,5,20.436,1120.0,80.0,68.0,60.0,12.0,0.787035,7.152,0.7696,0.436,0.4476,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、红烧肉、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.312,1040.0,53.0,57.0,69.0,12.0,0.663238,7.109,0.7016,0.312,0.4476,否
20,20元丰富营养套餐,NSGA-II,付皮包、花椒排骨、卤鸭、虎皮蛋烧肉、素烧鹅,5,20.454,1210.0,73.0,75.0,71.0,6.0,0.924354,7.159,0.706,0.454,0.4455,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、花椒排骨、卤鸭、虎皮蛋烧肉、水波蛋,5,20.336,1203.0,29.0,88.0,85.0,4.0,0.906914,7.117,0.5645,0.336,0.436,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、红烧肉、醋溜鱼/宫保鸡丁、茄子长江豆/素烧鹅,5,20.301,1270.0,58.0,81.0,80.0,9.0,0.702885,7.105,0.6385,0.301,0.4329,否
20,20元丰富营养套餐,NSGA-II,酱鸭、卤鸭、红烧肉、包菜油付/绿豆芽、香菇鸭块/雪蘑菇肉片,5,20.255,1197.0,33.301,81.2,82.5,6.8,0.699025,7.089,0.5823,0.255,0.4297,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.283,1137.0,60.0,73.0,70.0,14.0,0.568062,7.099,0.6899,0.283,0.4296,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、虎皮蛋烧肉、青椒藕片、鸡排/茭白肉丝,5,20.485,1143.0,82.0,70.0,62.2,10.0,0.818769,7.17,0.7632,0.485,0.425,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、卤鸭、虎皮蛋烧肉、茄子长江豆/素烧鹅,5,20.496,1170.0,78.0,66.0,71.0,10.0,0.890843,7.174,0.733,0.496,0.4246,否
20,20元丰富营养套餐,NSGA-II,酱鸭、卤鸭、宫保鸡丁、香菇鸭块/雪蘑菇肉片、茄子长江豆/素烧鹅,5,20.288,1173.0,46.0,84.0,74.0,9.0,0.652181,7.101,0.6319,0.288,0.4216,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、红烧肉、香菇鸭块/雪蘑菇肉片、土豆片,5,20.232,1607.0,83.0,80.0,108.0,10.0,0.612757,7.081,0.5883,0.232,0.4202,否
20,20元丰富营养套餐,NSGA-II,虎皮蛋烧肉、红烧肉、鸡排/茭白肉丝、凉拌黑木耳/素烧鹅、虎皮青椒/茄子长豆,5,20.267,1120.0,62.0,65.0,70.0,13.0,0.467189,7.093,0.7042,0.267,0.4156,否
20,20元丰富营养套餐,NSGA-II,付皮包、花椒排骨、卤鸭、虎皮蛋烧肉、醋溜鱼/宫保鸡丁,5,20.406,1410.0,73.0,100.0,80.0,6.0,0.850215,7.142,0.6364,0.406,0.4147,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、卤鸭、鸡排/茭白肉丝、凉拌黑木耳/素烧鹅、虎皮青椒/茄子长豆,5,20.26,1180.0,55.0,85.0,71.0,13.0,0.52091,7.091,0.659,0.26,0.4123,否
20,20元丰富营养套餐,NSGA-II,家常豆腐、花椒排骨、卤鸭、红烧肉、茄子长江豆/素烧鹅,5,20.464,1106.0,37.3,73.2,75.1,6.6,0.950909,7.162,0.6229,0.464,0.4041,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、虎皮蛋烧肉、红烧肉、香菇鸭块/雪蘑菇肉片、雪菜素鸡/丝瓜毛豆子,5,20.438,1200.0,44.0,85.0,76.0,9.0,0.899061,7.153,0.6179,0.438,0.4011,否
20,20元丰富营养套餐,NSGA-II,付皮包、千张结烧肉、酱鸭、卤鸭、凉拌黑木耳/素烧鹅,5,20.5,1127.0,66.0,69.0,67.0,9.0,0.843853,7.175,0.7162,0.5,0.3992,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、青瓜付竹肉片、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.339,1120.0,67.0,77.0,62.0,16.0,0.518204,7.119,0.7238,0.339,0.399,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、宫保鸡丁、香菇鸭块/雪蘑菇肉片、茄子长江豆/素烧鹅,5,20.365,1156.0,53.0,81.0,72.0,11.0,0.679919,7.128,0.6591,0.365,0.3989,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、卤鸭、香菇鸭块/雪蘑菇肉片、酸辣藕丝/木耳莴笋,5,20.369,1197.0,46.6,85.5,76.2,10.8,0.708952,7.129,0.6254,0.369,0.3881,否
20,20元丰富营养套餐,NSGA-II,虎皮蛋烧肉、红烧肉、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.327,1120.0,62.0,65.0,70.0,13.0,0.488016,7.114,0.7042,0.327,0.3867,否
20,20元丰富营养套餐,NSGA-II,葱油鸡、花椒排骨、卤鸭、红烧肉、水波蛋,5,20.417,1153.0,16.0,88.0,81.0,1.0,1.146377,7.146,0.4067,0.417,0.3788,否
20,20元丰富营养套餐,NSGA-II,付皮包、卤鸭、红烧肉、鸡排/茭白肉丝、酸辣藕丝/木耳莴笋,5,20.479,1180.0,73.6,72.5,66.2,9.8,0.701072,7.168,0.7243,0.479,0.3722,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、虎皮蛋烧肉、红烧肉、醋溜鱼/宫保鸡丁、茄子长江豆/素烧鹅,5,20.391,1350.0,60.0,86.0,85.0,9.0,0.68092,7.137,0.6186,0.391,0.363,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、虎皮蛋烧肉、红烧肉、香菇鸭块/雪蘑菇肉片、土豆片,5,20.321,1687.0,85.0,85.0,113.0,10.0,0.590792,7.112,0.5724,0.321,0.3525,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、卤鸭、虎皮蛋烧肉、红烧肉、水波蛋,5,20.463,1133.0,29.0,73.0,83.0,3.0,0.860154,7.162,0.5541,0.463,0.3414,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、虎皮蛋烧肉、红烧肉、包菜油付/绿豆芽、香菇鸭块/雪蘑菇肉片,5,20.421,1260.0,42.301,83.2,85.5,8.8,0.704798,7.147,0.5917,0.421,0.3382,否
20,20元丰富营养套餐,NSGA-II,卤鸭、红烧肉、鸡排/茭白肉丝、凉拌黑木耳/素烧鹅、虎皮青椒/茄子长豆,5,20.387,1110.0,55.0,70.0,69.0,12.0,0.47415,7.136,0.6849,0.387,0.3367,否
20,20元丰富营养套餐,NSGA-II,千张结烧肉、酱鸭、红烧肉、醋溜鱼/宫保鸡丁、茄子长江豆/素烧鹅,5,20.474,1297.0,58.0,79.0,83.0,9.0,0.714205,7.166,0.6302,0.474,0.3301,否
20,20元丰富营养套餐,NSGA-II,酱鸭、卤鸭、虎皮蛋烧肉、红烧肉、水波蛋,5,20.386,1150.0,22.0,76.0,85.0,1.0,0.832416,7.135,0.4264,0.386,0.3116,否
20,20元丰富营养套餐,NSGA-II,卤鸭、红烧肉、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.447,1110.0,55.0,70.0,69.0,12.0,0.494977,7.156,0.6849,0.447,0.3078,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、酱鸭、鸡排/茭白肉丝、茄子长江豆/素烧鹅、凉拌黑木耳/素烧鹅,5,20.493,1207.0,55.0,83.0,74.0,13.0,0.553057,7.172,0.6504,0.493,0.2806,否
20,20元丰富营养套餐,NSGA-II,花椒排骨、卤鸭、红烧肉、香菇鸭块/雪蘑菇肉片、土豆片,5,20.442,1677.0,78.0,90.0,112.0,9.0,0.597752,7.155,0.56,0.442,0.2772,否
